Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal,PM
MB_3674,13862762.9868243,4761060.22481695,8518063.58055446,6341587.11686658,6640019.83467331,13530211.4854528,6979439.11625686,5314992.15698239,6193454.52053697,6408310.75884942,7193966.71042847,14882406.4810048,10844636.3304852,11634114.0359557,14246049.6790122,13665430.9421721,8531389.86677213,19026698.6740495,10102454.2344027,12832397.3857145,7055382.22385986,5647148.25283158,10060936.1023908,11006734.7710144,10516017.6310864,16095836.309931,4701421.84155091,12125365.9727005,9179412.53823948,6809475.44301468,8731273.45939592,3480184.17073397,8109109.08559391,36235500.5071989,9723902.58071644,3352790.86954434,29096231.352687,13467441.5973403,25605388.0988374,5860257.48469635,4499339.76971448,4511312.92338607
MB_3675,58596842.3758175,51947096.1344667,52684317.2222348,54782506.0066004,6965123.63857024,57137193.129081,56346222.8664752,71675450.8120215,70398221.0402894,50700930.4548988,54522331.5122575,65298618.2599417,59566804.7166698,27004166.1474635,134654841.200969,58833386.376669,22483795.7445853,57130134.1142574,21886179.758579,70271889.7692762,25964924.08694,60246036.2922929,39565525.514081,55578419.9027917,54021731.8994408,37107119.7242858,53124497.0701962,47558032.8430271,44267088.915067,58627101.6088288,19187684.0855181,96614856.6802358,54095624.9553025,20521519.8450417,89310513.0700011,36801667.9121923,80267407.9935177,55593574.5992972,56420964.1661008,21586100.898475,27237149.4449378,11282717.5556109
MB_3676,355815450.478418,405663614.58801,160787578.031506,250636009.523864,311491725.038191,362104397.132571,319983226.48644,318189926.181879,351596957.821284,337235112.283058,402631942.718181,334552731.458087,300509155.207345,225934081.078301,338415684.450767,404851570.131933,412595537.130857,391056540.077854,409016106.217008,193057279.271697,266807555.604325,490007004.352456,365842646.90523,388334499.229248,386763244.260964,383514573.328284,360964823.740953,424351500.984791,494285126.36816,361531953.164685,345424253.822932,434002707.306752,392922697.73795,387114885.61154,445066033.225264,455716576.633858,336783350.337461,432284616.129003,424847668.976243,389460552.301816,300399272.95433,383327033.283997
MB_3677,51716182.1555058,22764936.0200794,26140256.7898955,21995652.8609618,24586329.7555476,38928208.8653082,26796856.0629698,46707814.9822796,21422712.5739396,9767012.25969714,28565055.8843884,61133462.8054297,11252985.1751659,17650096.6157145,5681179.27370682,30472000.5889054,8811059.49491286,14167945.5516341,12944108.0435684,10513834.276833,11051637.4102728,11797084.4882632,15160559.5157267,16115974.3095629,27360864.1818034,28372025.4637476,18406416.789742,42131350.2409542,19861613.2365655,20547448.3022003,5915789.90406712,17202341.9551692,44094271.1691564,24225325.9811168,19113411.4211055,7453728.58082753,20115806.0622468,25228545.2819677,19229297.0710403,9772446.39808763,5578206.68270137,6464959.03982222
MB_3678,4334339.10005703,6543731.83325942,12638364.1945471,15918490.4792012,13450027.6845999,10466949.7146527,6976942.66640553,183895.538627455,8733928.4202887,10315070.2072609,11590050.6454448,19403006.5658392,14074378.9542012,5890908.62206242,8395856.55514017,13957898.9072112,12095209.0638834,15616666.7153359,8133941.52677571,8619179.81568331,10579012.380352,13868851.7914225,21446504.2697612,13625597.326376,9234862.73155168,9207342.30064778,9269193.40199361,11126777.1106828,15867494.6914803,12600781.8967544,7641940.28478219,15580199.9549635,16898497.328496,13167431.938172,20251756.2265875,24592350.7325333,9486160.56858657,17237214.7776827,8852377.41609546,17953389.4337019,25211476.0397622,16953824.2676968
MB_3679,4839078.8022567,3801771.30982929,10321260.064896,10817227.7285994,14173707.1354766,42905737.3045481,4301443.20769827,4113559.88299744,16985402.4775026,3877754.83589599,4024874.84626383,3351110.21666039,10861127.8709636,3270117.3168271,9125848.94657488,5136654.5587455,5122405.79225073,5337086.43410074,3742362.52411757,4336818.86552028,8473623.30806481,4780062.9710721,13167541.5018943,4639540.18965222,4787254.77531913,4150778.88113347,4165136.36187485,5005869.46107073,5026240.59450823,5214595.26944401,3720254.62597142,13493292.7711722,4840765.22202319,9139964.75249277,5601983.65145738,6386541.44064584,4073904.11408997,4390817.42168892,6237949.59629248,6612597.25988297,4619466.44100481,9385657.000489
MB_3680,53456354.2126671,81198568.2271425,12356747.8839696,39708639.9653521,47051608.2321581,126649480.221185,77640189.1497115,29560988.5970157,115728306.207967,39562884.420256,35076006.828879,44540835.5240064,70072465.1452279,78001038.5379108,49589890.5140546,54654869.6025319,48217261.628373,89263325.2794837,62624125.445026,26898145.2396955,22761499.4354971,130267577.845042,19202407.1596838,30288276.9953616,46311295.359948,82076393.8932176,61193077.9593724,77747257.5975405,99393439.4366122,52240748.2430265,35813294.7958164,68342478.7056029,41804560.0316289,49763496.3095102,51641631.4951932,199720257.044765,56927153.0934702,83065996.1051497,34705622.958133,76327476.9720252,61083584.9567818,103313252.276604
MB_3681,33343221.0793861,42251446.3892433,4761052.48649896,18347786.2630035,21824206.1601374,68430174.0740364,43532131.9238817,11391910.8298097,60510499.5749512,15770929.1762769,15891919.7799159,19995391.2782492,30894404.381239,43303638.5235626,28407624.1668103,27649273.9937784,17386660.0397836,44981410.2774974,22512203.9624898,12877178.3180718,9439819.13491943,62112327.4790824,7278861.97629857,17175396.6453729,16484371.7688402,41357906.4479349,38531426.4436127,39442504.9465615,50073850.9321288,25494792.6575946,13591801.6340045,36097719.4099744,19401913.3690801,23954499.9115371,20382486.3150157,131615743.51193,30301319.6543042,50823733.4878867,19974586.5499757,40675994.0704964,26523197.3936164,46818729.2249455
MB_3682,7157058.40038997,6743454.61162534,3359215.47434187,6125729.25349041,4144813.0483617,9178574.36556594,2109474.93453685,8162670.94324872,8970872.97668517,3376689.57204236,4933381.77034716,7477224.51279663,7813017.47769412,8388154.47712277,8736978.04415088,5255637.95256465,4931968.12675091,6114300.07366132,5391818.01444147,6158923.5192831,10325968.6711268,5794474.48517626,6910456.45349206,14944269.6610866,4643710.57377855,8355368.71996069,6230572.37645757,636549.384937974,4786585.0415738,4612218.24875802,5185076.55565473,11006899.2444391,4269287.93451386,6944198.83843091,6568584.32650183,3469562.93858777,5919304.3829608,4780307.12544566,7650783.69865118,6106038.22389182,9253618.04402509,9995440.22882933
MB_3683,12113760.4963522,5730092.53285026,9363847.35868411,6997471.2112895,9020424.59089995,13530624.9340459,14842493.1629666,8544081.39823291,4864967.35654793,7587134.88316431,7513985.91907302,8102369.31029943,7355690.47753914,12913453.2431763,10610211.4462562,18987140.0550348,6428638.88203562,6237307.65022234,12582006.4997867,7723410.81514864,14781524.3373884,10489444.8068866,4963382.2236611,7067178.54404753,14519661.4940826,7534912.12277319,7456597.16930025,4883740.87135684,10889058.1748543,21341004.3684054,8985786.19507205,11227092.5535901,16407240.8966281,14265921.0734388,11229148.1679886,9279067.07764794,4347557.97354333,5822312.46782106,8788064.25440961,12017998.0729369,2624074.81101721,10021722.8307474
MB_3684,16360141.9231134,5907527.53136379,9421726.55325159,9082104.37756643,10543914.2483908,17629448.3882769,8311933.27765494,18423152.6353849,10876504.5044494,6599257.15884696,7606641.46907625,10247587.8092412,11089115.9621044,10816465.5661386,4992246.37761973,11403245.5686128,14214038.9852624,15106256.9660194,8999692.63207168,11331138.4375968,16745965.18143,12546670.2094956,4638059.16296871,6217903.50194374,6749475.00047274,6509064.21143681,9684328.43855802,9693646.32630436,7783537.15483989,12475434.4453758,12777384.5837106,4523095.09663398,14530165.3552935,9093209.98840433,7050207.88884566,9185029.13718043,4844084.07819055,12726191.0725486,13867191.6919093,6112739.36359946,16361956.9663148,6714469.17970608
MB_3685,80269096.4183537,21188023.0588802,53938240.9571691,43830043.9876019,36643142.8058465,45621655.6491428,63450734.2938242,108043881.398563,2181138.64324158,89571652.8921568,41677552.9123727,24421454.7823157,37345552.5063505,25936423.8498079,47693142.1854338,33410772.1319801,52038294.5913048,43068564.8047974,74797370.8709068,25728049.883126,28025315.9106622,46076364.7770021,40016503.4144632,57957497.3168607,43197793.1138417,73046027.4402282,58481282.3931854,36071874.6153637,62137264.2843279,24019763.3647475,27439469.2336611,33843724.9018825,82408162.2238492,41778203.8441655,73636866.2964408,35588819.3646809,92917458.0831128,40141029.9057672,70576106.6551135,36643505.5520119,54614392.964927,60644098.1199258
MB_3686,16109896.8563661,11823828.6462208,7557083.67041492,12869295.3804741,12629000.0422691,1444256.61093623,8597737.90369992,3423413.59694082,10234516.8837902,8555357.93822933,12543909.997747,13454080.8392277,265758.082802376,5810662.32747049,13399839.0286762,11100067.0286574,12549485.0581557,9427401.72235177,11464900.8141988,8450069.49335433,8892864.34180841,9007774.06206184,13652199.4687844,10445392.5963489,15506839.226777,8933489.47798407,10769585.8847792,6940318.84018991,8690976.30505317,9701324.85273989,2576214.25045664,12167321.2062292,9181713.94930676,9420462.79257878,3553414.19771299,10212306.050555,7279356.22023388,6055011.692539,7858682.46461327,12524613.3602264,10513063.4802326,9519320.43320169
MB_3687,15608759.8740018,7519623.15379786,13086107.9461288,15700270.0014923,13644786.7867331,12770649.1499553,12987184.3519504,20291402.9287643,24221011.6868015,5861538.92372941,22527767.1111736,14336110.8725374,6923695.20550383,19811429.7459431,9650158.73332055,18892853.5026641,14740001.7857999,13601850.3564031,15262709.903557,23095351.3677922,14664874.259711,23790242.0141726,17084858.6399776,16788987.5446495,13775976.0094793,16686085.5354263,21089616.5373344,15751373.5026727,7277939.45685543,5220355.25742342,20536609.6263555,22208755.4881511,3716740.47541003,11212978.5154685,18413984.459677,9086314.39347058,26958466.1271944,17712070.6841514,2789289.78511822,5470532.92023713,10702666.9053995,8497373.28759476
MB_3688,13868811.3327924,15215420.1742416,11948603.8947925,12506699.4593163,21427227.5511468,11816147.9374169,17779377.7147966,15739604.1863452,13713840.6154591,15765748.3969349,22323466.6911426,13088117.737092,9319032.0417679,13396065.1730783,11401815.5898241,17599533.4166098,10987493.8038213,9962921.37659027,11739024.7142535,9893084.72901749,18949037.3228944,15017705.2114765,12416398.3535039,9597856.9384617,15052809.0056226,13821760.1319983,15500915.2889318,21692505.0465663,7014646.61949711,22361546.5026233,10222256.0295788,15469473.4659419,15035919.9386515,16393740.9122835,17011841.8783361,12139597.5915991,8331285.84364357,9235052.06490874,14497556.6987829,10416669.691725,13866762.487245,11810885.5701641
MB_3689,353727.54548019,24172580.7413972,16356509.9664276,15379885.2107298,19117112.8539966,17642846.4985244,7098226.01264277,26129673.315071,17964271.045691,11428742.5378723,14040625.1278566,30117063.5559782,1605120.72019448,28723458.8579806,10645644.5763863,22841866.3927398,10734719.0753447,12697630.8989259,16186743.2032471,11993997.5326076,25548512.8917208,11434790.8517254,24462344.9143707,16113804.3266866,17640992.6807021,19686450.1198793,20641357.3757159,11406724.7942282,11541469.7370791,16219407.4592484,20775364.1037072,774283.732834464,31968911.3137841,7638785.28719731,10459688.9629851,759842.232591718,24973295.2759925,2231034.56958753,5921690.97831202,14985747.1898477,18259692.9225946,27086681.3611951
MB_3690,7451096.39779114,11414858.1960977,5996542.3738259,8178162.68896395,5039022.86613116,9730667.70878679,6661328.73993025,11502291.3023648,5539809.98364017,3139463.0493119,7319011.59259453,8755828.22620365,5232718.17164585,7720722.71072268,7591843.60716464,7034113.73895001,6304225.27338979,6680632.36385151,3243036.4226339,9234296.82617656,9448853.62057189,9374797.7851831,6862685.80052238,6147704.69405117,6235504.9467415,6664315.81841153,8353896.58433486,8169216.89805195,4496449.67074292,7170562.84766449,6347751.97928106,8613909.39130923,8499330.68467679,10005095.4254276,7145528.69670104,8415205.47971461,4511047.17823004,7912782.78984344,4643858.35228978,4244899.61311275,4514283.20845684,7086163.01243075
MB_3691,7759544.84111845,2149498.58071745,7883250.90709679,4597512.52779519,1177304.71806829,2832615.49284576,9408787.94979593,6425392.82296854,6083606.07822805,5548636.12266798,3516405.00482366,10704787.617913,7218263.94832059,7037763.10551953,4484003.35514112,8591627.71883783,8453245.24079474,8318969.53207275,8366970.76066574,7874718.2520937,3752580.77139475,10645953.6070067,6661106.08331073,4652344.09884447,8324190.88545479,5481384.37636572,5748045.83439727,3330858.29769404,2515005.82369322,6096482.6470419,4815193.14154159,7787069.64924553,8919208.79970574,6013743.63371946,7424858.08819195,6328567.82656972,4954775.64587983,1481446.40118358,116269.266731032,4504446.17163429,3725941.12692258,5529157.98892022
MB_3692,46678832.8582218,13130574.8918006,11199663.8433583,1317414.18178505,16348913.4973135,17917896.902322,24530666.6362443,21378638.0855454,10739572.5381385,30134086.3492814,17793063.0267271,7673025.50000548,20524903.2040163,34242865.8625683,18969959.2582865,31316351.8635687,6860890.13706164,4702617.44885527,16563313.672153,32012480.194125,16166763.0838959,23377880.2997415,8369173.22830189,43525269.6123597,26617212.7410321,7395595.68814334,13490615.1443899,25020262.7582868,17754405.4325607,18988733.937248,29472555.8333835,5366675.63702767,3560450.8086165,21376660.0865698,23909341.4620262,22733097.5471543,17562909.5138331,3010116.17978453,34200751.8781552,35714986.6547996,18913091.3047732,33428839.6651641
MB_3693,43057878.6640194,87844926.0104375,51095588.025274,126308394.259512,70954249.6069478,109661018.808033,59147603.5993336,42790337.4388373,62013955.615438,96871079.8611013,81086900.5203883,222434280.845685,153026677.420497,8950628.38555181,86774176.522186,137523321.653348,20672989.3478779,70065178.1298508,57010604.964138,130639521.730495,117920194.174393,115953237.816125,56264746.970171,85220868.7569345,71020932.9017271,166795253.841264,80073943.1194044,105825750.195812,66434663.7200284,185860230.391096,121778220.822153,58812206.225455,41902987.1194322,187521507.957016,66708786.1634846,63414337.2461793,86441842.0243067,188861422.597406,114301884.131903,64782471.5002277,61243959.6014539,88872194.1817674
MB_3694,2531071.78753193,5256288.07118898,6636286.00949791,8157548.06074904,4999735.14877267,5962023.47318244,3782075.96594204,4776293.87586743,5398180.48119505,7075970.56872201,5347552.41668392,5792948.68423742,5785630.72239322,5750088.58323117,6700272.45692458,4734814.97199764,4051002.48256692,6916236.52805062,6704860.07935027,7802542.5981753,7084540.90717679,8120577.66078836,5509997.07818054,6170212.69429971,4555170.79568645,5965575.17366613,5055508.98564886,4618450.97412592,7119151.14724625,5649698.04912208,3897985.9023826,5380305.11126237,5017590.72793813,6776435.43007163,3963222.08192994,4384578.6664554,10300682.6712141,5387298.27914379,7453585.05857024,3902384.29064249,5691389.75289504,6458991.94371858
MB_3695,39623932.543348,77400542.5647756,45443470.4720962,40685823.834913,48968237.1565751,91401365.8407932,68044266.9293966,34848915.813019,68217289.0781098,53386199.7704749,71547474.113758,69315611.2494361,85212376.4922127,81348910.704826,55712581.3963902,75680114.3440936,62956343.8453881,80557273.3725159,27413864.4620146,14316107.2224084,29376932.9353508,32773117.4839005,71466125.3520862,50815298.2530812,67742924.1739836,43782274.7028387,11298191.8779479,65373925.1427944,61253733.0776902,37892694.9620077,31117842.8678349,31690169.7906875,44694964.8258708,42623926.6825767,46894876.6824883,52523048.0243291,48820258.5253425,74002161.1871069,7273258.80548288,30692652.6679372,62771754.3451729,44840059.507712
MB_3696,5802662.49209398,4714308.78893723,5383344.80715933,6658770.10039226,5003625.82893756,8274717.50776239,6975744.88814493,5172388.55919626,3988431.43837667,5040470.46113288,6533676.83743354,4601289.88135642,5815433.17664308,1391360.16479823,6864604.60914373,4199045.81720911,4195072.22766991,5523465.35462184,6826378.60978568,4631193.27057509,8050640.32291066,3252736.09821527,5818067.72525913,4958773.4542201,7241241.25046555,3285840.28260409,8235989.42504728,5287914.00188253,5036613.30412296,7819108.00216621,3111471.61609324,4737113.17035026,6426492.25848535,4107360.13415111,5227363.98782638,6101912.07886707,7217266.03141175,2897670.65018862,8830677.49718391,6231607.27690042,3210816.34033376,5739185.09823338
MB_3697,12962342.9142441,28513643.1080374,15880960.9284827,14645171.9781346,12548774.7944393,17105227.9818161,17077144.1915912,35995181.6864403,31995494.1061396,11924484.6379683,17871679.8297105,21042236.2561806,13510046.4345419,22506609.3567489,6096231.4753421,12919924.9842191,20017732.6096989,9750484.32400553,6668811.9491371,21722903.2250535,22925053.3839521,23065303.4115719,12081067.8795899,23105060.6911997,29341437.9289427,29524308.867072,2182724.05122172,15962405.8695633,12257615.4064411,12152677.5759128,7847287.80475294,21723011.4887957,6894170.73413501,18278724.5851944,31609235.8229863,22007960.904365,16407895.4859228,7633497.10027101,24237704.2191884,16445690.1809833,1141643.30624224,11538057.6918414
MB_3698,6869545.4970163,5544946.37556469,7639467.56343812,11529834.0248378,23200868.8240998,6147101.99880553,20983776.8670226,31477038.7461645,28376915.3006332,4217856.17042852,8578706.0876144,5956027.18302413,10669497.2858209,16499706.7254325,48285966.4505772,11191573.2677656,11308237.9913123,7655863.81775603,12928036.1069783,15588772.1889166,13832588.9725335,6491618.1559223,4382921.83725316,9989386.70756538,3205026.78899984,6511080.75753628,10614891.7816149,23983451.8401177,5236842.08604612,13628935.7618885,16650518.304316,5780061.8069482,6360973.7031818,13807949.1961596,3534361.40313595,4648401.52776558,53960701.1654915,8384710.46750204,15117683.2252408,59934796.5252703,7780667.56640555,12105293.4645993
MB_3699,13108712.7285744,5440204.92229194,6901088.78420521,15909314.9051083,11662454.4579977,12453081.7009268,8793468.33152742,13734504.2157141,4971214.63579836,10343152.2553534,12011581.6733807,10433006.2341363,10947729.3793446,10211759.9249493,10736586.7295415,9299204.63628175,13730853.5938277,8271578.86663113,13189098.8515599,9772685.00639429,6664302.83253833,13298967.9117668,7406347.26836847,7849019.17925382,9952507.43804775,6997711.75308044,5626819.46890379,12919438.0689348,8446519.18789182,8401195.64107577,7287053.92905605,12204892.7118666,13117681.9599406,4631514.7049717,9319916.79889257,6203899.32844348,9188071.37061351,7526600.15900528,8086482.04442781,8183317.4752122,12925244.8993985,12134103.161865
MB_3700,5791246.67948765,6922006.16963927,6837420.34285205,17391182.6774037,11645374.4842535,19129996.4700066,10184523.9625207,10088967.5894868,9803643.50578581,8491159.12823951,8979490.12750917,7698525.49795223,10885404.9093182,10105618.605075,12895152.157804,3969054.73698728,6278714.03556608,8880292.16974426,10120853.3592501,13807673.4713855,433449.583720621,15978404.685151,12622626.8859823,6291146.40123104,12589475.7269374,8716783.69475073,15798930.4069805,18341965.3862302,11615682.0327073,18222754.3236374,8692212.54618586,6143315.88330785,15296785.9990222,8328130.31961505,17798997.5929852,9768646.89451918,10598716.7824428,17697152.5975237,10937649.4901193,10347573.5012701,10582565.4274152,4191810.44784261
MB_3701,4758810.76935187,4603082.99792462,4560734.33719764,5801049.15836504,7112251.87369712,4854453.39225899,4424659.09613044,4581169.24237762,2903739.50023661,5129316.78236897,6247667.51028151,5466749.93183833,5216419.05848765,4606863.84009147,3771167.01708931,2626464.77554063,6322443.5342059,4743061.24103082,2454940.00758388,7661496.22501556,4609354.08599525,6526287.95956339,5000433.27273804,4946780.49224621,7289446.71794397,5572952.69818109,5918561.97115002,6938000.64256755,5466064.81197476,5830828.78804127,4104522.69720894,2779858.63007567,6183925.34786104,5688087.72993496,5002889.54103666,7040093.9601509,6775215.4570355,4597734.1423338,5598018.91615799,4267271.36715677,4909355.13949083,4144763.53066074
MB_3702,9777947.20788686,17432692.060847,26633948.6934859,19122136.935596,28335814.596465,10017447.3968011,9831932.63096072,16199321.3712511,1792937.87043778,34605941.830955,5935023.67535527,434560.440489143,33803934.521392,11283454.1585714,8811295.66204875,15313954.3235279,18629434.286151,30577718.6494419,15619888.5173645,13435948.1081532,31627090.1096332,27595807.562423,31454081.7505351,35465758.5461642,27077244.2473351,32082330.5107804,11116944.4751533,8798089.79351512,33634888.2965334,24985085.1490456,15976578.4724257,20603583.515633,42952079.1541732,12894756.6571379,25331245.7348081,18615999.183186,29990588.6442442,19183435.6371064,21059903.6426368,35717350.2940264,18493656.8447981,15880619.6068508
MB_3703,8570954.54818592,4257745.60381831,3600144.73658148,4869576.14202344,5875051.6827027,7153181.14186196,5720668.24566214,6572280.56605589,3834761.70673663,8762362.66336478,6654871.33865085,7709199.05850734,6225978.09838453,6493637.12116943,6016928.50819662,7373179.81700365,5152469.30821998,3142884.65711587,8251972.27301741,6022319.41848478,5256389.13363356,5197599.82992376,6089794.83153691,5712859.12625568,7175060.81591781,10087199.511396,5487652.45949472,4309110.32939504,5876359.28196776,7308659.61698585,5994253.90484523,8865963.14504441,6492428.05948888,3560007.03790052,7900937.7590098,7011989.78067918,6049872.92928505,3480787.93128804,6357042.13906887,4929939.1911581,5751895.04863929,7666320.30022651
MB_3704,6556074.09567229,7280805.97652769,7570587.82214033,6986502.28137049,5305457.63904786,7692771.41374275,2302666.10573365,9880053.75961263,7600566.373453,8533628.32820429,4426494.93979535,10663695.5109466,10945129.6295777,7665554.62536983,10027938.2580472,9538844.35914592,6230737.62568506,2368308.88925965,7080828.29780028,5937538.69264458,3812451.51861947,7399572.42891479,1705397.31256364,5963588.34569318,7997507.98826609,6969616.15200301,5586610.05705016,3416931.32526493,8600669.9404217,8187821.80527159,3800138.4837401,4824011.14108599,5350509.90781828,2851465.28882857,6812375.45328711,5737223.16419717,1649400.51707162,1359330.76807754,11678382.3529045,9143777.59277625,5767739.34109212,9149534.94373075
MB_3705,10679910.7206326,3783446.00096306,10986732.8130798,9799938.96014645,9342592.43007071,9208343.72232678,11584379.9117853,12280987.7743038,2164544.55854488,10131799.3426575,7870193.60620082,15364442.282857,15317102.8716426,6648894.30523584,7890634.15740033,14892477.5569823,11405985.4320016,17502239.2750348,10059938.4165954,6881687.60263154,7337707.03485533,12626375.1733311,12503135.4124604,9169106.93862847,5933568.80309942,14609529.1350735,12026626.6059999,11446208.1462674,4866175.83165663,902390.41142492,5492310.78081924,12712851.6386342,12612321.5299602,6051781.60457621,1151081.64618867,3072956.51946221,12940690.684747,13034584.2805549,9919422.60772827,6962674.08645379,7578384.43503663,11042546.0222378
MB_3706,42618522.729306,76413737.784032,26740346.861718,40670208.998487,49893126.5948512,43408721.5449227,44915245.1709449,58741378.838797,104211224.789938,69811094.3732658,96862841.2217806,127437408.174454,85686099.8067653,31572123.3580402,94142318.2151921,89275227.6767494,67942568.3687484,163796661.351321,118782016.207243,43601132.8171263,47926354.4600155,71816810.079817,128738860.668359,122858155.04126,240036625.298348,211410760.010703,98335595.6296535,238615012.163328,272753333.165745,336258110.856109,177258676.010974,41793309.695383,115967802.409973,174902090.180728,247121867.139185,911358074.325805,85323305.9009185,100542146.851472,142553869.200936,219977401.779973,25559616.5550523,141912140.287033
MB_3707,6778719.07257002,5322071.76008391,6946829.05325969,2929722.49886252,3153471.13969205,3774384.65784205,6093044.08492068,8179151.29714823,9308624.68481901,6048060.29014944,5773856.75222666,8648569.58371426,7444567.69731093,5440784.77130795,3872667.84769908,12202124.1621258,4310348.25378154,9378849.25956662,6378320.3085385,3082141.1393854,6839608.391072,6063814.60969585,11641889.5417872,5074631.01282926,1442631.87194999,8251628.20250977,7394808.19075655,6395311.48855121,4866024.89841563,5432429.22810759,10349451.4160928,2020403.82644075,8988651.1360467,6214697.08640475,6093800.19375347,4582735.54074707,6514119.6728419,8713633.07854285,8899331.49636905,2874631.52626278,10275319.9129289,9404048.6439411
MB_3708,33358355.746568,15212514.3276579,23092153.9458351,22821835.2883913,22502723.7193887,35144857.7605518,36481041.5743398,29110358.4725303,24333552.4712891,15803617.5309541,27619214.3456681,17445676.17265,18160580.903261,15325247.5400922,25940817.1458368,19690914.068266,35865767.2437947,18635277.4539375,25632846.5172406,10359399.952035,18385872.8207484,23621510.2057949,22454492.0532773,26185974.8286652,33566419.2894833,16851152.47233,23846824.5070709,16526358.365431,28807439.9020013,23100133.6093393,22582367.0619954,30611286.7911157,21096948.3003972,23021723.4140314,22434554.5009747,36467881.0762746,11104439.3375689,33681747.6449142,35690783.2063036,20309692.4995298,38067141.4144408,21909805.0171388
MB_3709,246298987.584056,202152214.255793,67332478.7224904,114057567.189119,187837322.871007,32204484.5638549,152252519.027991,96371379.1563832,169936974.064725,200364401.163394,184554914.054254,155326925.713867,112948189.994139,122652491.397501,168327734.712606,161669257.022239,160216983.530211,174505344.385726,347986400.219314,81244633.1664341,111617438.672655,235221998.103538,203934748.811239,600824371.516358,280322608.489646,264430874.128682,194201294.409733,307025222.069783,272454058.35926,253108888.160285,200878912.277112,283684253.441178,263899800.635327,279487989.206865,298662141.078901,285642324.441622,272645727.935896,264232464.020449,277773049.572403,273500752.250853,156974925.283913,157221972.959539
MB_3710,2560625.78572662,5959464.43454074,4294620.86765682,6435971.22795198,8026109.11109743,3707609.67666423,5402485.64394425,3782029.07888505,6895407.82585263,5151787.75054009,5066152.7032838,3411826.24302897,4857905.46473852,5855408.19300588,29779942.5184215,4455825.55307619,7088035.80818245,4154238.43449088,4700823.17160968,2696499.96514615,6161079.4577036,5671644.38251718,5289964.42636266,5070243.9350976,6765985.87929441,9011349.02051851,7360805.60138282,3233879.82941052,4088609.09256398,5530411.05391299,4791583.80378118,7436688.69536561,3580235.62782106,4883047.45362413,5020354.28242094,5459324.28868085,7393106.99524334,5941393.09018948,5553610.18889387,7399549.67528821,4881960.08589652,6393093.83669243
MB_3711,9696780.3376936,9117541.20821776,4782307.91960426,15133595.6374408,13493538.4100181,9878856.34541775,6686793.33995903,5616875.5727937,8718093.59592265,5143419.9026134,9001511.76365649,12558913.178658,7362384.73675917,9877872.89647746,11328998.8453043,10354883.8253658,13286434.3140277,9142242.11297395,10379177.5145598,9348446.65842302,10847672.7285739,12501507.3658044,12365171.4456028,9993945.02050231,9008763.15510328,9861133.64683404,8642803.47397891,10257994.7558859,11836949.1253105,4122072.36307453,7017346.88308999,15648843.5833926,6972275.25726517,10662220.6498101,9415759.16293278,7941364.10123104,8370158.61077866,9749742.31029923,5330612.30737004,5287021.92126393,11886516.2579612,6840693.14088815
MB_3712,4807673.15932805,3604026.59499285,5939021.19330752,4317278.21682142,1650480.54901954,5977736.47611385,1909406.08849966,5250526.18346992,3325885.43843,4539863.6807019,2702608.40630831,4315659.81722428,8415236.14953505,2247109.13891222,3368953.56111228,1328484.32324759,2877549.13431341,2322911.31216697,3498224.1052724,4255834.12194507,4831947.16753834,2590353.1907214,4716524.80293693,5380643.07505556,3332194.0944063,5008465.5967095,5002580.49554098,2931609.47272698,3243289.31009259,5759473.79508159,5486875.95038629,6113128.82955711,2783636.14472809,5165185.90626514,7245368.0523563,4418493.78549951,3864277.9912786,6855680.52504766,4176268.51673925,3582073.31078851,4142926.67123991,4720492.26090639
MB_3713,6494327.51188816,6926619.64066864,3552423.94166288,6752118.38498497,6256606.65657922,6140179.44431361,5109708.18738778,7391812.26880276,5719468.19323694,3896673.05160768,5935910.00612103,5711605.41543775,6008479.04430251,3803630.75302294,4514261.77897194,8047255.94545196,3949423.53805389,5917439.13708024,4424540.90588823,8591414.67403059,4353254.36802156,5250252.95340074,5901051.8817028,5425671.85942656,3103157.55024885,4572338.23828363,5972119.1500834,6711618.25426986,5437617.789122,8156084.2382823,4956668.62358451,4443377.70914164,5218144.81027849,6325832.44897966,3912983.51160166,4672223.75432653,6795313.78432795,5900201.92233362,7555259.88118291,8125291.03832047,5970627.94312327,6030091.76293411
MB_3714,5571040.42895465,7037654.8595766,5197448.59517168,7104658.93006126,6746026.89055155,6218357.12758531,4517127.5602398,7540523.90975504,5904976.33001234,8375878.75813274,5537082.73195279,6421672.04978324,7354787.78617169,5730602.96410079,5066644.44866028,1650209.02234567,4829219.85628684,12153848.6618845,6215926.64497734,7803986.60994363,5468669.22291931,8069279.24319704,2694289.75351446,6434331.1086503,5752481.8253382,5796969.59343678,8171837.77168011,4955967.16573059,9209948.93949296,3734262.36635492,9617305.38930986,7308332.88456038,6227873.22979792,4870189.56382603,8849284.60482999,4273944.69659532,6420390.62546151,6769742.50225792,10874506.5552649,5425818.63930085,4322045.86365128,7304907.36352787
