Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_551,6420486.39028759,3699911.2738733,4882816.79445197,5823096.49882607,3381099.8666811,7812476.22623184,3914082.73181524,3304851.94971463,6223286.62608202,4217637.59242085,6778600.42774636,7120583.84270425,4369210.72645175,2452363.9356473,4276395.00674423,5889858.20803586,7099678.26570149,6576971.16293093,4584656.27919861,5292302.6243922,5604363.06058211,5679649.38477275,6946529.58471984,4538845.44457273,5663335.55870108,4169723.59767181,5253281.39334387,2505461.56530369,5572302.15565969,5394455.8842896,7025731.26175188
MB_552,109306819.658563,105761092.198573,38173764.6566912,91986869.2264684,29834987.3332642,7509300.00831042,29379439.3929435,99523110.2570515,37153397.5384099,50809994.1470107,8993665.15158085,32990935.4145298,55959221.5229092,17507158.6294051,63022713.6414634,75767025.362621,36715870.0253332,58019600.9926392,31788425.2149193,57779932.8769766,57793819.1801635,10628069.3081666,11932530.5624266,39048389.8895163,39852779.2769467,18279592.3585404,45500315.5276899,60850657.5682101,71590993.363829,81133312.4206756,83805180.5359419
MB_553,731226660.161418,611634011.953398,987098863.78098,1565662759.43894,1422638480.0358,1087424165.46858,1334097486.02865,795195147.64272,1779797359.17134,1485520361.11337,657134831.176621,1286995185.86485,1085715605.61146,1079146130.11925,414503362.20242,486202736.092412,517924523.400878,352348243.119156,1033505122.41947,1416293904.30025,1319951700.49062,1726638423.14807,887078739.690234,283464114.394911,1229305842.58275,467840319.882579,114198442.16763,1081442824.66783,778260141.107614,567335859.271803,16556615.3492536
MB_554,17155055.0384307,33807442.6922717,23065762.0336468,31531138.0252894,36378249.3490441,7484505.94075471,18472994.6407226,26914373.6642727,15933859.0552394,5495844.57041189,6839218.3643499,6640814.26375373,5498368.59258779,33443558.196647,18354906.8813801,3758125.98053353,16113822.7519667,3288245.02270255,24167199.8089956,22930473.3002047,17829533.6395022,16859264.7634436,37864774.0971872,36593022.136225,30780630.3008083,14829528.501883,16632809.4097194,28735878.2884987,3605533.10757621,29351514.8576128,7163295.38822986
MB_555,9712825.19859585,13233836.3860676,12521417.8510066,7514636.22333258,13514160.1307034,18052557.2576106,10219254.4419675,20161236.3690674,24974880.543056,19342325.5406128,10931221.5751276,13154198.4588406,18638658.3387972,22227160.2693668,19766072.2370188,31264066.2891748,23167200.8494205,8182054.90948207,23551422.8311772,23110507.0408912,10207140.5560316,11489338.1437496,11135991.4041842,7047649.83425471,32727707.0781513,17780966.093969,13103809.1923924,19482582.166231,18835756.6709321,17758215.938081,23591715.6252345
MB_556,42878256.0555316,2465949.38000263,26067273.1602893,19587462.4237871,5413892.33087964,27996522.2985721,43351233.1966168,66402406.9349157,56013600.7414656,1979586.97547951,13471385.6667351,13608046.026364,27356623.4447356,44851706.2068171,18678935.4850865,14497871.3013926,45583195.856627,14411119.3245397,57969524.4151404,61962373.4265162,34018495.3002103,36180468.4364771,47541398.5543578,32176003.9053312,45352705.7957473,25980255.2442408,42984332.4963633,47359562.889554,43153507.4330299,43193053.184408,24417801.2014752
MB_557,7253161.08530112,7047521.41404078,7487749.28467296,10658112.6256562,5941935.42776782,7583105.2691685,6582370.62168918,7752114.18916997,6849906.01704522,7185966.27335191,8994632.76856503,6141880.80444057,6345345.56400356,6685665.6291735,5943716.95317322,6334996.65715622,7085243.41600117,8847538.27897335,2646085.40432275,7479666.35465973,6109611.90813185,5460809.77960983,9163876.60578502,6499058.36991209,6931568.90427362,9884385.0489435,6399649.53818189,7192797.97038985,9638774.92075428,7129862.03925736,6967155.31198414
MB_558,8588377.07556499,7387718.38532319,8627040.80567745,4841704.28693752,7223865.16931866,8528143.83542045,7443101.38885853,5174746.44352913,4252490.42838266,9421129.95015895,8369674.0337198,7311314.45874547,5272587.86742953,6048479.92229177,5902627.7423304,7096992.90676888,5098262.56227078,5324360.57742559,10390663.8074194,7162688.6348602,3829879.74484046,6473816.55410108,6724184.22275809,6873767.01257024,7449451.01607296,6549280.0172147,7057814.85448908,6844782.15147067,8343521.10563579,7045741.98408915,6847666.52081783
MB_559,1110768.03544916,1352098.70835216,901270.025628548,1294501.14282197,545905.341279294,876757.244569122,1170345.26992057,884087.645549386,1562189.81631962,1291128.21585244,1180988.11849318,743934.896244215,1685640.49016566,1785852.5762777,1437504.0366935,1642115.71134015,1582312.67987226,1061407.05583735,1026514.95577127,1205685.94543943,888714.759172212,1376876.61513757,925810.523124772,907812.178591327,1301541.58360241,1060894.83214313,1776754.92884523,665646.178576227,1321577.63722323,209682.009287142,1661344.51891488
MB_560,6561897.65451658,9367159.61623599,4523447.97995594,11579109.971706,5863016.78076162,8503497.78590315,7923135.24790935,8363998.09066091,8170167.86259619,5645799.52192802,8491859.9218924,3716898.2701951,9034351.58108924,7662410.9112646,9722185.45638441,4590938.6251077,6482027.545084,7926888.94294384,7270181.64620653,8298154.17605485,4780270.41976294,7674151.61450046,5250451.90948863,4763981.92855805,11061710.4049734,4991413.55630772,6017875.69574694,8458391.5103815,5842585.16879719,8253727.7629259,7053131.92120731
MB_561,2867224.03814876,3000463.05661422,1332796.50671138,2473303.78361523,2735261.24928084,3330453.35638837,3429958.3451394,3911976.18789407,2008606.27920623,2876231.35408275,3010482.90833781,3349057.20382551,2745682.5750006,3433465.70379433,2042631.29561254,1677659.68454236,3125435.40156847,4420651.72636302,2745241.5053901,1927767.24110124,3095443.96958219,3332992.60261783,2422286.89268401,1310968.71245944,1611894.86268833,1515465.43255135,2577916.54107886,2588995.34397011,3000122.27203468,2666388.76882846,2960904.9377733
MB_562,76075751.9399409,54776945.9526312,31634513.1027262,53514879.8315696,86445099.1241272,42436950.5786545,100196278.840447,51170002.4906771,16679862.3268475,48356726.7225418,42830977.1047004,1420993.67814271,16622471.3209334,125528704.367566,2918197.50244273,50490844.9728529,91970483.3957209,25069250.397366,35284064.2381763,103713249.532978,55941441.3450492,5084859.21511725,2653576.11119884,59046965.8028746,71296014.7781889,9309587.71856906,3869362.82227758,72507366.2115553,43845805.8860715,28720546.9470384,68742580.9620796
MB_563,5508304.81008228,12910722.1817027,19006153.7524217,23179081.7330964,17776000.110506,15687774.7268737,9119922.30158563,6582327.60807124,7614844.05031003,9962564.81977564,28617212.9480172,10652777.1751908,9016632.35470328,1132363.68259939,20548759.5761253,14206075.9711122,7813332.56849045,3517455.1588696,3924228.33960173,22276652.4378719,4087706.34854196,6141631.55717913,8032327.63061929,10653597.7449021,831278.832850739,23725193.1427712,396595.602255175,19187835.9052892,17066325.4037902,7916816.16969705,20164142.0384117
MB_564,12449410.8288027,11494045.7473053,19912014.3178414,14681589.0019875,14168922.3791303,9668074.4772831,12214074.5474703,10831570.1713621,10668015.4789137,13533561.5770965,9430430.117059,3253743.81730715,20521291.0900204,1629782.36546106,37622294.5453445,8729598.60152487,5131092.91997954,13244491.9684287,5990959.15350536,10555665.3314411,11130196.919646,17963726.3209467,14469357.4019934,9311405.9300522,10630035.7239162,10713484.7576176,11723660.5465036,7761418.49530468,13061519.3487958,10609641.2352478,9901859.53306578
MB_565,19196666.1521769,21116723.8534384,19998292.4946083,23249413.7549876,23072758.4979228,7661623.95875146,32523669.0432581,14786065.1694954,17562944.8275614,44257623.0144992,18562007.1119414,21200541.4390313,14040066.3698438,6882224.59281157,22934414.9704636,18788080.3446134,24609679.4909819,21229850.5883916,20010173.3689002,9090062.9084806,10672623.7904205,22984282.7007687,32726163.99988,9132687.86670252,21134802.6662541,33121213.5363183,16560807.9416508,36671259.5036157,24732396.6931405,22409932.6983736,16654686.3649153
MB_566,16317944.8865347,7133439.39753594,20469487.3632859,22018033.0290024,36587129.7520431,21434297.7805403,2700877.45352206,31058056.7566655,23555905.7803844,30904294.877838,18233318.1030336,56152890.1947207,18846029.1170538,20204857.8384307,7729847.07654954,40733155.1186013,43868017.7676532,25869940.8684507,13395971.9906554,32542779.0702914,15349713.1737951,24865791.8044512,16720754.335677,67596195.2141926,50567563.4716005,41602033.6244884,78944168.745739,35109838.6825197,49870596.2622505,74304103.2216749,48200323.3230893
MB_567,7403463.13265654,35900710.4740317,32411618.0248722,75388859.979667,9663276.1937708,17246576.6837258,16831359.7153311,70903182.527433,80941242.8406651,32059587.0796711,99267362.5632707,22757037.9802533,11857102.1036459,51289752.2765719,26560788.5850256,31688145.3256191,47307814.7836828,42826397.7731479,20295800.1437942,99421493.6823831,43752090.5696047,60128572.6782524,29068567.3677381,78784186.5038247,46291627.3948981,5398966.9340209,48577270.0216035,61440705.9069182,60130629.1231551,283464.745389059,32558128.1168243
MB_568,30951783.52217,11484794.5491933,21207423.9199765,25783322.8455265,20483247.2781383,11780919.683428,31496543.5673579,36544709.277084,15427289.6698118,39315151.6312207,21768702.5361642,19735405.9502688,13367950.9944314,4360746.56913487,36472131.6473907,7064498.18907658,2068363.22630464,6500972.15913576,2993728.37304172,25020005.6022062,36621524.7575104,28724858.5475113,6941631.84920177,29184287.2257902,15254174.9666209,33175633.7688181,16120625.3975215,19027376.5987387,18693575.927264,52274627.8463921,31952708.4269493
MB_569,16132423.0374766,30105334.2315647,16364536.0852314,5528335.6030183,44569784.1318811,17507646.8959955,12385468.0788063,10058909.0234595,26192259.0813648,28055206.3773307,8931043.13402425,4875268.14495953,27073015.303128,46365589.155192,28449705.2218227,35201548.9143741,15233340.9767067,16677270.3429865,32778821.4771523,26572407.3107598,10628044.3137404,36958012.2992299,18867120.5689103,11041940.633721,6351925.74892141,16550756.2999799,32727014.8519989,31119846.900335,17531196.8143555,28670902.048343,36757441.1552981
MB_570,4116378.40817758,6872170.34773691,10095907.2359778,7585129.3671416,6433865.94907128,8660226.550402,6934344.74770398,6015675.8160167,4918975.24068326,9483698.66367001,3566126.26597746,6050294.98307472,3471217.12528894,6240546.53120206,6377507.82300646,9403684.10836174,3601115.90382817,4982209.68009273,3652376.06615075,6007325.46254221,3324265.03036133,12636859.7709454,2574510.70029555,5718892.70347903,5339670.20631737,6196076.44095126,9500367.82301776,6283609.22304012,5740308.49284811,3442849.22446719,7030557.68776045
MB_571,4582436.69032798,1667559.88029737,4191074.97205046,4936897.34171596,6502211.21805697,6338009.29287773,7196101.87499487,8495162.13453708,6194624.90960422,3377685.50607339,7014940.34270545,8451076.69236695,4650573.4939617,4422804.78321187,8774600.68982124,3623345.47570604,4838881.33591254,1822172.27631011,4214342.17749095,3263680.06175708,7444028.85570463,4551401.20571319,8016053.83140573,5001109.15262918,5432399.67893216,5405815.21450994,7619302.7781879,9797130.12321162,6307581.92279383,6170923.42111439,3185783.06157801
MB_572,22141991.0817164,13401628.0367242,18256751.1434434,29929485.671197,25686428.8579915,6788836.58110203,10549921.6230693,14177673.7132759,22625306.859776,14779621.7411058,7531580.45995097,21575435.838681,24964794.4716428,31659903.4357476,20586498.2097042,24018928.8382274,41536782.2110924,36197263.9908763,13441707.373949,11418387.9807254,30146438.7670803,33063725.4718882,40515367.0665581,17335061.8219603,20531298.1935219,52116987.8175802,38382777.3293735,22214006.5796969,36039842.811006,41658239.6626497,40354057.256367
MB_573,5447826.24863284,4470341.9703851,4420865.09369353,3814033.52827557,7445431.30808708,6366810.66984037,6608915.9062256,4614369.44978942,7493975.91977667,2895605.53407771,8812136.11296443,3738106.28129482,5028588.42340665,4127380.74751057,5992321.84468206,6360252.74007887,3535489.33740314,5437243.83942605,6054241.15933731,4886674.81286302,6740371.60989172,4555502.06144583,3966233.87966459,5719349.94275924,5968021.56239332,5041911.89878372,6047166.08251059,5495251.23928429,5461295.26257774,5394411.87444491,4213862.59835928
MB_574,18888059.6004495,5890393.74262931,18427920.3724244,24233508.6138121,34346387.9159404,27964831.1487815,11394925.0858854,18416315.0259527,14058392.6644008,16004841.7098121,20005734.8499969,18168937.1984866,16962012.5266253,19436862.403932,84221925.4774394,12003239.9934532,90579321.8275736,110876446.271207,77436082.4213023,82366998.1836035,93654492.8507,126874540.454198,124781428.840253,72343172.6555286,95761143.8256536,85935201.2109563,126994290.876779,75430171.8322016,96647216.9188521,87280114.8496211,12961698.6890698
MB_575,33406922.9880755,45977764.766344,47197334.7339441,26002038.1815238,17805938.2980121,8382253.08303268,42290969.8873527,49366314.1557543,35630505.6982632,21510475.0352154,21826829.8887897,47165217.5079963,33515974.021335,41823313.9778952,18443835.5920335,21031128.0393389,12575276.3896542,36220343.8843588,36221546.0414828,23871311.9484748,33498068.2084715,38515173.5727714,43864052.6659453,20255248.3716172,52932419.2825705,27172945.8609335,30741056.0289327,46115360.761428,35683211.6597041,37448700.4921817,30540224.2278939
MB_576,28734812.8891986,43767361.5543436,51935856.1512547,31448038.2948536,16111404.5211318,40633862.7416795,30940813.7225084,17920356.0094518,11887041.3317081,29912227.1140262,35541165.823759,23743652.0058053,35956301.4371163,2986371.68037931,17614373.567304,25964426.3998022,3533220.38736853,45357829.2991162,40214274.103052,24334091.2128246,33696012.784444,36269503.6788144,26335529.5248852,1027536.60614122,18214980.5845151,12472712.2340888,32298865.3937626,36702425.0233457,27444676.4360192,12659325.93859,20849922.4430959
MB_577,4948806.06845312,5059018.63997881,7083824.37127976,5879794.73792692,7950020.46927196,4946149.39488021,4627600.88257008,6146905.0175547,5218628.12729464,5185623.3839414,5421157.37020464,5577318.85078949,5243976.56146846,5652904.33789414,4774329.08217569,6962918.82078759,5087109.84757087,5081038.56887307,4441797.85434777,1896906.83928082,6391372.63152482,5979437.35027856,5385918.82853456,5432892.53032741,4038448.20113402,6033060.18170618,4266893.58868929,5324858.99728075,4973987.49880883,7120913.64500811,6188467.76811042
MB_578,17118418.6699983,2261008.28502419,7641971.15944322,8912069.61372558,14728618.6321072,11133319.9384176,8910725.75983517,5486363.17734712,8637634.97421842,3802478.95302326,7092148.30487192,7522591.01180618,7133858.77087533,7142743.79741975,9567275.16090667,7683168.35188762,13146723.6281085,8481732.82688997,6272272.90634578,10321197.9468807,3062843.80496851,7297571.12826124,9503058.17039314,12413671.1211062,5254222.25811291,5479305.22633717,9316008.2025375,14650646.5306203,9350800.03015807,10976194.4527025,6741013.78933602
MB_579,6711967.68238084,2918073.98679001,5735609.20864658,6164836.43775261,4780222.64728516,3289240.30071878,4375352.70138718,6713652.86175255,6643388.88790269,5109664.37921479,4188194.33419401,8746775.53769345,10039116.8033622,3458306.23909404,5612401.36032582,6666185.90167306,2375461.82752661,4083958.530102,3247024.13912426,8572398.09790935,4567313.02461426,8646737.37527867,4644405.50090976,3092871.3242384,7098921.83078263,7846637.00107733,4822275.96855756,7114663.97854805,4761554.05369141,9983058.022814,5274314.98277574
MB_580,3687752.17332342,7047648.01518738,7864322.14021015,10024909.0276306,7170906.63657864,4943161.20020072,12572226.9088722,10768122.6374426,8863172.59408704,4537140.68563772,9726328.26253949,9940336.30189966,11059435.4270194,7422099.8589048,10498631.6757837,2704622.02765646,7945196.73942261,6743760.12537112,709357.349241627,4998541.74663001,13761247.0473885,6490314.73128874,5638464.70379714,5511570.59887479,392616.422224916,3742059.51568846,5669136.22348399,5162975.87225142,10177558.3020396,7270693.354499,15139323.1040311
MB_581,4325593.99171825,3752693.49822403,2708071.95430551,4485760.62907339,4232836.74128112,5628554.28430147,4351617.78416099,2704131.69849211,4172852.36612028,3852182.70093848,4349823.18156888,7163896.66269918,3741771.68571691,3893664.62773113,5735514.80573839,4939095.50592387,5538959.35594067,3810774.74906532,2679306.93948859,4974153.69176861,3984144.00389567,5579720.24344742,3420266.6516586,4977374.38997598,4019839.49675065,5193751.7375055,1856673.48128994,3430766.42435097,6202269.14427959,2408792.38565596,6609087.47044874
MB_582,5008344.58548809,5207774.4042074,5747891.17008812,9904163.07300936,10137813.7342217,7805255.7838865,9771778.97222081,9736037.15287021,9381998.74749554,7368760.2558548,9194472.56617772,7676146.90457994,9898635.10946117,7051993.21779644,6060571.74915418,5652201.58149395,8603287.86745051,9736686.07359533,8803279.74739344,7950758.56781642,8713906.44095796,6633473.24562136,7147792.98634306,3890337.89237016,8368557.32390623,7568331.81265374,6976629.31212644,8128101.41003487,7382446.18689831,5237692.89566237,6501174.45214947
MB_583,26863379.2521439,33595736.7279595,16578620.4691574,15255997.546002,7340049.8491898,15460415.3545359,15365331.9627203,20918734.9392929,15561947.5155293,33810695.1924273,12937646.2872771,25855032.6045805,3274797.33125063,26308919.8187706,7735362.41260219,11860937.1164883,1531818.89869205,221196.032129513,18728356.1958636,32758167.3930099,6817257.1695265,28462820.1952614,13744537.081033,16253315.036007,8250948.16610356,8874183.0481748,38656933.8228082,18974896.151557,11332607.9006202,6720784.32776178,12504111.5236389
MB_584,7930459.74983327,13037542.3654488,15787150.6810258,12448776.0268372,12274407.7042637,17479348.8096011,11480166.251338,29461597.7480626,17224343.0636224,24737642.1433095,23904601.0864746,26544579.2359862,31880992.7921929,32094584.882883,20097685.1127302,14983068.7040515,23533803.4041063,392858.314533103,9785470.27573399,5565143.54755461,18101219.7076027,26144387.2930787,13440608.1317913,15538027.5362832,43557873.0021049,35008152.3910646,1665722.73275369,18812171.5023492,17870007.2441279,25703952.2193801,3607011.11694795
MB_585,2125848.32405098,3654404.32618782,4052802.41414508,4407790.88389171,4092250.73638543,3678244.17806278,5120536.3798936,4293640.9410137,4258374.27704068,2090126.03143191,3946011.8016352,4448467.81700758,2535598.80391847,1774507.37729141,4981330.99906548,3042554.24088045,2550806.48027153,3785220.87350978,4593134.95238682,2720648.5523184,2978471.28122556,4994987.39102359,3310783.97610132,3972684.64569762,3094949.31167052,3928613.39522509,2707225.68696285,3619149.36224005,4693210.10269996,5737167.54160937,4993283.60843304
MB_586,96443996.9037163,49386026.2458486,2280330.0218481,17877800.7666483,59536996.6629309,30018966.5819825,32403368.0491945,52370590.6309632,60375721.8295749,99031648.6604401,47289960.663389,115118943.25197,31986777.5971193,45248981.9386505,27781953.682982,68999638.4252196,55067474.4586118,93342227.6176956,21537498.6691661,78587147.6725942,68051491.7392593,21138299.1940766,35316100.472629,59375012.1629345,94826717.6097795,75260745.1550814,78525907.600666,6665256.3612514,64734128.6697403,19016432.7308979,24483643.0638374
MB_587,142339018.111687,72086418.0543387,89313628.9752685,59837507.6268704,4929742.15338382,97261093.1736575,58946924.7708253,32473269.4762795,170052075.519646,40795663.5883209,58555196.2287971,55563148.3834136,52122556.9088055,17764646.0372122,12093294.4068936,68464875.4766406,93053873.8411145,73959023.0096387,81709136.9510635,85727998.004729,35373551.7001169,110082253.968515,109113569.365925,59932308.0840635,108490692.685569,82987037.7048585,67596053.2978672,42500504.8025678,90926553.4439262,130934442.939266,21831817.4737975
MB_588,173295636.305591,17106263.7825087,100715862.152659,46567519.9986354,58299292.7047276,16602241.0082224,42839245.7999157,91215827.8977694,56909716.7927078,64384773.1188786,40005289.4952902,91243464.1557098,31199380.4504237,65250362.3625637,22771894.32074,64794971.3900296,45224852.0465502,138348972.802992,50675053.1652837,27520482.8222404,38735595.2640854,31695413.9951007,35954094.3575832,10550775.746178,45556962.5970145,20019755.585754,20930139.2063328,58410590.1274538,14110438.1045048,29799757.342046,33575875.7955516
MB_589,54091277.6084259,32891876.7820076,10253894.378832,34295204.6657744,7086914.13508612,6478141.75277694,20839138.1310381,27471492.9316525,29936872.3214283,22253989.2778308,8277792.79403258,21317207.1090847,54797079.0904511,3803618.04359739,8237201.28170662,20774074.4840212,11612461.3550335,187469584.016102,1788285.03832587,42594404.9769866,20486735.360291,36870389.8830987,3807474.80602751,32914364.2516839,14441339.691759,5872585.16381154,19911875.2482161,42610668.1813891,20976786.9879609,13243963.3514144,49816972.4325717
MB_590,30530053.9053743,23108586.6516139,11358664.4067473,6436798.13327217,38887231.7301772,27712573.410675,7167844.92517111,8559282.22995877,15261621.2190792,16192782.2664603,16229539.156403,8786100.27510154,18196584.0116882,27436251.3899027,6742759.59931371,19071989.0820927,4318304.32558522,21621984.2399731,16743270.0983552,37576272.624473,16947812.8201293,3605683.5102715,32674122.2509747,17652241.5033655,25842318.1381774,8559402.71179263,7611185.71662983,15469098.7917214,31899369.9372059,23836633.0757256,14566861.0467107
MB_591,51543458.1947517,74119024.730973,34651001.1148797,92579535.2166995,36771372.5329378,33874169.1924405,62705529.7994946,55799514.67391,16237763.8621996,116867989.548761,21886411.966018,39199811.0502245,98866402.9791755,54848811.3158998,8825180.71676686,50247123.7799392,16875531.9893516,44145821.3524088,56179151.7551085,37764263.3506549,91935002.7933612,73897801.2614139,58226013.2288024,65088794.2075149,50465744.4952117,78539291.2029045,63242546.5741198,78052199.8890148,53996560.3964055,70565385.3645008,56636759.8199621
MB_592,74419763.3873861,39201193.8880265,60765038.6366367,89785437.4782565,78261477.2197873,17494005.5883427,41778061.7873084,15266938.1600087,68096752.428843,74639479.9740338,54980065.066472,62261829.0539878,42534600.6755896,39599338.7784858,2843964.95095614,42571202.3195529,30893077.8930918,62904877.6464047,124078938.78189,18019462.1535921,51066369.0015708,95124849.9218324,59789471.952929,26829322.0297843,37092652.3641627,21594827.730805,20501492.4283736,39875360.1271666,56336203.8925817,58402722.6106126,46559450.0043003
MB_593,106093239.844879,70054020.9427207,46331866.6916763,158807061.651705,259063067.073211,502510595.448082,155688364.371429,167408673.045928,91429587.2087265,107729150.799854,93130213.9836896,59298331.6435353,188743733.646077,42240183.0504607,72488052.1089241,55606404.3761581,167168228.825351,19768692.8831307,150361996.46766,398033951.505055,353609469.938409,82826849.4990513,52733023.2042997,56710190.9505487,472376249.402829,84659443.3609096,15380571.9186306,71141856.6085458,74437630.243367,13739323.8314934,98960833.2122159
MB_594,79303946.5793957,76202733.2421991,42783259.0048214,60643512.9038726,39990894.1995459,64970577.6054704,49273898.3348513,82706527.7404004,68630692.5570707,82072024.2865771,74248927.3826233,39177051.6239387,39090885.3942497,64364995.247311,12623055.5731872,34277801.248837,34729140.4503632,196310583.734561,97909758.1272312,66259931.4397957,36677736.0751258,94399862.9586372,5913156.88668048,51455360.349644,22814846.5838789,48556234.0510646,27252282.044444,105977861.895458,75832281.0526763,36152730.2125206,38337284.7779974
MB_595,64157626.899457,55875615.7465724,30936854.201772,27934983.5383214,3014608.25056531,44128442.1003509,48595764.2820958,64192565.0803116,8598806.91965821,54731801.3918316,17335973.5686387,32345979.0258189,23385049.9097076,30037094.2662696,16384578.6054477,31348434.8916323,9205063.08479309,1191523533.16521,39481246.6518014,12564507.2790452,40041597.3364454,3000643.82569086,11587478.9126506,66253624.2482226,28124196.6199463,46652939.8965201,81035563.3915072,13331290.4778855,4972947.91822544,24912697.4446447,48192102.6758086
MB_596,528322.904849652,7764249.46325229,9045168.02498729,27878808.686811,14685689.8852954,15082972.2086359,2427488.76484461,9513005.37936363,16647118.5511948,23753639.3682766,3343396.25859106,10878544.7627059,7370753.69280607,16345115.6814611,12249861.9356196,7655737.25471105,13906361.9836746,12404200.3563903,19907376.2955672,12024103.4202011,16337388.4203542,17278447.6429879,13952799.1128368,10688466.5676838,11143273.1988539,21858171.0291813,3819930.47228458,3219834.35218562,18497911.4002871,13554148.9344476,10469764.5856172
MB_597,6643051.56373127,2119889.96958973,8994081.57421498,5781029.53693323,9576173.11966572,5697462.99322428,6764384.06433645,7187098.38889957,6696457.39339699,4907841.26365164,4282864.42923972,7523005.30735064,8449450.16422853,6027067.20277759,4823124.00740447,7025279.1688136,7796274.66848089,9278584.02296205,5990632.42705754,10625701.5026933,7407421.1997178,6039063.47573898,4253126.26262822,5204652.19586423,4936462.32784575,6010994.5212101,3992943.22643881,5779926.63327603,5888331.54687301,5388901.59736726,5822477.00399201
MB_598,6713595.86085968,4623608.02202523,13950235.9937705,8193579.17614889,6635753.89857265,5388547.54171873,9629769.45493522,5328767.46160153,7208426.63945995,7836967.9273108,9352205.03329547,7448467.83327262,7106991.68579855,9550863.98432698,8270656.50582488,11425127.3351892,7544247.65299046,3946985.90298572,8505089.68929241,7142308.39236183,8994119.25497978,6065595.79371889,6846970.2047002,7694546.06167107,8131441.77192979,3996857.56125119,5483741.8513209,11376021.4240361,7496624.60792137,10461622.5790676,10081499.2984147
MB_599,28308954.0197391,12175886.8826052,10633240.5911878,21368345.2726484,39235445.1357922,19559415.0257966,19507089.6433866,10319579.2018324,32499179.260743,11500479.7964681,33177002.9739739,8958186.05098643,35649835.7620489,31615505.5479177,47924451.9965027,22774394.1496258,14074362.9318469,12937791.6396551,7674035.81010102,17452460.4448724,9723528.22373268,21220835.8612184,26088178.6264879,25864603.4002144,473418.868764885,36587649.3019028,35171999.3660257,21382166.8488178,24061745.4331345,11949142.8444629,8599261.52123327
MB_600,74432414.636828,69203506.9461624,101672395.980135,115558303.420399,53951804.5749097,148390864.096995,137327107.163714,42083934.7645412,176103532.214176,139936973.44828,6634239.83900018,116377416.887537,112350607.186534,121253900.623,76710036.9409585,116149842.079551,74895253.9685438,39294173.5675763,139892411.527378,22798540.1609523,139860925.007396,70594924.9114576,114486331.214949,103062855.508403,90109293.0962477,79052381.1566553,29136233.3680289,145161930.327142,199831507.156863,90275753.9747515,55558681.4972133
MB_601,21031342.2743344,6998086.05914902,18216633.7579269,4714358.88525585,22815709.5451755,9310553.45522409,11169191.3862464,3727414.95797385,11491918.814008,15769114.4255745,12086543.3282944,11558556.4211557,13258687.0231848,1863581.69874737,6407435.60937508,4561549.67833803,6113142.95923076,12663172.4402932,8253893.67167497,19596633.8933449,7834985.29788279,17061292.2772491,18042256.3799819,14582274.2015183,18502863.3197611,1471482.39269932,17283699.2104738,15784704.341673,11211203.2317281,5512078.97085975,7509808.52722706
MB_602,54082557.8822094,36211258.9210156,48457557.5696342,37070973.0301013,41741617.9631453,5259796.75133397,39145244.5674045,16107008.5005915,20949862.2867742,47755314.4981704,70161245.8385035,11096076.635444,11785817.8313758,44028704.8564287,15315249.9306937,77021725.6904819,30507561.2496756,33456320.4963576,33761306.8248127,5438557.65562377,56402374.3629665,39731385.6517393,37041093.4189517,58565960.2976936,29715838.6088787,24576068.6808908,9181131.09116927,30597642.8739446,42361772.7693611,22248828.0913015,52282424.7227967
MB_603,14392624.2412342,29861384.9593505,10805874.0007634,22025833.6204832,41757787.4155275,45222632.1016295,75084909.2928691,100081679.840117,48421111.8482185,62586454.4727637,57678264.7598591,29743865.0828923,135858381.408693,31266470.9674328,21922550.5915121,66404844.3447457,111524705.126978,82428907.8361599,30905775.4767279,112625286.193736,58861486.4905753,55849455.6770097,116110839.265349,73713864.4910488,108586306.634515,85934912.4796485,40763656.017842,118181692.567819,78455802.1332642,56262619.3645687,65921877.9016243
MB_604,214213533.535257,81807710.0236161,75531124.7485551,140283932.632195,154205062.57895,92281063.7605409,137026827.673579,156825178.136508,207704785.096999,125819570.984189,88228398.5749436,176871652.015541,174211453.035916,102935090.667876,95255082.1450003,68696529.2773431,89039563.9603979,151273606.775641,154613419.320643,386048090.034934,128287334.573865,92787215.1043557,93577279.668271,40906921.7800864,110993141.274321,140173832.865929,26482047.2921805,127003330.593451,39231987.1642505,63998956.5532761,220011843.760239
MB_605,269653498.756651,38084446.4222195,18804204.0740058,86992834.3876256,81780151.0514095,42131582.1561033,78455647.2165904,20065879.9053474,48225604.6144381,80609365.6670711,83618487.5050266,12596470.7675442,44892037.2429279,123473954.703879,111949243.561257,517973082.871367,62077822.5741511,637209745.805963,12395456.4495625,24275452.4034815,75246213.9445955,55168234.5425614,184311961.370464,22130807.8799185,56807539.947135,41158009.4239903,37697431.6565171,34969511.518102,7514750.49167426,40026232.961945,37730464.0992474
