Class,OSCC,PM,OSCC,Normal,OSCC,OSCC,OSCC,OSCC,PM,Normal,OSCC,OSCC,PM,OSCC,PM,OSCC,Normal,OSCC,OSCC,PM,Normal,OSCC,Normal,PM,OSCC,Normal,PM,OSCC,Normal,OSCC,Normal,PM,OSCC,PM,OSCC,Normal,OSCC,PM,OSCC,Normal,Normal
MB_42,23263955.1312915,215270016.104912,168398996.238739,231593149.354051,53836907.4067546,152370762.637965,275630124.532419,54548120.2233915,263307331.619333,161341676.033597,57384116.4208035,250627967.668342,75538248.3346363,7627187.85707845,226416928.98455,16986659.5656966,247460961.670671,354717397.045387,317178655.627906,213807025.462992,200490038.101891,66040484.7544075,128637933.371893,365800359.516776,271420043.218854,255339578.075519,48526700.8120083,118372540.506479,144202292.281913,95633018.1281708,203911703.019442,105191632.041455,84344113.6989249,167739139.468206,138932171.086483,25400714.296057,125577790.757234,122063591.007012,249540659.838571,216786972.374318,20922428.1584459
MB_43,5775662.23865715,5498667.57225776,9698445.52355253,7050024.8235934,4988873.19252468,9276361.22555205,731555.877089404,6545866.38298674,1956315.53967294,6279588.86537389,6036192.85139543,9345879.88540956,9823909.09081332,11629565.2864154,6163164.85556733,10672123.330737,9668730.95014818,4794851.50943808,9334824.33159712,11141000.714304,2446495.75691906,7513616.04507528,7475670.17189705,6930643.63410345,9215878.25302505,7972369.06772228,5630517.33334485,9338816.98546516,5716303.44614268,6538705.03726318,7209610.19549171,8514152.33814517,1668920.92342067,4808455.50182773,8783632.77428699,4023271.04487194,9234784.19466287,4795667.37396265,4969362.99623467,9483345.90088461,7239005.42290728
MB_44,71993223.3645917,10429655.015397,50932466.8556496,74702831.4673519,72581434.8235936,11920556.782343,40882971.9412812,15554744.4336146,9839408.33350459,48915130.3882731,26346387.8346004,50968162.2701488,18020308.5864841,46146056.9923401,50037599.936832,8558171.29407318,78188102.251929,36425129.8926984,38872561.4742968,55547840.2290528,10191444.5503219,105079922.805188,58396901.6475148,59574809.4545805,8678157.96854509,40168437.2226586,38450895.1806377,1447564.90630803,88763350.4871254,30967778.9807469,39631056.0872994,67956126.024553,86571437.3373698,11307533.9595649,62746112.3649214,19742735.6787736,36033373.9675751,12962289.6211722,17055751.796659,74239319.813093,39915945.7324066
MB_45,15549747.2949774,11942638.492935,6168850.76705784,11356352.6163012,1022743.90830104,7719678.17387604,12717969.2580918,9610576.9076786,7181421.59922572,5025046.8892656,8935748.60989362,5598567.67974384,12124281.2250803,5464069.2470667,13374368.2773605,13791042.5389619,10496677.6606316,15845999.4525095,6221909.95156097,8478048.2301435,5675289.69652895,7220104.40382917,6390657.73905738,7067568.00748962,3748725.67303383,3588078.39610486,16098333.1758325,4832137.41916764,19156604.9038099,9945775.38070925,34200600.7290341,3775947.39839517,14258049.7787865,829387.669791138,13963450.9865554,7190545.06222379,1627074.18865328,7658498.25722903,20717723.0910208,6187417.10901869,6356561.77520613
MB_46,4467600.91481326,6425581.69211226,3631903.76565236,5222085.74932197,7032891.01950329,5646174.96651597,3266351.07113723,5153885.8656403,3548562.53745366,6577035.79492089,5333735.07822317,6410646.37494387,4036858.32048728,4584303.39304131,6284705.72268209,7158017.34877409,6844349.08190973,2914368.43025954,8089437.60320126,3817770.82955803,3613838.19137658,2236663.87342428,9762225.07436921,6296148.85678729,7885631.96575866,4625436.5876768,4076357.46431939,8906756.89183593,7326558.63933493,8646037.246238,5997693.81542237,6420509.58305053,8886378.92851402,6500597.51206061,7827728.42349317,6800425.68543051,3349915.14134196,4731368.31967476,6532028.64285036,9023323.76223917,7780008.33773527
MB_47,3810755.85723055,4247016.2604176,5154093.61332386,4641478.43263766,12468463.8230282,16012806.361499,4553164.23239288,6700488.93748186,2656767.70731154,7983410.38091056,4943681.39018296,7631205.80005294,7156574.40851765,7460434.82489675,8229668.37410459,5393363.45963128,6965575.79974393,10500934.5914817,5157588.89395671,4641710.31965259,7753358.51299852,5254460.44139327,8071881.87408711,5836877.26227297,4614428.67080488,5837967.75296285,5965217.93568674,4385360.30978222,3634222.34607242,4160641.52465838,9639515.46438166,5710450.94109632,9145651.51804532,9213737.84172025,5043209.5787579,4617481.44406828,4723690.50443809,4492390.67279204,6954541.78623308,2720642.94395137,4239034.03011209
MB_48,38415641.1110361,25107680.7537292,21644757.493884,116372842.808759,104734458.862111,56793709.5345704,26770145.3946027,42237944.5935706,23130507.6033713,81493429.2463616,19108067.1920148,28566440.210684,81505820.0762164,64587420.7393185,55831756.3901368,26917852.1845553,38576622.2163072,15738607.6589515,227263830.597412,87048471.3502776,45422760.7354344,28657649.1887989,83630183.4591941,21402144.0503205,23430846.5933951,151273346.800955,54696811.5288233,20908360.7796463,56738621.6339197,35192224.523091,60962181.614504,16987980.4428252,208241224.88181,141789870.617841,69029284.4713759,120174304.050885,49426576.6268504,12607788.2303539,71120620.8608717,62952923.6944917,37207720.1742488
MB_49,8804130.37619951,11158508.3854548,9061634.03305699,3297682.92520883,7907073.47921022,8071870.28792544,2541396.60792209,12232504.5091666,10864865.6148189,11888715.4973941,10762987.7078697,6479506.24654814,7967853.25813756,8810924.60338563,7302351.77451936,8984509.21922946,11493734.0864843,4858961.63765461,6590952.20495623,9156457.60556093,6156286.03897896,500243.539902924,5872143.07504012,7339899.01034639,9979343.001306,13082421.5575291,4872342.64234015,9892822.42889696,9324309.55180663,8325102.07212254,10229884.8065908,10147863.9365666,7865513.63273444,5456060.79118382,8893458.90013274,4336052.22831513,5964511.77170647,7192510.03223205,8049266.26520442,5441904.73297548,6366212.17965348
MB_50,257481211.852547,56364136.7349256,26383559.6927461,44136418.4161961,50190326.4787134,13742680.4292518,45470872.155599,29936839.994305,54634407.4876723,20628917.0842868,40731359.6737136,63114452.5002337,30416256.1732695,19313497.3974787,33449218.2744643,66188483.579439,44545933.5919898,52230648.2385587,48740047.6385707,47950018.0583808,26141155.2577978,38948170.3246194,114214621.549091,483274530.588567,80024876.3438277,28188764.1303027,59192422.1093383,25764825.901709,81502238.0967218,161574580.628585,15131113.9884197,84184336.8110571,94944090.6880049,99891943.612351,188765016.265365,37956939.7310345,191948622.938608,33405714.5387329,140978655.569813,29085142.7690059,29004144.3312403
MB_51,14336712.6719219,13479536.4490816,855839.03262764,8656054.48909818,6792999.57823505,17065529.462983,12702195.5566746,9331972.2180887,12659663.9899001,12488681.140082,12700483.4943594,2856923.77776641,8401470.99338648,12434233.9673725,6165382.97347633,11026901.6037122,12532808.7939533,7814752.97423136,10092521.4865024,11307795.0065055,17916475.5962365,16387268.7242275,7603304.11987519,3315235.25773469,10229402.0961878,3813950.11494078,13778380.2005095,17400708.3742561,14044786.3173139,10864422.184736,18468528.0692419,8000927.26253392,14523947.7588445,8883854.45346647,6067197.75488339,9615831.9144943,9703926.14734583,18290225.5005441,9863107.90072659,6521934.5831772,10447589.6272711
MB_52,4905888.78396507,5854033.37155805,10874481.2614555,9227768.61316247,8408149.59091255,4186889.62573771,5713449.88727692,2006992.00318603,11448447.2635526,8217311.8196619,7667634.29557497,7190206.05969946,13301434.7552544,10295149.6630004,8798305.42019784,3885831.83166258,7535685.11330414,11028917.3991341,9456276.76732832,1697319.5962034,8829247.75302008,171682.430777009,10584255.6154735,8557812.83648244,4345853.14028586,5610576.36058226,11064298.838387,6049370.61801283,12396266.192774,12345289.1169601,6960720.35423704,3375230.4313659,1127842.48772648,6851991.68713462,23774591.2010694,7625850.38814065,5686263.36771311,12841401.3676515,6001173.72574371,8470941.0626508,5015037.88245278
MB_53,63067024.583766,62302209.2309901,54246083.9137347,48750468.9507252,72039502.4169913,126605365.123403,64794180.475506,59307851.3296298,58651924.0022262,64779759.4944889,58168883.3043766,56198883.572657,173687913.34538,15547850.0143702,50013033.5659242,125850133.186398,66820264.2603336,47687019.9129104,103330868.701319,49991036.9129233,2188454.41679168,70136237.006301,65096705.3921061,197787471.93214,74029629.6113652,76804181.0808531,7509787.10872059,79467954.5739515,69679830.9001367,75820764.049449,68034063.8558251,64077010.0391867,75172826.1645012,78021641.2714166,80991138.2546521,78534510.3676681,74339740.6085728,77354182.5381284,81412036.3917606,78087848.4917445,121876593.240729
MB_54,884251.931217484,27997499.2807812,45224646.3618994,80321905.7408389,80746376.667704,61098486.4265894,41253234.8326962,176201265.90805,60624299.8652104,103572010.513688,79924856.4713146,58860177.991917,61656312.6509136,119013568.488207,96978744.2495307,51085844.7347083,81442023.3328016,1186943.4005694,41995225.8926676,65362023.9080825,34219382.0511685,30630280.2365201,44210119.9676449,97236761.1946504,83889130.7820556,90390505.8664373,56752851.9021418,80959038.7490433,32799057.2316885,79005154.2385388,14675363.3071088,39797302.131804,17603059.6588072,40325582.2556246,105885624.687407,66442493.1501952,65744432.7031776,71949392.1861118,89401015.0699015,84858938.0345775,158866976.952131
MB_55,202528975.712716,122662871.823847,150819344.89928,37960843.0956443,126667072.360094,224621193.508399,231706715.972616,167367050.190577,172966909.808268,259024434.112148,221884389.233722,86170836.5641587,209929572.028812,66255927.3544,174678331.686638,114550366.445774,162501825.858001,226420577.741856,219978225.174829,141751478.760717,107982523.454208,134535492.666108,158345422.455996,44623279.8206915,18155764.920655,85697860.1113793,176425388.087209,65660025.2311873,207496022.323892,70179698.3396428,98424281.3055284,53424680.2227631,84030899.0660601,127127641.010447,61884366.7078293,230835408.027522,213479018.147747,193888620.98053,9109795.73374182,237832896.410216,88262913.5416408
MB_56,6014977.43577842,10256879.776699,13501326.61498,43531325.8611805,8440867.20702443,14273083.8658593,17393432.7145121,7956439.40312993,8444625.90494531,13049703.6599616,8791369.97314775,21105247.3582164,3311834.24844311,2109391.44836131,9856974.15243563,6252356.53187605,16584047.0371245,24639059.0645017,10152389.7135576,11239696.9790881,13624608.6868591,250800.425046293,15900501.1218068,17919705.6032435,4408442.36153156,6912338.32682333,9668446.69616516,8538595.64584485,65938995.4390032,11426210.5645341,10687983.1312818,11930296.2004424,7027257.2895581,37573300.0986841,6497418.36914076,27312810.8829408,4943798.08282225,5297458.26104495,9339170.2103658,571321.840790546,13368483.3056601
MB_57,7539642.72786526,4512751.99164625,4924399.4085286,6438112.08126006,3652804.20256739,4499824.6851004,7993106.90096206,5756639.38259055,4379233.03278798,8509370.4234859,6657942.9143097,16939058.2509786,6604329.48640605,6627299.16625724,11487662.7716892,6424958.49833503,6052274.61902574,1151978.9452042,4727668.35154788,4856865.34467789,5016940.77138656,9564486.33944218,6468743.48689445,7229433.17501924,7756111.13255843,4564808.19746129,6396063.4805079,6383229.34861453,7412506.38278374,6335488.18943811,6780960.63012805,10731064.407681,5529787.87596894,5914206.45980448,2444016.09970298,12443358.1328444,3001006.94487647,5172150.98749838,4320835.58917707,8935231.10958194,7880377.33782746
MB_58,10228455.6719276,26439928.1435718,14284246.2377239,23330249.6557722,507671.303100372,21121655.5689788,19641805.1890934,15752788.4700121,3309446.86179801,714454.474296857,9995262.68957546,2432567.5890231,10955001.1202414,13952756.6946073,36318009.6508815,11960130.0866303,9745830.12018408,4883214.61121441,17492372.9436222,13605776.05082,19763150.7341566,11716898.595481,13926325.8421298,15205959.9597984,9014886.95260911,12123330.6976011,16176467.2608748,1774553.38827636,16123979.8934336,1430448.36107868,15526272.5270779,21737453.7728924,3912991.18694353,23235596.601511,14347329.7667039,13399447.087049,8439465.27497711,4840742.9823779,14054383.1361748,17798404.4149268,20237280.4177137
MB_59,6227796.45630826,4943040.84211038,2635955.84755985,4951768.32514974,5865099.50663708,7120697.6622636,2410857.7315871,6757919.35778626,7345356.67206957,7296752.10952734,5992522.73195102,7857074.31367253,4362689.67855078,2774479.35482434,2366840.89446025,6231961.40824084,8852596.73178893,10851139.4545066,5933411.02695102,6612934.69985861,3476986.04533209,6442752.07434468,9483886.80487034,6722242.22695675,2684038.40613589,7211001.12422441,7459930.46325788,6668950.67978594,8294672.87171117,10779073.040021,9700311.36300621,5831625.92726576,8328078.0125249,7622938.92777635,5371517.31835753,3797410.42511286,9105082.11001768,3502512.82511931,8572511.35094391,8563907.96651148,7863895.3863388
MB_60,33970011.76928,177494918.51215,146868066.817907,151317005.716512,58728650.0472037,211208460.498051,216755513.107234,114992584.613515,128304211.38551,117704398.630496,78438348.1827787,60325879.1583583,161533396.196901,122969717.893952,90216582.0214931,53717824.1795863,125150831.899138,93217496.678342,111834587.461878,112157152.094755,53502182.2755033,104684629.436337,132128868.76326,44678633.9165626,60223000.5227576,185989472.669741,122244054.334497,101559890.266443,99941012.8103327,9433132.70267406,19510944.1679318,180482625.397136,246473089.698121,185288038.58655,6476024.16878401,43090708.9665731,19090260.0538659,81026505.9385298,191465441.54936,151667972.326753,140208776.59883
MB_61,559748258.881142,181368227.616594,181109848.271829,317973388.339646,118166580.270473,186299842.167906,62190843.1423715,182755268.760389,232196221.612317,461503153.096421,312092297.650086,205039565.086256,264714078.463436,71965973.323994,176418108.542486,155993134.668864,683478123.51312,216870159.42527,303184987.327371,161392056.500755,189473770.653171,66457633.090517,431221433.006467,485428161.892209,159884522.6481,714737758.194021,328466324.660573,92007303.3726212,141772097.97491,204433446.819496,26799995.9815647,203224126.497386,68718364.9238085,244315236.1413,136184048.551172,63147580.2424371,231804181.38746,147273345.532284,258566374.697568,194173943.440892,13130193.9548027
MB_62,18330264.8770693,13670021.2242378,10574609.4231227,17915360.0104174,8201154.08243328,12607425.8106,17344968.3256963,6857137.7688571,10970329.0523414,14952641.7543581,1597087.19331026,18956744.9014252,15773586.7676594,10292752.4164278,16271614.9623428,22653305.8919636,12224092.0559674,10938864.8100866,15864320.6117011,12065152.7265977,4108734.75321828,20256031.0783621,10397254.1478368,7142485.67731498,23198336.3898517,10836959.8140613,10595591.5319933,11234518.546066,16605165.3577401,15080363.900978,6206326.70161255,17216670.2852434,15489337.9997009,7808686.22740753,450241342.322314,13933977.4971561,63793428.7299478,7883976.93215961,202675790.578117,14070438.860464,17588568.8358308
MB_63,13414816.5020066,44319302.4102371,11134553.1307718,18893131.845506,24724101.4497747,3277369.81172452,12794418.8381493,23284395.7988638,22474249.2948741,8687876.66132817,27999211.202411,24644778.0969447,36475750.6291068,7670174.60611554,11454155.2061695,27468765.8700282,24056638.744514,53879886.554698,43165678.483104,9180075.7864411,22266556.0516728,10936281.9597541,11263938.2961599,82007622.7507433,34992933.2902911,22661979.3423467,100361496.404195,28306607.8760746,27253211.9073583,6655556.26698509,23492640.906987,29612477.5716237,20657523.6485227,43332405.3974843,34304954.6825289,9474441.17546267,8244871.82023026,31012158.9845931,35083027.6766175,15879241.1933175,28062946.721884
MB_64,22076498.7260641,15517289.8889814,26281341.8121795,29904123.483606,20311915.3721247,842705.476568758,31186374.0097981,14314790.7546103,18817854.3643093,20728560.7138053,17654020.8703892,14832186.8427327,14750016.4655534,12264138.8165052,19127330.6216254,10228123.1595781,30792275.6409878,21185025.3344406,31572729.5687108,23598735.1392251,32422248.8696974,7137823.02243343,30627807.1030118,4596887.31286301,32990505.9359523,22392167.2857338,3740618.99542955,26062017.282349,24551386.798136,28466626.3516326,22585715.7966218,17734701.3569157,23337934.2126064,25877048.1846447,16761936.4353129,8324587.90871471,7855489.50337513,11053967.9921595,9120576.74172079,27809834.7030027,20232474.9914127
MB_65,5362345.94303867,6606661.05705188,7043097.15760299,6377879.16666506,2161139.30552697,2399119.22414935,4648221.75803142,6495879.46494554,6325291.34563782,7629626.46808052,2083704.16130838,7095725.60903074,670940.524327039,5577212.18389702,6637711.01842816,1044291.62315913,4566500.01905527,5548938.34577707,5671550.69672075,4635368.15283323,5849745.29399495,4687445.63655963,5652837.54802488,7589958.86325635,1638369.25445079,7345588.82994585,5330438.73735201,4126588.30045906,5968035.08445825,7949407.68219903,5708438.46968553,7301728.27094149,5168040.41410693,5562847.35913651,4624183.09350041,1393172.14607366,9416778.3645228,6437839.08411787,8292960.5623531,6033129.04629311,2813980.18847805
