Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_2180,3058012.96215636,6498817.47589625,6186900.08103069,1602907.24567269,6195195.36565932,9777156.80420445,8211254.75599035,7233062.43395054,6880086.54006939,7569730.12378765,8589689.95083839,4160040.16514262,9805851.02666805,13464615.828912,12455362.3022392,6406361.48638996,2878021.00517892,6858112.74978616,4229119.63164708,6384020.45878793,4591843.33771652,4396655.39334594,7521103.99446905,7466552.58252168,7802031.18769567,11208836.2734331,9033675.05179756,4867398.3514785,6803893.52050551,8718412.72127677,7769346.09047574
MB_2181,3808410.37614931,6145362.40991728,6006960.28093515,2039726.1251403,8317515.44014967,3585288.85933785,4604990.47828028,3013495.35855236,5109368.91216007,6327156.21632925,4580517.30965687,11874849.9261783,4997791.15820348,10375326.4524965,6603010.7473844,7983769.04795311,9540591.95260776,5984769.64611991,13525238.6568552,9826889.61910157,2450886.84993993,8423184.24049497,9004349.63170476,4620816.38635409,3015191.9500413,6797529.11375407,19296753.2703112,5621083.68425422,617268.034121341,5475012.60624037,5300852.52120369
MB_2182,16731070.1887345,14066341.7869637,16499673.9964146,18830401.8124424,38250929.8737499,16802127.2582813,12590943.8462913,20014729.6257453,20531645.5728314,15291066.6309216,17540624.1896345,17842372.5774942,25783465.6645797,18535597.6875698,35103130.5038942,42464378.65252,30843498.1868596,59779779.407269,16239831.1897259,19674896.7601554,20166971.7786581,14152448.2002668,19142757.8850882,32295659.6675185,28103692.3195002,23898356.6459867,45587258.5409052,18527692.0276528,18217492.4274452,23901374.5819605,28594565.6133724
MB_2183,5960148.88919174,4088811.59803799,5085640.92455198,4953627.33315488,5423234.39410178,4625925.26285102,4589298.92577523,4524365.27735068,5148320.6022066,4934770.83970649,5201813.54817723,4614138.03427113,5163874.61724883,2341859.47178673,5823176.00968281,5343719.65950221,4402591.69966762,4533475.4568755,4040504.30192278,5243999.34429003,3738161.56379322,6337784.03505685,4777402.32674911,17042564.3870787,4574337.32365429,3210109.17110974,6682807.06742017,5674256.92117865,7357539.60950854,4741633.82224736,5308685.13671127
MB_2184,3426515.89312599,4819774.63167736,5330989.92822887,6163465.31200612,5450850.430339,4553884.99127576,3789517.12678749,4823932.03331325,4648447.31861411,5578547.13505254,6082596.82659911,4380120.26251006,3902107.93606976,5328459.73851049,4743731.19670005,6200837.90991402,5257505.60022616,4574953.84069892,5178127.10616171,5234145.06489948,2943863.240881,7756049.64016338,6319633.32507108,4252198.7264012,5424457.87148089,5086326.08140762,6855209.55886025,4875008.9006429,4652748.51480837,3638074.2115553,3651339.67543944
MB_2185,3864506.08865502,3840319.71580373,3081278.0580536,3386110.9043377,1695727.49018953,2901273.5243387,5366119.99066418,3872437.98773607,5329355.13407731,3486599.24623278,4272315.85358223,3740270.0901524,3318167.88393535,5278238.88172549,1958854.1118481,1701022.38826077,4672016.43355856,1945790.545316,1314294.79332141,4394104.49561624,4506035.88810001,3225536.58737066,4775980.25117949,1709012.39812322,2541485.19660259,3135255.34121452,4023157.39894307,3233038.27632304,3565938.52234932,5363475.80224477,3155355.93089074
MB_2186,7383592.94940373,4450010.33100357,5151336.6121602,6235893.09512366,3977728.01720825,5608783.36991525,4191062.02861606,8027681.72183327,6635052.69707447,2034519.58239743,7545965.6757957,3915732.19698612,4608479.65630693,5283150.48185821,4200002.86689872,5286047.63614564,4858519.61312678,5154312.84608799,5982638.35680557,3484843.87908619,5921859.38254307,8728146.82574998,6031183.23092129,8298401.16675009,3868359.67298236,4672903.35076549,15905197.3817896,4573030.38043749,4440348.5285219,2919940.29202905,7062023.84512513
MB_2187,6798601.78542126,4161176.27417617,11084254.6144286,8323949.4309911,5209602.16547053,5472204.76628036,6891713.6201495,5356573.53199169,8092140.5073614,7379415.55790045,8177769.65906024,5224459.38439971,6172062.34320917,9276217.21896409,7406633.08446614,7476006.37634749,3211970.22438919,6167738.81200573,7127734.80761726,6472374.55786022,5644689.48306472,4867491.23938983,5849294.84834156,6692305.04633161,2233599.44659191,8599464.72380731,16457425.3191819,6845338.2512725,6093477.47849255,1316237.42036473,5265266.94985358
MB_2188,221860821.551126,244548461.111926,283332384.44588,323114392.406676,358747401.831186,151065155.923419,102699151.138844,307427287.724169,156905135.791402,609701690.413845,334282533.572551,259556717.652411,63230460.1192461,329201104.445499,364197844.235142,315778386.248623,324666069.294714,296546332.27675,259431811.375424,323310100.926287,214665830.298254,554841833.040016,382781525.381317,570966423.069917,287367394.466676,442236622.398398,292879668.866256,196186773.461201,285181173.682185,144235530.526591,139261661.688388
MB_2189,19276444.0943259,11782845.3370512,13538633.4895435,15565717.3194931,14979297.3310349,21521245.6560067,14028236.7689392,16196581.0390974,14238952.2649098,12175408.0993201,21953384.8101196,7143448.29527489,15827384.9837693,28983719.1160266,14581120.3947419,48055397.1127944,12094045.7507919,17291658.0994705,15175159.949876,15617229.2299528,9587717.08583425,11081662.3968832,15945963.6669029,11515388.4977387,15237819.9768063,19613835.4477656,9330417.96869915,5407325.23773579,13427303.0618027,4411091.92558386,6158269.11942361
MB_2190,18752221.2587689,11409149.6385611,33523383.9254143,44003140.2478788,42244006.2042701,100412215.312838,39151803.9676447,70458802.7979146,72148294.1866717,98524886.7602453,35774241.1065569,97029281.9017401,106103282.978684,65631072.5659928,78931500.9741262,103163700.485352,145354375.580353,75555810.8685584,124315276.726896,127604542.860201,144008160.515372,35534236.6022924,80521999.6343324,76067398.0340618,64537071.3557541,142474602.509492,88615581.1587173,30866940.741054,50736655.9282668,124983399.772551,77866985.5055514
MB_2191,8995873.26935188,3709555.83766628,7915178.29945483,9625482.99080045,5490649.67417125,4834197.68723165,9651345.65200146,5499474.7813247,6611538.27642753,5428907.20968196,6996326.89352425,5324850.60599839,9636427.08929094,6346578.09717705,9054304.55076488,9031175.60131453,7123075.51627145,6893757.46964965,4601532.85990016,6191701.04370859,6702164.97627373,6690878.92380465,5088026.52596448,5293757.56786477,6737841.9222288,4979819.07932616,5509401.50443257,7572283.07803408,10024802.3111741,6968747.54694008,7151834.93167771
MB_2192,9440841.53848793,7190846.03498947,8322741.37708191,9156422.99558623,4483095.14741189,5856987.19985978,5795624.65112146,3461086.16189411,13917792.2309364,17583758.8127714,19357314.0454256,3992305.57830015,6111686.39220446,3208976.78277647,12291676.5728179,9523610.84435159,4341318.25244237,11584647.5416923,12116694.9328809,9992336.16161371,8609026.96288984,8385077.14249523,13806630.5951703,9294490.73149978,8931322.29864666,3366394.96790352,10287883.2395019,5660395.09341082,1741976.23312114,17156984.7639525,12724142.396153
MB_2193,11124046.9470661,13891696.3642849,5712155.82121113,15344828.9568369,13493370.4296446,20718840.4450978,5059627.60547126,8839182.37497684,1847809.43623051,26021502.1576988,9942345.61929247,20015477.0463215,7595621.53588648,11773553.0057675,9529584.25520337,7392125.20471449,11929202.9941417,6657634.66365394,15440984.596974,11534123.1641404,6044540.03858335,13046532.0424374,15332292.0020151,833508.510776505,11390839.8371884,11573619.3802215,12554529.4593177,14608587.6455677,16044586.4157429,3802754.59684774,11243542.9673187
MB_2194,4039717.38244863,5473545.12651041,4917114.52021822,4819221.38384795,4959429.89563224,2681170.06590832,5877655.48981526,5374969.79114048,5020911.62616422,2210991.10562415,6137565.62320352,4875391.51599691,3806092.48639434,5389836.09939384,3924336.07950936,7604742.24545334,3364370.89566019,3390057.29432895,4145262.29502069,5659787.62005381,5622304.45582644,2397138.99866623,5601121.04974485,3943275.3090007,3731546.41027551,5446542.73256062,5269657.33749253,6666542.96169617,5603271.52897692,3567126.75594478,6848355.12609137
MB_2195,14127803.6504391,16077839.1126355,7849018.19891183,20014799.3194081,30448047.0491838,758683.157011427,29493231.4381053,21821293.8105306,42978484.4727321,13437367.4389312,4052598.36644643,10708292.8538388,26101033.6885202,10796673.9860483,11843325.6281827,21331300.6847305,6910657.19006801,23352207.633967,26589104.4309442,24868530.4498967,6241886.59598414,7264090.3130142,7109215.88226319,33203927.5780895,9577060.51332771,8228441.13538676,27726753.7307549,14207215.1406052,7451525.02429538,21470604.405722,29930157.7992156
MB_2196,22195144.7312981,16614344.1518905,6978772.53895165,9108173.83549054,2017167.63084648,2417790.55754688,9745623.63454866,20754565.9477627,22683061.0581499,2331311.96579194,19688802.855003,1294951.97893457,3702516.82129249,15684841.5642278,8924209.80950568,6013065.37359168,13138848.4868623,2752086.75360605,2583009.92377343,16306421.9509202,10519462.9648186,11779575.8224621,17191313.6936959,11151843.6434095,11557520.1789528,16675715.8763037,930540.719498869,9514416.58986814,14286463.116434,6801585.42155645,12361716.648393
MB_2197,20237791.0631483,16869664.9808409,6929695.74966704,22602998.1750344,15876327.3918377,9015673.70054907,1153274.12437741,9314369.16521176,55363213.9081535,7378535.35969241,17852354.5421665,6812794.41897686,24138779.2706355,3161446.22370703,14463905.1512586,16117663.6941429,26209704.752945,13767889.2556397,15777614.6499259,17548462.7561802,23078091.5645209,16777212.0318983,18364124.6608574,18144091.3393228,13005043.7389648,18782587.8184825,2277606.72871546,7890506.26263658,8179515.37956929,706059.90678148,7395629.92487157
MB_2198,1816332.43908077,6971358.15962934,7480573.10960935,8267917.16958238,2890407.41549326,9526039.1849285,8130672.3369996,8589744.42056176,5260745.68701704,5238041.78730504,6543552.71810546,3669437.18078679,4695981.79362665,7919678.18352294,6222656.24080557,9966731.04707331,3352853.46057332,9276185.40906508,7583343.9247045,1492852.70588091,6168284.43471929,9467412.60632152,9797666.66959989,3514926.948608,5901903.34752074,8696365.37040703,7446696.46409293,5635736.40855831,10281922.4914432,1963535.91559407,9961256.060984
MB_2199,19051566.1608133,7708095.44193955,5140375.37322624,11422560.7467122,7792488.65310478,8747424.31465628,15144062.6991748,10315596.6604013,14037640.1387074,30146448.5784798,7239540.05456671,14643037.8132246,7109592.17089541,24473818.077904,11772811.6140901,17867922.0768188,7282633.09791646,18550323.0612368,23068259.9137945,12035656.5126786,22989051.8960881,14199129.9338642,9857402.84169263,20825676.5656088,8248600.60913751,13637189.0909492,9917307.12560035,15333092.9855598,7352567.98790653,10553683.097058,5333834.78029429
MB_2200,9664223.02752324,11785148.071531,7624415.72410798,6181843.53781374,4462799.03434133,16770686.4179448,6740124.94423926,14289859.5178455,12655080.6733143,14275721.0109851,14000943.5469389,5926027.13507515,8658168.97867298,1779038.35382842,1667769.81653113,18596230.2185699,7708233.10276204,10381642.5982804,1635069.51461531,8990145.89243603,20373779.1447721,11283492.5731289,9941190.97255871,9251234.81969891,328092.574403394,5575624.78010769,11948308.9500081,12305950.3458885,2174584.74550963,7668144.71707344,13698323.6267889
MB_2201,4901758.023892,10159993.1360718,4316553.67859778,9829865.37077629,15226564.1099316,6925517.27637105,5382477.32730457,11111105.3166249,10541780.7978502,9925057.02457524,8000251.46103969,7426692.53968493,7025029.22166429,7830841.8026313,536722.277267726,8835376.97381432,19078760.6711516,6342146.76153638,7039557.85067931,9738387.03506352,5845587.47596807,7558305.16541803,5264124.26040408,3108420.4667158,5376883.93863823,6224352.17570445,6809702.21403485,10551833.5870724,8710718.41681958,11387238.5562626,3719471.0966831
MB_2202,24671901.818289,99822861.8862974,163790427.609549,31339179.8058493,85918491.9495478,37970451.3560546,33147621.7055566,103320100.465692,78510254.0419235,107410833.771641,98607473.6473994,7205170.91319636,69231297.1104197,2744444.47803275,117036963.104476,118839978.235668,68306651.8268993,100604591.917479,75041777.9046824,75062624.8933233,106662271.532701,46273714.6695411,48536978.8795356,93037462.4776141,103558062.978275,112967323.074756,53610731.261483,18889704.2937116,42036483.3542809,105961322.602873,103321358.506589
MB_2203,10771904.2351913,9509724.38428356,7087893.88661445,2438237.4243495,12653105.8794586,11837238.9409517,9691124.7209559,13615796.6603182,6266052.13041419,9663085.57072137,6954834.25775749,9061819.38242452,8771061.25688692,13044417.5755161,12246851.9562072,7459036.29173378,7251609.50314101,14123241.1913242,9776205.67964806,10104520.5567275,8656287.65225158,6042696.46615652,6791022.00894232,8774670.98849906,6287548.89728254,12477858.7596003,13799369.0024519,5850411.18998754,7059158.11071911,8014034.99889449,6099088.12289339
MB_2204,58034527.2755417,40203206.2668326,36295997.6918461,42435316.6183236,64700556.749868,37177494.2631393,72010843.1417199,41437567.5734783,29772321.0360237,15423703.6305183,30648495.7284849,28627942.2058971,5568829.781149,34405422.3299744,18973372.7766337,45820953.5553,29742809.1973519,40508458.4830563,46100921.1180807,47989306.4319876,76644096.3719577,65414797.1618453,68895456.9262259,37925034.0484162,34890213.9415054,35909162.9763068,40201824.7795006,49071404.3031086,45323349.1667928,52634782.1751171,56479663.7229722
MB_2205,16378423.4160056,4063527.07021734,22705888.8225859,29773713.569676,16792262.3452541,5378339.67482282,4010773.77882783,6287041.38685443,29663368.2560722,5327671.76591709,18193654.1603054,15794579.2620154,8988144.06443361,8195479.11236527,15483255.5207357,14871318.859737,18751798.60005,13050004.404478,15234275.1080815,17748786.3432704,17450349.3297628,19109613.0456747,19047083.9360659,982861.391830457,33747577.0732678,2207966.91880663,3805141.05174114,26780841.5171849,17189888.0230346,13559698.8846549,22300151.8567155
MB_2206,162422173.925763,77172819.9821566,101324893.390469,189200109.091757,74055254.414198,135464843.850078,36388490.3094057,96909026.958632,188877213.01357,124588559.432472,120599826.6536,163537026.070583,149220488.247043,55682891.3622945,108514050.727831,91211172.7145129,73734161.1771871,121766786.197052,127370515.077095,220396831.342789,145917413.225411,51982295.1825771,48209459.3395879,111481248.177623,180628122.95282,85969244.2312817,118772340.771146,107370581.304924,106670746.08868,79037724.9263399,100700721.839127
MB_2207,6272387.16337756,5873148.66442283,10270161.7033844,6921915.11286226,7115964.26003981,7377602.43274119,9251922.59117478,8326173.01573679,3213861.70162303,8337792.223103,10400927.2063634,11112882.1039965,14592963.7238384,10511421.0034037,9395737.45413947,3599334.53926721,16679005.3800712,8853135.39645437,7862026.80149258,4009073.12107548,13993398.9943645,7610358.9738419,10746363.3925851,9670765.95213283,11551755.8022625,7898913.48278405,7846981.78852995,10405015.0110212,8910090.25053092,3511022.58547589,9575944.93688487
MB_2208,5366141.07526602,5168005.22305329,1869054.66772187,5588744.54756946,7844810.198623,7685369.37516358,4966908.24180712,3865163.61676425,6835872.99334651,5571924.34234474,3748662.83146132,7859939.9144572,1680881.50987322,9134554.20542039,5611490.16058169,9794397.45346683,6414389.65335038,1937755.2365521,3171157.53768733,7613883.2565408,7607123.77191928,4749977.05396065,4463555.20251222,6408161.38101646,3180553.48359031,4450345.4668235,4962417.72535579,1236218.17828592,5399073.64722314,7212411.75650627,7068442.9390455
MB_2209,4201888.46886603,5294661.55773967,5705964.13658425,4533628.83734532,7387864.08354147,5679472.6603108,6451718.20917519,5390046.84312054,4986851.22855783,6584419.50065233,4704590.25950336,4025939.68245383,6224398.22399272,6657969.12348879,5905259.64922418,4523948.85433698,5863373.97707074,6153605.76898847,3990980.77619025,5763537.32622225,5862053.34827506,5762384.43610328,4381630.45588624,1244514.66768624,5296506.76377042,4907096.63118326,4832101.89931857,3421675.33557345,7271331.78361396,5287997.64227096,6305469.11504669
MB_2210,381875433.894885,671097798.079259,1689966018.6209,200664145.168145,337965810.741743,229995825.045948,592246522.851766,461530729.313801,529441221.348505,817233121.326246,830752283.17566,723829101.351913,1301592387.52171,1011181750.45472,870752133.089324,721125899.944505,581793361.439517,431570781.331615,657084662.116843,406499197.053504,1128042142.34672,804201346.276099,817664788.318345,417826062.260642,250316762.39984,299374783.843394,77502972.2112285,287648955.347902,1157903959.4736,394371651.166618,546004796.585834
MB_2211,1249608.28178455,415587.138493807,869739.269811599,456667.255218122,1101139.93779411,2564921.89195203,1778245.00050344,1362000.36016078,1902041.93994053,1497987.07629256,1593179.08358615,434067.008736089,2011032.87099277,1635668.35944073,790790.626674168,1220075.06647424,885505.425389022,1797637.0973448,1167910.57573995,1584265.67825436,977958.602568179,2252246.85970727,938075.836040894,71785.4672042842,1048056.29902001,1286537.29308431,1551754.46951804,1849773.21028201,872910.190208181,971447.379314655,1500324.19792933
MB_2212,16399605.035097,11514379.9851095,12904855.9285847,10522898.4860635,11665276.3619978,15766075.5119604,13280512.18575,12430467.783102,12315992.0832438,14039156.1710808,12711835.8999962,13105647.0256587,11095106.9807654,14933148.9619578,20880302.7101647,15253044.6382772,13694564.3725984,14284600.4262214,12706166.0649876,16054501.7871423,8582431.26900442,2159595.87911747,9472725.23275081,15090374.3753765,11828707.9949632,3865622.01847847,14589937.0782089,13492286.2906898,5004454.83285691,14376064.5309237,12307987.4466074
MB_2213,17691849.5293435,7518014.61244811,7527243.45992931,6152498.00024519,9992180.37883283,6320471.6624629,8525049.75323118,7695203.79728494,8133966.20843446,9991486.25691997,7271507.91606929,6311768.88937882,5496890.36596083,9068264.26860821,4670698.01968495,9325339.11274986,6602592.07630639,9661786.75450495,6933088.8135327,10356817.4553396,8202026.42361063,5602890.68167603,7662803.62306758,7679444.66192279,5770189.48163365,5463434.10595978,11234616.7673362,9906449.79002228,5716063.39749765,5470424.85115923,5260294.86444779
MB_2214,36226055.923099,28561673.7224789,21182869.8360245,38903940.6721322,11188639.3247415,9081869.31083145,35549370.4087843,60119144.3350987,14336449.6108242,34440606.1672344,38650092.6207603,73699519.1180456,35548596.6639005,32462921.8614397,14831575.5190276,4790126.15593116,24436995.1245245,18657825.5882241,20831584.409673,37400440.9132219,62722901.1200962,16410626.2733754,13181627.2548872,24470243.5170851,24381002.5146666,34361627.0075676,38458104.8448156,33196177.850567,14493110.3605389,30216083.536523,39642023.2229763
MB_2215,3843312.06536224,7806914.35742946,23460145.2628591,17586737.5264142,6493823.06044461,7734448.7022904,8342030.04202557,22468571.5457157,17713002.825699,18044362.0079519,4022255.30449331,12838651.7170714,26372503.075316,5738007.75161092,5933945.77787712,10308438.4079853,16329754.9471214,5420614.03396789,11958130.9741257,744858.970590279,13835570.124653,6421446.53057232,12970599.5298518,2035892.82916548,16470411.0217276,17284965.1117433,14597929.3642843,4408488.95105933,12165302.5485264,22725966.4542791,20969069.533271
MB_2216,2700545.33128414,6004424.46245935,5820184.28803451,4894753.16267744,7514717.55158873,4711411.73391135,5011072.23762839,8285763.63476221,6159181.86161002,6183994.58520312,6357663.61659042,6891415.01095982,4371878.04718138,7925951.12898468,5236488.81285924,6511426.39443412,2548027.42612081,376293.546836399,3708754.16467521,3489559.52393228,3662826.18379748,5957936.15133462,5996354.27895472,6169010.20520089,9391641.03339317,4188242.71174376,5803249.43401838,5512615.68337384,6867971.34070415,6193922.02184717,8738525.48898107
MB_2217,9391063.7022735,5134205.0425428,9303800.54739213,6862662.35518067,17018134.6051723,7539876.93645317,5430547.33587208,4434643.70087722,6253245.988427,8371565.69293806,6267719.59686924,5759030.24654167,6386869.15225306,7222064.29401549,6688201.73203433,6230530.45559624,5267908.51629905,6396101.72195764,6385855.67042738,6622630.57857427,5902261.68589389,7618462.80204206,4417034.44745215,5866979.52860574,5243377.71812433,10058793.6372334,4744124.78817825,3348152.67921179,5272209.80677508,5353904.42429622,7950259.71900579
MB_2218,3045055.12668067,5978536.02386249,6312375.34262478,3820658.46125576,5599502.24576359,9790973.13449236,7433964.31820498,2435582.16055849,6133256.76084623,5525583.64830159,6776115.18778841,4965962.51022938,5512313.76985337,3744223.26337414,3374471.91532878,9138961.70579436,5321405.87992853,8653300.88890889,8643767.26787324,4846391.96305337,2977361.03470212,4826102.83129338,5633767.40635817,4002872.25370923,4039119.67185773,3848107.07145448,9014639.62289021,5520761.50871293,6230288.83407175,3788336.08974423,4119822.07493496
MB_2219,8449889.89511261,20403908.6437126,13791752.1675176,7411264.53049189,20949711.2302331,8825025.97870662,17336120.3316364,10431550.295912,9929324.91047225,10217947.1027444,10215999.9568807,24495741.6849689,10655441.726224,17962812.5942053,12832057.9699326,8065079.36851712,12327777.2586974,9059028.07588392,14372532.879517,15089355.3202791,9931686.47034938,8452044.42861166,1595811.71218725,1395347.62429404,16435691.540854,13184729.9785653,5842379.17697059,18952670.0211712,11112600.2476664,19732921.9235491,8626970.183148
MB_2220,26923818.3843556,11022493.3096709,17366953.8965322,1992186.58189068,18810576.5742751,34264645.3917703,34901455.3209626,1719306.12535252,63063710.8950468,15646347.0212945,5311631.42976326,11715129.5286179,13509597.7644009,1793456.57722369,38901394.6881885,26367323.796167,42237749.4490541,41547729.0643195,8460955.92689471,20569104.9816043,30634527.7265107,29959677.3621788,53317986.2613118,758173.870586798,23094073.8927524,36968185.3059637,33398107.991576,16369600.0220242,38983358.0050665,56286365.9839654,17343095.5077852
MB_2221,10064175.6402671,3876262.44206899,11036554.7553445,13336837.0971273,21483882.7686143,10185046.17439,3797736.84349924,8605848.02805958,12246369.3213903,5832782.62731771,9358942.57503972,12239526.8084417,12514189.8904264,15812275.4839458,13608190.8654145,15121581.5645615,18303098.0109252,22713900.8976567,19976520.0493859,5977726.49766298,14474530.0986663,12688017.8353975,14120802.805376,14301758.4697407,7762570.24419666,14479655.8555879,21037750.7704693,2336137.78768556,3655193.72232774,14779544.7541541,18262668.662059
MB_2222,45556675.8145823,27867291.5049209,24824573.5407838,38811519.8813895,72994142.9055409,40860867.7419471,20606404.942853,20761663.0179341,29778210.7086855,49437103.0555653,42048261.5235913,82931993.1365845,58214755.7081557,28740311.4248842,32182852.3863974,19047708.5779545,48426663.0429998,9435680.18164599,31877795.647985,38875642.6733235,59361272.9175194,24209866.8974768,12212573.901797,43107816.9360913,28252158.4949058,39139049.1086453,32174815.6568358,67258530.4054346,65711178.2337633,33444480.3320425,56387925.6978298
MB_2223,14883329.2864568,6833639.44025572,7911666.38429474,1114377.99054593,10109122.1880116,1946253.0454011,7413959.26986627,5815534.31514155,3536593.56671771,6089386.05209565,6637953.82351627,7902780.46911955,8300977.56987484,7321993.7659238,7876988.26804503,4650352.88525936,12767761.3168278,4114903.15705775,4913208.43228807,6518030.24661597,10727446.1667488,12765864.7708414,4194740.28278707,6898318.64240828,3663074.63268694,5846232.9837656,6917470.44847704,6717946.19835322,1795053.39376452,5568111.65311963,7886360.06264978
MB_2224,4759037.01412018,6098659.07615469,5436633.40900741,4608518.10008352,5143111.51373222,5880150.32054212,7982275.1102731,5912054.73957225,4076127.62567388,5374326.6528845,4398340.89121286,5259764.9249352,5893839.05743831,5836367.07392919,4568939.55539897,4667683.13090613,4867014.46140386,4792204.80724984,5170163.46994745,7002641.92054648,4649653.14496466,7031189.3637704,4594642.84158563,4098249.0282139,6118329.89790262,5223433.14100094,3443265.81879319,4223866.33894233,5993299.25547947,3703421.0709198,8373205.13711611
MB_2225,23466294.6721697,20733573.8468899,22437116.4711342,21124407.8824045,23766538.0228576,19126843.3211771,21565316.0475547,23347218.1782122,21652313.2809062,19859825.4706553,22003601.4943154,22988163.9686758,25334205.7593946,24004476.3714059,32652430.5766432,32420388.7745029,34575891.642092,31881749.9228574,35698467.0882064,35563291.2205446,36748383.9077799,36667487.5774689,32341730.99894,15395027.8575974,17529625.2417216,16528335.9744124,15029802.3282729,15814203.756412,16103433.5652626,17196647.1062855,16365615.247163
MB_2226,7110477.42117117,3155819.34344677,5471942.94943357,2967820.0772574,10332522.2796994,7330740.91219806,6044397.47844194,9535504.35979813,8043210.36848969,3776148.00573717,6874443.78854719,6063340.15260676,6641568.93349786,4129448.327169,4408210.2238798,6552279.34311533,6922094.44191032,5251349.51279719,2539054.32509573,7651859.89472849,8848091.10625667,7206201.12249118,10960296.9669143,4867728.35196624,9742806.61860781,4752481.46533712,7547847.4221432,5630115.01896425,4123365.22716644,4179559.10265917,4994801.90326799
MB_2227,7821961.75471389,10011498.4983453,4898901.78751385,4372321.25781032,5559004.74986643,11104966.2978515,4078786.69888771,3331898.00713935,13153353.8056891,8440121.9096219,5967136.17202412,5245679.65316956,8375950.85505126,8982094.66570273,2403148.78714188,6033041.57049769,8231936.48703176,2595522.39998607,4933711.50370131,1547912.80625984,12147458.4327624,8589019.3973635,8710921.91628437,2186784.72589635,13471310.6963109,7938241.58826279,9977211.46091433,3485602.58236781,7268646.89700323,4492247.00531926,1351981.52970462
MB_2228,12629940.2276468,10221742.6340856,15600215.6188291,11486961.1732923,14326306.1294517,14602771.2995781,3996682.39660606,7169530.32048254,17676371.5995993,8210706.28635163,10027130.0951643,16999184.5246287,13010823.3979435,8227727.37921895,11189927.6888056,10015468.6835137,17091656.2891856,11883017.9815736,5105971.58476716,7910028.27040743,8259890.0084404,14597073.2079696,7144018.98034302,7883031.66406525,11029088.3804045,30237114.1807998,2774812.89673741,6357795.19894971,50130091.8371495,7732553.81892305,10552222.6343982
MB_2229,16389868.4001618,16942561.5996895,20319029.9979665,17652476.7595825,13041275.0095297,16283830.0953359,19101927.2920488,5626863.16232602,17678338.1564412,16136600.4866723,9222290.87839479,5707664.37656084,16762177.0292997,10274771.1019724,21576563.2959375,9662311.71473177,13790438.198542,6308934.85190737,10346975.0571562,8724305.50253054,12001888.2270464,26654360.119923,9072726.14595932,19247098.6362833,9549355.12735521,11036457.376584,18485228.4749269,13392542.1813303,12299266.4304017,12134127.7762982,10752317.6764677
MB_2230,20188132.4867565,16314836.383415,15453316.1381861,15451539.7344275,17405493.572976,19178512.1389761,16230838.935411,34147849.2250817,5065322.57556984,12147772.8842653,37037118.5573934,36673388.5078819,34755846.8131834,29425218.6179642,37510847.5861489,13874051.1564177,11895306.6927784,5525415.03303452,23823327.3236646,23598702.7422657,19700040.6824036,415729.667344384,27312454.2611743,8860503.91843203,21848290.8927498,11125221.9217742,17792651.1737414,6987196.56490275,9873751.45865263,30912938.5998078,6352947.83985654
MB_2231,51294727.1044651,116224745.29263,78222301.6075879,96059604.1134447,28909006.694993,17465374.352193,79270958.0343088,65616470.750458,62220760.967649,4142358.15388305,142228394.49727,62506624.5776725,82655099.5544831,107613428.183152,85444781.108393,122533351.709948,60758126.7577689,93465889.382496,46957291.61127,134158051.770958,84798892.5748706,97097050.2877382,53921405.0601115,113464089.662056,51448376.4707172,17149024.2622349,62885020.5726405,89802785.2313793,165838526.724151,71415390.3815525,37984636.1053968
MB_2232,51454286.0610301,51537640.9818327,46097528.5341762,10090951.4029083,14522581.6383616,63747332.5246758,57744285.7689031,3987101.82947182,42720487.1057613,9726185.99289757,34295107.0921442,15968962.7825926,71310149.6966353,142580653.040267,24089181.854738,9745968.7232075,21289539.0218827,38776594.5502905,61200520.9741868,54715233.0883123,217695255.532152,42229282.1016412,45456831.1281129,177397909.187002,17647126.6646322,44137607.5482783,15135660.7303678,44514661.5213014,10893170.5219947,8177196.40870012,46163234.7092716
MB_2233,48069383.4884282,23453785.2507784,38627295.2077697,14623593.2023678,37940024.0870514,39300762.1330851,26467775.4272885,55648276.3883747,15110616.9574792,18897784.4152073,33580495.2347566,28216930.6991989,26660211.5453595,19049659.2905467,30401890.8316605,12100088.8868296,15785950.206682,19836116.0221178,25497929.337558,58268131.8327625,48865186.773218,20457796.9310179,29141383.3562261,34502306.2177124,23567874.1028135,18552965.1345541,73118610.7821537,35611373.7236999,35894251.5421767,20847400.0529749,11810124.2989523
MB_2234,2400027.01235748,5192544.024479,1013821.86506476,1704842.24353355,5005094.34103558,4291535.1942552,5640458.15929036,4118608.06909096,4451830.61861968,5951449.94161274,5725150.48623158,3994287.19862508,2580073.1067894,2001024.69105515,3221551.03564926,3207860.53612459,5861821.32446484,3856112.05266004,3475543.89363203,8735592.55185416,1870015.32094949,6993103.43450785,5136702.8699971,4568520.42360607,4891378.8177966,3635519.21491274,3036297.51127027,4427826.28961023,5100585.78287959,4688377.80121907,4217159.13759359
