Class,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,Tumor,Tumor,NAT,Tumor,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,NAT,Tumor,Tumor,NAT,Tumor,Tumor,NAT,NAT
MB_961,9271773.73894015,7847418.32724166,421711.066947352,11668236.8670092,15463619.5681836,4039511.01679618,10120012.0895826,8467802.62181055,15102296.1016252,12101809.7482509,9711055.74702943,5009685.86833784,7801453.474877,20371696.0258044,11838100.4854445,6777558.64853922,4725861.97526,2149305.8878751,12796137.6663821,10375374.7817898,1394678.0775921,7635813.41321908,11296376.2108681,21229018.0960583,8125983.06375243,19484013.1896715,10718610.9207537,8593837.07310912,13412718.1278363,8721846.38150612,4494266.96667065
MB_962,20818287.5151259,73141719.9926534,13210812.7395646,29519837.024358,20946248.4406663,18230820.1193191,4473319.92893155,28450329.4656075,26062219.8334271,12931442.3740292,11102556.8058242,4466857.22397345,27525626.5641736,36479000.2899844,55144389.1595407,27953259.5307767,17256405.3135005,7865410.38079906,23022710.5658906,21890336.1511006,29318927.8597989,17423494.9790597,27550941.4498648,16808646.0581152,37488015.7210876,37019461.9642416,13456729.318939,23889009.40125,11464564.8306471,7409101.65842888,22201156.4467573
MB_963,12286622.8094332,10589446.275935,9088969.16909607,10060799.121577,10066296.2231993,10530052.3516014,8067557.56826566,12144209.5397751,12019400.8232341,13447616.1472326,5855106.96442352,280332.281610426,5831984.03177106,8128762.6381611,11712105.9396449,463258.618388096,15619166.6845339,8815232.400287,10193021.4646651,10737580.2699016,13232775.0058728,14323783.4716493,8957813.27187001,10272261.7724757,9834316.38507441,11110382.1620672,5107817.04898508,14616687.7391105,11816763.9330605,14407960.6112421,10878236.1991611
MB_964,6172275.78180073,4940486.37940686,4715201.95721694,6659220.07696459,7115568.83055593,8373777.36124348,6639088.57747392,1519463.02577455,8516054.71477111,7582404.60480895,2153536.94690785,2706241.08716954,8743775.84699337,5666181.71533768,5162731.83696469,6543301.16413763,7284893.45135421,3875149.53674719,7069437.51908397,7854903.65835614,8507114.36877937,5704320.49791524,7635677.98496963,3768074.80905949,5347396.49490193,8496071.39573016,11553935.0707157,8797184.28277319,13006584.2599341,3370544.76964108,6587186.84091141
MB_965,14076831.0790013,70280.0063710921,24970195.1042481,16782292.7053287,10577687.2542227,11151495.619906,31492005.6552989,22522789.4831956,10731381.735089,9555212.75856403,29662852.7718446,20262296.8848872,13067621.8542441,15312498.8809942,22684341.6442133,17003542.4703777,13127922.5962559,17642622.5588327,7425462.1800044,14268839.1632527,10430380.0467714,19995242.3234056,32458720.0579656,5648331.74928,22316173.9072329,3434120.27744143,9904709.3826742,9777244.68785994,23336695.322243,28003145.0123391,6018455.02120049
MB_966,16826829.5803519,10701406.7116306,12469966.2683793,17754434.3673522,14294668.6900311,15109519.6451139,18399505.4968748,18329246.0759787,23868841.5261373,25835169.6561723,16093414.1221248,16807471.3949396,13245817.395987,12587207.5705738,16003704.0075422,20483008.0476645,21676849.4843839,11024671.7067535,18801314.1776629,19043513.4215881,14808149.4369113,19430582.1473745,13459122.5379521,7942456.28296257,17341983.1642359,17153039.8734017,17813747.6873257,21270120.3629108,16108331.2040276,24312252.8854333,26465886.0722329
MB_967,12288647.1828314,19206963.2878386,20460355.816119,13737171.7848416,27340993.318167,17309007.5502509,26337350.5006495,12317640.9894933,28359245.9885785,17991922.2289966,8718984.7495255,10283197.4440036,22184550.9570163,23231693.0793991,5467001.94231711,15062586.0436752,29922609.1026342,21903908.1584879,24031184.4763276,10098504.2659093,8387963.50015029,21454728.7519916,43834899.4397561,25504224.5506336,25674714.1249073,11792347.5403788,34711606.0143682,31113539.4905602,20479778.9812784,17532797.9711023,28049610.1211613
MB_968,20860925.086322,10532362.2104961,8736894.12340634,18058992.7540362,2199156.87230496,23608040.5372757,26203635.2963961,14223683.0847294,28835723.4017474,16616801.6088051,5969523.54064302,22238931.08298,9378997.12873358,9905.74021015689,14355060.0824386,20123517.6475014,22092613.7772729,19896308.4302606,3820933.40162063,33022106.9607782,23962971.7872114,21626785.8208588,20862939.1129848,23301153.9365001,9184279.87397623,38546850.1947306,10891093.5124326,20411740.0636978,38888046.8278309,22421146.0541961,15222105.9163359
MB_969,3418476.87527694,8010959.2248682,3876191.48092476,5524049.98013806,6072981.34290315,5849299.33152186,5695415.86978291,7751356.41313631,6085677.91910742,4312915.00561187,4713820.19230282,4084889.5242798,7289864.7751071,2593984.20983608,5679405.39601939,3555870.61368214,7979490.54302629,5108093.89941195,5939666.2847063,5386438.75899786,5748647.71849329,2825489.04017011,7040756.01946245,6482741.94712772,7199110.85060114,5335516.72646278,5547133.67528763,5824142.20108485,5128033.16243123,7342075.98511867,8138414.05737211
MB_970,5839086.23595108,3264444.78134144,4781488.80828593,5108845.30288018,4599721.07076815,4059274.33820073,4916536.68061416,3881961.37051763,4288820.40093337,5660826.76575762,5738970.58263505,5426570.20921249,8060356.22660303,6475550.89524181,5273972.35151474,4173842.45539702,4610279.42137696,5198827.28030439,5050221.6920528,4717930.8634572,5583048.01157539,5366636.19192177,2937651.05836,2821670.59162297,4323239.77233705,6223387.25648976,4220960.42845273,7224975.17685396,7680460.99495972,5055564.56314593,5152862.80640331
MB_971,6884037.8989123,191524.830770437,6350815.32355715,12006027.8179575,1779243.00763978,10783246.0955666,15487935.3694172,1847302.47779813,13211604.2003687,12267106.9748664,2706750.03356315,11140028.8406559,8769812.81383769,7392151.35784224,5593148.96154145,17873091.5588562,1858247.0646139,12515657.1310848,10494728.3085999,14543846.8291149,16819055.2545634,11878581.1422457,9154487.62949422,15655862.4364483,5868028.01855338,14160405.6888772,16222013.8847197,17370901.563617,22249376.5546239,10501322.1056075,4489238.75667103
MB_972,3765715.81315444,9315799.30979855,4333882.25078211,3278634.95979388,6246581.99852528,7287294.46873995,5069040.32725667,3504486.35108651,5938154.28196553,6130958.48236944,4889781.57490299,8539694.47405465,6719274.03015208,5974306.63157999,6010703.58459248,5753708.65753604,5113546.53334312,5100701.53520215,4414562.86388784,7805733.7599871,6669674.6797804,6993497.61198257,5240183.15259039,5807090.2593305,2591260.48898466,5299866.41642349,8011930.31282111,7891006.78159858,6449322.78807668,6331287.86117108,7589854.9858919
MB_973,5624470.07541273,9587285.3071869,1547198.46169503,1455944.72078398,3882165.79084663,9030490.64688802,3928568.60736243,8180640.27677556,10382045.7831724,3883035.00132245,9011868.8821806,10220375.9995405,5118404.3864951,6996965.05699745,8840945.78858631,6602994.01945321,6529325.44963273,6976587.4285712,8794467.46289246,5529861.68140742,8595888.1930397,9322023.64453403,8964451.56072738,5655609.76051854,7743812.33987934,8443721.28228717,3149684.95301608,7071917.27809459,11542856.627485,6071623.93775141,6025572.58132408
MB_974,117941265.293791,5689717.03513968,8826922.45705824,50855780.7357537,10542516.125755,23773958.8946015,13818884.0087031,54463432.6681154,32615278.548662,15288046.5157065,31571782.3638593,9537068.12037718,31667351.1469399,20341777.5075897,77253841.7973827,14771626.9894993,30873835.1172496,16652282.8996412,69209483.9296502,113506157.763757,18644325.7050671,34489458.5746268,15893996.6851815,94835953.3521349,71959593.4317404,7867950.44265786,44358541.4196594,10004859.9650521,94260789.0602187,11033296.0777765,22501937.9963358
MB_975,8176631.80411498,5536054.32368997,5753858.85746268,7523048.98064686,4926558.72662152,6188044.02328892,7501189.55507177,3069709.4926783,6066949.04273966,8211639.26639318,8653315.76703971,4040870.97783451,9042441.2158187,3385774.4988481,4698199.85964327,4077706.44353577,6993634.21565155,6733853.7620249,3983281.33626486,5434592.55347705,6871217.83012138,9284498.1128027,4568383.53998269,4399226.80146671,6797399.07851055,5966860.18926664,5941969.85900496,4918669.55323726,6403099.03314134,4650793.57986367,1891223.65061306
MB_976,92398.2443056395,12717569.2382488,5924368.39322918,6323599.47594261,10438750.4198022,13430142.5998648,18088735.5339024,2642139.34999199,8188407.90340434,7330867.61072952,11474056.8710263,6628520.83052768,7580133.69471296,13154158.8811019,9934498.22623051,12038178.4783678,7804601.7808322,12007315.3996477,9868997.64796931,10479649.9143841,12883178.9211922,13207140.7341774,6600672.81012618,15069178.1432113,8570703.54181166,7682968.1140827,10730757.1984608,10156892.3390468,12251496.8323626,166382.642930025,128094.621714004
MB_977,6704845.61319416,9234141.29827567,12309681.7663624,11940964.1088178,10042700.4064307,3433576.25573774,10863082.6667527,14065698.3907941,24941782.5278194,2043046.17315389,6328469.93171661,3271951.14144726,2266270.77922531,943968.951098688,1674403.86597416,8346483.87532106,8311779.19901675,13177914.6031821,12885758.9242963,5107950.97243538,6827014.17820095,6803141.98076278,13808677.4281926,8002290.56446071,10949246.8300926,10846297.938635,1341815.27181322,10380137.6436817,5330499.6130669,8486426.42898717,8352602.52260406
MB_978,9675304.26978635,7043872.94063822,8461998.33045812,7058351.27316983,11146658.213647,9854829.2772478,10051724.0227257,9466522.11910583,11293516.9068585,10974447.3532743,7205288.15936045,4828286.94790254,8567774.85365007,2354760.38443888,7509503.1473931,12069829.3286885,8100729.99525707,8817783.04078649,10718693.7022258,5707044.54670572,4245015.30883364,5815249.66305612,7237033.89277183,6326295.27644893,885218.417800671,4452499.92135644,8019131.46978156,7382744.69999783,7645839.92988969,4537591.96720522,5359301.09003704
MB_979,5801741.33194683,3795884.69937887,3328038.42764294,6262734.53989889,5269518.29653469,4432345.31113789,3867618.76171933,6131890.22341849,2425532.43360261,4592086.52587342,5184889.59815658,2877623.04370103,5593479.30626602,4130323.86650057,4653336.7657323,4197275.6248065,7991199.53204276,4565926.09164036,5805093.21779085,4434425.78979281,7005912.18506899,5109411.75742028,8235668.84196083,6489621.4785871,7079556.7817784,4101522.71639043,4206439.56563994,4341937.30302993,6284426.55047118,3922983.74890416,5812292.85234023
MB_980,12922003.5159074,4358116.28332668,7683770.24598091,5957094.3126909,9404095.46641827,5368982.81693521,6842328.93818669,6106243.61003162,9439223.41192046,6454743.85407431,6928122.34956306,9721816.84649504,6982395.62227115,5936433.27158366,6534309.91997511,5737316.89403845,7190969.55542037,14659578.4521934,10304969.1423542,8342755.84953541,63543755.76655,10277067.699334,8848995.58344694,7204535.81900371,10159323.1080619,10284147.2493186,15615087.6735135,8225603.81035602,13002364.0288754,8096895.86810733,7381845.47856877
MB_981,6798906.25745968,3718210.94036223,5295739.4093765,8321095.91336987,7465856.28322895,11722853.4285886,5186629.00434147,7925302.57685101,3826329.64979442,6022617.6836365,9182395.80413835,9190434.49784109,4193153.6126058,8411651.22553432,13024782.891628,6083490.76692173,10497241.7881055,6908201.52329502,7523286.58531495,6023438.64565777,5433988.59619963,7026384.35645948,9972760.27944798,6288525.3059784,10823013.5027149,11713795.0994074,3774123.83789235,7647093.66250648,11812286.5494025,11153773.9369619,8059080.68024858
MB_982,270366.529993754,498265.829233801,1025183.43222418,982852.819611723,644043.92491188,2249570.07961493,2065256.89954185,1753985.79587798,1882955.35940245,1220341.6787635,659252.648206556,779797.750452796,663588.220477794,440777.242074336,2389852.44404639,1477513.80668743,1510495.75523076,641592.209817387,674600.31210372,1538860.5580684,1011465.00038583,840744.409196574,1316634.36521262,1926305.34511425,1608039.02736768,636317.634839791,1121505.57594551,1535312.33602583,965709.465496782,1266755.5728056,1709136.20215352
MB_983,11400920.3961766,8433717.00119921,21176436.9421146,19733184.4818966,13164343.6015896,7598237.66313103,6553341.35720941,13876770.5375472,21164903.2399049,6443080.54601243,21340724.684305,14282544.4731664,11903134.8549264,13177412.004844,10424198.8687281,3084644.29949332,5608139.31342383,26976186.3654826,2357619.17542302,8332485.35079192,5166380.18787153,13181846.4388015,16094309.0183435,22377049.6688867,18914157.574178,14719423.8214562,8641784.71838373,11112179.7846738,16761101.289226,19170433.1446344,7913726.06301288
MB_984,12887731.791617,5372518.81445798,4552322.68201886,6275899.38640147,5548249.74217029,4670724.20130805,9436221.78639451,9562441.83458267,7224150.94057895,9024280.99103507,9581828.91890034,9063249.55960665,4278073.23120575,6822011.81833518,8169229.4708098,8380960.84788902,7880789.57376709,7372694.34531934,3054579.56874364,10950749.7095527,6857417.33612897,4590223.94797202,5620321.08136237,5416760.40427756,6987289.31776795,9415379.32435319,6111153.48521438,7652163.03412522,5729491.80125103,10055938.9577263,6138002.81413514
MB_985,5790964.94922779,5499715.64683839,9379088.47088706,4920036.62511037,4920043.69926066,10216104.8700654,8818904.8525132,6462537.3043185,5798277.12366732,8144587.38656043,3528842.40071406,3180125.51091707,5278959.01727574,9535875.90610255,5955629.21976604,4828111.17950829,7655210.72765343,9008435.83761773,7507260.47263585,2708114.46069721,5843227.48878738,5929409.63650401,8594766.14535899,8156304.90563122,9222931.8609707,5730780.74098172,6571654.80139644,4788473.30946386,9647383.21014476,6433560.02722856,661082.830009318
MB_986,9213017.25594453,6674900.9873846,7814906.03981526,4857816.5812097,6150858.74174622,7716037.77944689,7944686.93189587,10565312.749434,6979522.88499021,6210693.35394979,8067519.93263782,7036307.39121408,4669766.32640815,6796854.63208073,3296448.11693018,8319992.40842599,6061185.61354263,7947672.47933818,6937118.86663125,4163883.31058776,2395517.24108099,7957504.20306644,5143131.30320396,8119182.97860717,5512293.35691561,7087463.60982232,5366617.85921346,5741198.19682596,7861135.99424964,5622746.7042726,9236890.70188593
MB_987,47478568.7845033,55934736.2803233,22083820.636023,30609204.1362935,39439625.0117872,36259024.026794,42145925.9264314,46367406.7547501,48803132.9307539,58088342.5456114,47181220.1837381,6641159.70020369,36140792.0595988,55081712.8160949,47998076.4390827,31809745.9351984,55178155.0791611,44860706.34317,14023569.2761749,38826877.9610479,24853166.2389775,31459833.2630321,63316483.5077653,31879396.2026228,47806260.1734116,33824790.2604732,68339199.1146595,51085041.7621215,69651286.6655804,14236266.4185824,44200625.4763123
MB_988,16221501.27768,11214238.0149089,30219094.6046857,33490004.6314534,20251108.7320198,25966388.3747989,30495209.2775965,12876645.4050463,33375574.0582514,21773264.5255473,32359749.476468,9604370.6190487,5076177.7624968,16944475.7817046,2685887.99363755,13357989.3409268,17841609.4787169,8042374.26167069,25169742.7312655,20539373.4941564,4700874.05539271,17558230.0662851,16687904.1172568,8148017.14398878,17740056.4468809,8258641.80182858,23597128.2239614,21944958.978145,15814034.5883059,30336378.0138263,30957088.5952672
MB_989,6639740.04444956,9150323.63125845,6512282.23717835,5168598.14296729,4125961.14798705,5619574.17704677,5368209.90286905,6980572.59988111,6883339.82395736,5146118.99356424,4821876.14076753,4943934.05008704,6525697.60583074,4655487.95591804,6110382.40547435,6084644.00929339,10091100.8701684,3313574.39874904,6819483.2551304,8208899.77586369,7054937.89918959,5742252.50654765,5432863.68175393,5930793.49073983,5185852.53225282,5163422.87714682,7721177.15803946,6406480.76381815,9366995.00792703,7160029.12820777,6259629.64801911
MB_990,9545661.97916973,13229869.9511957,6202227.3884887,13959803.3814224,14397214.6938478,8257886.13815316,9271200.80906991,9030261.74718447,6281626.10585627,4758357.03513845,10081697.8424397,6370692.07645574,10770458.6860311,5922065.82887175,12448516.8242699,5535740.88031292,16231256.8776877,4812228.60774107,12290532.0115576,6340913.10048766,8119849.13471672,14790458.980862,9654194.46693364,11623956.5205138,6708516.21753692,8694903.9813146,6591645.44897095,9344795.29804273,7394354.63336839,10416195.7791,7349127.89142279
MB_991,9047489.86292871,4033771.95924251,10119572.0108476,8346139.41026127,8118624.87190526,9619740.19641954,7969680.03006341,10891807.4306404,8210907.94854954,4609316.53403358,1249254.96957302,7918877.9297993,7987722.12574794,9609271.1459471,8822394.14406361,8215233.12852312,6351663.02825514,10688066.2050651,14806549.8113722,14095147.808266,9993891.86814498,11868965.8395006,9626126.95046148,7016284.14495916,9031824.51809224,9472019.73206195,5239945.86857695,9079088.96526489,13788855.553469,16907168.3426489,14066379.7661008
MB_992,1204644.34975006,836713.006711274,1281941.08455146,1302078.78037079,703703.204405644,1614709.45733488,2420397.32161253,1058056.6441887,2097576.07581061,2089916.06616813,1504593.14327533,568507.134991092,2084371.43176925,1401237.43740433,470133.934023586,1961277.24940091,1700107.82385616,1287395.68831896,1461082.37195154,2167564.21418708,861989.625855815,1157860.46166012,1336936.94034689,2709169.78045323,1488275.52790503,1208652.44060315,1743579.10569316,538769.9763958,473859.904825115,1773420.14307103,1724804.22529832
MB_993,14963687.180181,27603731.7386489,4411816.93041231,38036300.9714734,25432647.1346287,15942446.663519,11095965.2484477,11772734.0416658,11613949.3163624,23231746.3910057,26373763.0928948,17654037.1370148,16118078.3475324,9018247.43569914,3724722.70229361,12707205.1992196,14943554.0054058,23333282.6790452,872883.764307056,1209209.09090742,15445419.2801135,14871299.4528932,2677173.86411433,253856.96991221,7507768.67534735,17835427.6246815,8075814.1350872,22602927.9663828,17578513.784157,15760209.8993573,23844495.9436127
MB_994,9250681.89784972,2095102.76020367,6435155.3230595,8508453.22254506,4853048.4325245,9941647.77110946,10425216.3548909,5699310.71415196,6475738.9024945,7208562.96627838,16126727.9359274,6860613.48301524,4616402.19602079,7019532.31715778,10729932.4780432,10383488.9357296,7877033.02120255,6325626.23579002,12992392.3450012,9773452.70828905,7603735.77298301,14917889.6721686,10065632.2508033,8432587.67292351,11306384.2817463,8012745.96106076,10410443.5626447,11490461.1020957,7851384.74622717,7001333.79596321,9620617.68105187
MB_995,6881392.36254468,19012090.6070277,16933132.801756,21124222.6808374,12915172.8300291,10170006.4054433,16736570.2170287,8814034.59818317,7886629.88633272,15667460.0787522,46719755.7723438,6877602.28734429,1894442.77290848,18379776.0030856,8982558.24786133,8972873.13355833,14968951.5519855,17610690.2702857,9993982.25784421,13657951.9996763,10825716.0411779,11061215.7741923,7948781.79290201,24221163.5903911,10916038.9382597,19421222.9865068,23717415.8041282,12219584.9662595,12700559.4029621,9993741.39064553,12437676.4681332
MB_996,12821306.3004448,13791146.3263047,7807020.86166406,13512003.9063568,8329513.90577857,3738637.00518655,8513160.82642887,6869829.67840746,12708978.2938833,8644127.6873826,13399069.5518498,10071076.2744093,6596016.21477193,9591576.84460256,11623175.7681823,8877421.52705879,14569977.8067108,18054784.5502813,13396526.4815112,9727132.55289595,4506952.70584049,8428936.51668457,10232723.1683793,11394187.9196495,13220148.7155365,9435670.55455245,10418536.1700893,9499135.06319909,11743024.2585588,10243297.5357135,10869002.8224354
MB_997,22442991.3547642,20855807.0658877,16218437.9837322,19398737.5499504,11193481.4250985,29191225.2840408,11583128.7509408,4026346.18612521,24260771.4841541,10233885.7302902,17573613.0404801,26703342.3504505,32826326.9597481,13520435.5860667,3975359.12927979,21814296.6059967,19958579.8689873,36042802.2986978,8966082.74259581,5830351.60332522,16917827.5251936,6426133.1616598,27223598.7771129,37360767.1417629,6351641.85534939,28058221.1488371,25856866.2653734,24891301.2091099,11656195.8697938,24975972.8929764,24696165.148444
MB_998,12070455.5314414,9232424.19643026,13370327.0722533,17321646.1249084,8916119.59400199,17165908.6257656,8105729.23458936,16820551.2616254,18295918.3052729,13171799.0680745,12562693.7898629,6221907.82357977,13108800.6179306,12377533.5504339,20793819.5546423,15957301.438828,20534413.6424546,18694477.2772216,11436146.2745984,13356852.1139604,22259793.1329763,8080992.84419938,15118593.5519259,6182565.49730956,17240162.8779824,17326552.4658871,4316350.23596974,12293528.0750463,18070091.6484642,10798560.5880717,14124678.8545517
MB_999,20043283.6015852,14529100.931175,9980729.50032166,19503928.5094067,30949396.3342912,14853065.1211123,15937470.5801022,24785608.0427231,10970479.5592862,3708901.19527167,28530930.9725318,3481568.03649414,25227397.0089583,34513998.5860212,13356833.0872652,14728112.0710408,12492010.0168652,13064645.2872734,3972967.78584927,13546089.6310698,5840209.54695569,8252414.68720943,1889716.49828958,25331759.0306744,4411960.13119746,10328701.2323561,12223398.0960554,7846324.66759535,480666.756527325,2083699.80036225,16672762.894525
MB_1000,5411594.75344588,4348186.24347126,5149148.95819164,4770515.41144009,4589094.14632847,5356515.85979679,9425212.28223156,7178260.37047705,855696.494889328,6290608.87050754,3695731.41073916,5328807.73946083,5160800.80262286,5967155.59977569,3311535.55151057,6535544.46365066,2310762.95890735,8084797.36639567,8429276.94258615,2246567.59443404,6888309.43581807,3960571.62346411,7876911.12685642,8001379.08171879,5333000.13519716,7732133.32485447,12142384.7464338,6834553.36754903,3293745.93045124,6085386.63411616,10407364.8009884
MB_1001,1066349.50285317,925625.923943681,1015329.86465695,1253122.80547777,952297.960295722,2691496.42745135,1051986.47586338,1393515.66205721,678593.669489231,1384568.79800371,2084184.72263361,997109.603931922,1544218.36680567,1020272.30257711,1311618.80320863,863342.358859441,687172.212051086,1521962.87320443,879308.203746741,582998.876312294,1523791.00085201,864104.07440102,925621.33238885,1772116.82851938,1104525.31663047,1854178.43938171,1110103.67921049,927354.307784302,959256.23373627,1107686.18009243,942127.711897974
MB_1002,4757199.85262125,14928834.1728367,10256564.9796111,19180418.1536033,18010677.8949891,19230261.1263934,14947045.0222049,15295316.3602209,14717137.2672303,23018190.9652564,7207764.63434559,25929482.800305,19996397.2828996,22132594.5269417,1984630.11216763,10489992.3007508,18781396.1490828,21201342.9862679,26891336.3481254,8322989.25500127,7658814.61948304,26245445.0594758,17893339.5294052,1844349.93991427,3186543.82343058,34970735.0023097,10208132.5411852,14059954.39513,17136896.3463836,30366555.8440912,28574228.639475
MB_1003,6417853.73285045,23912099.5876026,34246944.9818152,27137218.5192885,28739263.6931122,2849558.30770075,15261627.3585783,35901714.8157236,28974575.5040629,14549328.8838972,16315205.4542677,9272785.74701355,21961065.2028315,10519859.2135475,17511400.5852965,23339998.1852485,2016473.83578834,14592215.0773197,20944083.8613221,10026382.0148865,11714037.3477373,9215242.17799822,19951031.2756318,21683501.5519505,7952316.36112329,21552911.8130282,34809819.1658401,6727863.17592998,28276110.8379859,42049368.6947626,22113908.507126
MB_1004,12392825.93654,13384325.7216035,12156899.0517626,13755902.1054174,12345608.7596251,21108841.9204085,9633009.52000811,8382935.75974289,18094475.7148792,7007144.40996264,13752714.1984277,8472337.82264565,14698132.7540411,9980577.00858694,18748010.392084,6418063.82232437,10190825.2044865,8933568.62044007,10564819.6736326,16907387.304405,6002474.11178031,8831352.19529598,15765205.202358,10534206.2487097,14514782.9243293,15423856.9185705,9691601.62560783,20547480.6621513,10232201.2536678,11008079.7983967,10654711.1135619
MB_1005,12276643.5035429,11973423.5105799,7577406.99661611,9834135.49252147,5841149.9551988,10273369.5363603,3264277.2476639,5146052.33395803,5737025.41593546,7266358.46177731,8700992.83762608,7435200.09172218,7031525.53542737,13854255.2153799,5208450.39768487,5146361.99502082,6410987.27717863,3362926.08553311,10254300.8938904,7125427.26713862,10260104.9841142,7745573.33764626,7938068.18588622,13764079.3607106,12033880.866772,17045900.42874,12750015.8581379,7245476.87966236,6536980.01152422,2221309.10395192,15758040.2793532
MB_1006,314888376.549282,418784151.513828,196918034.385451,122076234.427942,61287441.5715249,242629728.844215,176241444.128626,264311650.242187,190733788.812189,66849643.5648397,60337718.3236052,84632075.371746,132948285.392229,49535680.1584286,212070055.309073,90287929.2810019,89548981.4420858,146992422.329269,196169130.447068,263672105.376596,120987581.906923,6376642.04701287,23891316.5123864,347497596.229831,36371511.7580813,212159407.768071,378265225.54054,188268037.064769,293949628.98455,98885978.7421242,287968231.172915
MB_1007,2334391.46973358,5227126.31178678,1204995.21705405,5369079.80563616,4584075.80567564,2528352.83828083,3510424.35887185,3887142.6189697,3461597.04086881,3585517.72844592,2688057.64534348,2603277.18867049,3591544.98903278,3010593.72075811,2366556.76301961,3707377.24480951,4394148.70723205,3270762.53300274,4196074.6093141,3657511.65669011,2759444.91906945,6409518.10702487,3672464.69989272,4246374.03552013,2384193.53858776,2465698.7610907,7297120.31198191,5404331.64148736,2936494.73175705,4888151.51012889,3476472.4029025
MB_1008,7535678.97927002,5603903.62973874,9921558.64447797,8494161.174066,5319365.7769869,9349728.51701153,3649555.82657847,2786761.94639287,3539254.1810832,7887878.56759137,10057568.381085,11103234.3114648,6303573.16165737,5504415.69672291,6401212.60950308,8456546.81900243,2572944.04025561,6230193.36950935,9562761.40484663,6816265.00767022,7445454.04601267,4279846.18449173,2783639.18264686,9840973.60333867,3878146.84025316,8472700.88627685,4129781.34888608,6205984.46133965,8835751.43707281,5779168.33196839,5037015.83970461
MB_1009,29632761.9861755,15943094.32654,9705494.91024747,6093239.1912908,17540234.4264866,6290735.30353146,6105044.85260037,30024848.7303703,1616472.95740656,18077947.2962176,10406246.482394,18739875.1955925,2655258.08907747,30287637.7729179,22062236.3631831,35169771.4420444,14625766.7357608,22592017.2629125,11614382.3494364,11401931.1443994,9224066.80026036,21145511.8400638,26522698.4946844,1663970.78595244,18508981.7169094,3415042.18160614,4945633.46712135,37889128.4127055,15399577.9384121,29048160.1836039,12316236.6903303
MB_1010,7609560.48216535,10278971.0962249,6466023.27489225,6546464.15003869,1778130.88813241,7465214.37338205,9124184.78931464,8996498.08663692,1243158.82520271,5967966.91011905,3902612.36025762,5115691.99849418,6466877.66672078,5496884.32106612,7292990.59095795,5097444.01125912,8302263.32871769,5662613.53323024,10813967.2022625,10525583.723271,4248272.7768816,6331131.96288891,5041700.59603467,5900396.42052409,6434401.19051079,6852254.43011837,6636946.35759027,5012710.23909257,8399625.2222692,8575128.81800995,6040747.31476171
MB_1011,116606849.551122,60372417.662666,54773951.3850695,102579953.557862,19211874.129948,93381222.7661299,102713813.461155,100406055.060631,107618591.093899,121961652.87478,9866568.59581193,109581222.075247,135702068.653132,52688230.5999637,81065481.8472571,61887698.8404182,58451050.2050807,15386946.9900455,140484315.61728,2561175.31963108,62959982.9432126,130964130.686362,74177232.3570445,66789461.1417618,112884484.516933,107261794.350111,138320663.6681,117237732.77235,100106559.587868,34041032.0123449,70058328.990568
MB_1012,23735489.4883847,12289941.0498754,19757280.8406605,30554712.2476887,780420.767218009,6713724.66163335,2742296.48859761,18505245.8681272,7801227.60037722,24810647.3748947,21181331.6656631,14060563.3196487,14338108.3962065,8038621.11763381,15298787.3209161,21362555.842042,22557439.0298065,29355093.7478901,21209796.069699,10155770.3914382,3917756.22662247,27938090.2851708,15700992.9579057,2931803.93196093,21184689.2975879,6438619.93158123,22959063.5868198,24616018.6138364,6273394.77153966,20475064.2049654,34306237.1497131
MB_1013,4006594.77143156,3271784.10584738,5571671.81365009,5919035.31402018,3752430.17363842,2842839.63649009,5757127.7601806,5708612.61449878,4477171.20512137,4847426.79283137,4155843.44749218,5432910.45496186,5295523.85917609,4017955.71358467,5181780.68085715,5139920.22773895,4556650.09309825,4793822.95345291,3196193.62900737,2971324.97884002,6376193.52678855,4464968.67548579,2858443.26229415,3314103.6959117,4984087.99492598,7344998.42723923,7585412.4424,4146912.61473655,4343067.68781244,5311035.09056161,6393546.39122952
MB_1014,6164496.75738803,5248330.59273781,3396630.28562565,6759151.82346802,5866710.6304793,5443857.92592732,5920165.41074142,7133790.31416512,5521846.07423772,4486242.79487288,9109998.19972668,3289770.27945804,4465298.2148192,3346552.54599827,11766611.4627535,7692128.10211729,8231774.64900052,3327075.56214632,10037320.290906,6867053.59537208,6665300.97454402,7109785.48563946,8691215.28459526,2322843.93336991,4531941.45369049,7297915.36385061,4150150.23950388,5153465.57250975,5769739.26694216,5837824.30013406,5601528.29386735
MB_1015,4358548.74342523,4459281.37525945,3903353.13159264,4920177.53837873,5100659.97703737,4408113.81159719,4210710.54012853,5541823.20470135,4999334.55328973,2893038.86184785,4226396.00468199,3914219.12629704,6054049.09214112,5265526.8048286,3612839.07687936,4845743.59238213,2856191.35507491,5131673.72901585,4590650.74966582,4384262.36988059,4679006.74821047,6188702.21082286,5249982.84710288,3496464.53849028,7016824.25084473,3981337.17532889,6904967.1192775,4725919.76618512,4561842.90105599,4105554.5278153,6615284.07236164
