"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"P55809",1.0286,0.94621,0.94041,0.92738,0.91068,0.90572,0.90019,0.8968
"P06737",1.0284,0.99668,0.99467,1.0111,1.013,1.0002,1.0348,1.0336
"Q8N4P3",1.0282,1.0787,1.2242,1.2027,1.1811,1.1764,1.1727,1.1717
"P61011",1.028,0.93642,0.92069,0.90971,0.91188,0.91014,0.90506,0.90627
"Q9UM07",1.0266,1.2453,1.2845,1.2748,1.2775,1.3267,1.3317,1.3267
"P23193",1.026,0.99233,0.98014,0.97455,0.96073,0.94975,0.95349,0.95086
"Q9Y3A6",1.0255,0.93369,0.94516,0.92861,0.94952,0.94241,0.93665,0.93409
"P50238",1.0253,1.3537,1.3319,1.31,1.3265,1.3353,1.3586,1.3536
"O94919",1.0252,0.95728,0.95133,0.93598,0.91923,0.90995,0.90647,0.90328
"P16615",1.0241,1.3553,1.3412,1.337,1.3402,1.3248,1.3165,1.312
"P48163",1.0233,0.94238,1.0022,0.99342,1.0513,1.0483,1.059,1.0557
"Q9NVE7",1.0193,0.95386,0.94127,0.92459,0.93293,0.92513,0.92176,0.91838
"O95749",1.0189,1.3795,1.3985,1.3766,1.3594,1.347,1.3386,1.3335
"O43598",1.0182,0.93259,0.94118,0.92846,0.91196,0.90023,0.89482,0.8917
"Q08495",1.0168,0.94376,0.98436,0.96793,0.9877,1.0834,1.0784,1.0788
"P61421",1.0165,0.93598,0.92102,0.90541,0.88995,0.88509,0.8803,0.87725
"Q86U38",1.016,0.98489,0.96872,0.98745,0.97037,0.97217,0.97275,0.9691
"Q9UDW1",1.0158,0.97018,0.96782,1.0182,1.0179,1.0052,1.0007,1.0005
"O43866",1.0149,1.0236,1.0225,1.0157,1.0243,1.0551,1.0521,1.0567
"O75438",1.0144,0.9815,0.97463,0.97461,1.0051,0.99275,0.99325,0.99069
"O75369",1.0134,0.92038,0.90493,0.88893,0.88825,0.90334,0.90847,0.90538
"P17612",1.013,0.97591,0.96572,0.94981,0.94643,0.93627,0.93165,0.92821
"P04066",1.0122,1.2025,1.2253,1.2481,1.2294,1.2375,1.2318,1.2291
"Q15042",1.0121,0.95786,0.94769,0.93391,0.91896,0.91356,0.94444,0.94581
"P21817",1.012,1.2298,1.2118,1.2053,1.1923,1.1771,1.1768,1.1821
"Q92688",1.0118,0.9212,0.91709,0.90128,0.93605,1.0111,1.0061,1.0023
"Q9UNE7",1.01,0.91858,0.90411,0.88815,0.87468,0.86331,0.85969,0.85682
"Q9H008",1.01,0.9974,0.98032,0.98048,0.98217,0.97352,0.97383,0.98861
"P13984",1.01,0.93515,0.91931,0.90722,0.89431,0.889,0.88429,0.88258
"Q8NBX0",1.009,1.1048,1.1209,1.1036,1.1137,1.099,1.093,1.0926
"P50750",1.0081,0.91808,0.90695,0.89369,0.87765,0.86782,0.894,0.8908
"Q15113",1.0071,1.0307,1.0269,1.1929,1.1742,1.2292,1.2274,1.2304
"P39060",1.0053,0.9129,0.8975,0.95739,0.94319,0.93082,0.92521,0.92632
"Q9BU23",1.0044,0.92224,0.91092,0.89749,0.88204,0.90605,0.90094,0.89757
"O15143",1.0044,0.95283,0.94818,0.93411,0.92645,0.91612,0.91044,0.90942
"Q9H2D6",1.0043,0.92105,0.90708,0.89824,0.88367,0.88516,0.8797,0.88147
"Q9BUQ8",1.0042,1.2753,1.2616,1.2747,1.3481,1.3462,1.4453,1.4464
"Q96CX2",1.0032,0.93873,0.94404,0.94807,0.93224,0.9217,0.93043,0.93159
"Q8IXS2",1.0028,0.94223,0.92758,0.9216,0.99742,0.98716,0.99707,0.99631
"Q9NRP0",1.0021,0.93262,0.93292,0.92409,0.92037,0.92502,0.92076,0.91817
"P54108",1.0018,1.3205,1.3235,1.3905,1.4277,1.4094,1.4152,1.4133
"O15247",1.0007,1.0075,1.0074,0.98976,0.98251,0.97,0.96753,0.97105
"P46063",1.0003,0.91858,0.91202,0.89583,0.87989,0.87449,0.87159,0.87101
"P13716",0.99949,0.91238,0.89695,0.90255,0.89809,0.88877,0.88325,0.89653
"P17844",0.99662,0.90868,0.89311,0.87739,0.86168,0.85073,0.85199,0.85627
"Q9Y3E1",0.99659,1.1275,1.1247,1.1153,1.1239,1.1656,1.1593,1.1688
"Q92743",0.99607,0.98864,0.98396,1.1105,1.098,1.0888,1.1077,1.1149
"Q09666",0.99492,1.0123,1.0058,0.9912,0.97858,0.96606,0.96042,0.95828
"P54725",0.99399,0.94656,0.93041,0.92272,0.90668,0.90707,0.90985,0.90749
"Q96JH7",0.99382,0.91064,0.90367,0.89152,0.88026,0.87072,0.86804,0.86481
"Q16891",0.99375,1.0913,1.078,1.0633,1.0586,1.0467,1.0401,1.0362
"O43292",0.99357,0.93405,0.92421,0.9155,0.90073,0.8985,0.89311,0.89084
"Q06787",0.99354,0.91343,0.90133,0.88587,0.88779,0.889,0.88412,0.882
"Q9BTU6",0.99347,0.90066,0.89008,0.87532,0.86654,0.89725,0.89213,0.89721
"Q9BZE4",0.99322,0.90457,0.889,0.8764,0.87836,0.8729,0.87168,0.86845
"P61619",0.9912,0.90184,0.88754,0.88026,0.86937,0.86702,0.86172,0.86005
"Q9BXX0",0.9911,0.90222,0.97656,0.98649,1.0023,1.0036,1.0085,1.0096
"Q15369",0.98956,0.90726,0.90013,0.88747,0.87801,0.86787,0.87148,0.87077
"Q9BQ67",0.98935,0.90496,0.9022,0.88715,0.87188,0.87069,0.90054,0.89723
"P55210",0.98887,0.9578,0.94187,0.93009,0.96695,0.95424,0.95825,0.95507
"P19388",0.988,0.9232,0.90982,0.89531,0.88004,0.87924,0.89954,0.89624
"O15382",0.98795,0.89684,0.8824,0.88569,1.0624,1.0495,1.0436,1.0397
"P08174",0.98779,0.90124,0.8866,0.87488,0.86116,0.86496,0.92094,0.92918
"Q9Y520",0.98607,0.90802,0.90291,0.90834,0.8929,0.91327,0.90763,0.90729
"Q07283",0.98561,1.1435,1.134,1.2387,1.2301,1.226,1.2615,1.2664
"P01602",0.98527,0.93431,0.9242,0.94565,0.96989,0.95759,0.95198,0.94875
"Q9H8L6",0.98474,1.4358,1.4573,1.437,1.4361,1.4217,1.4131,1.4317
"Q8NDH3",0.98409,0.91225,0.89818,0.88944,0.8739,0.88165,0.87825,0.87703
"Q12996",0.98244,0.89171,0.89457,0.87868,0.87785,0.87275,0.87142,0.87206
"P49841",0.98194,0.90692,0.89267,0.89139,0.88608,0.90393,0.90249,0.90012
"Q13547",0.97878,0.9602,0.94616,0.93276,0.91643,0.9296,0.92716,0.92386
"Q53EL6",0.97813,1.4056,1.391,1.3721,1.3492,1.3392,1.3393,1.3362
"O75636",0.97788,0.92002,0.90498,0.89772,0.924,0.91755,0.93455,0.93989
"O60879",0.97756,1.061,1.048,1.0294,1.0108,0.99766,0.99181,1.0007
"P28062",0.97709,0.91499,0.89988,0.88894,0.87304,0.8655,0.86791,0.86473
"Q96DI7",0.97613,0.92848,0.91804,0.90362,0.88946,0.87821,0.87863,0.88234
"P04439",0.97609,1.0239,1.0065,0.98971,0.99484,0.98256,0.98113,0.97759
"A0A0C4DH36",0.97564,0.90989,0.90192,0.96027,1.048,1.0353,1.033,1.0293
"P30085",0.97479,0.99125,0.97631,0.97714,0.96675,0.95459,0.97146,0.96845
"O14958",0.97476,1.9864,2.0176,2.0898,2.0694,2.0556,2.0582,2.0982
"O75352",0.97462,0.88469,0.88273,0.87292,0.90124,0.8935,0.88989,0.88835
"Q92576",0.974,0.90376,0.89867,0.89686,0.90756,0.89781,0.89401,0.89111
"P60842",0.97383,0.88581,0.87699,0.86658,0.85095,0.83996,0.83473,0.83201
"Q9NV31",0.97375,0.9014,0.89664,0.90374,0.88747,0.87659,0.87597,0.87306
"O95298",0.97253,1.045,1.0532,1.2105,1.2188,1.206,1.203,1.199
"Q15269",0.97218,0.90174,0.89516,0.88021,0.86532,0.86739,0.86609,0.87073
"P04233",0.97132,0.90057,0.96977,0.9621,0.95493,0.94837,0.99318,0.98989
"P06756",0.97064,1.0199,1.0024,1.011,1.0015,1.0154,1.0128,1.0094
"O95466",0.96928,0.90646,0.93974,0.92304,0.91671,0.95297,0.95334,0.95831
"Q9NQE9",0.96877,0.89465,0.87942,0.86562,0.86952,0.89137,0.88961,0.88644
"Q9Y6C2",0.96871,0.9472,0.96031,0.99285,1.0115,0.99832,0.99271,1.0064
"P61289",0.96738,0.87884,0.87098,0.85623,0.84823,0.84255,0.84078,0.83792
"Q03001",0.96604,0.95347,0.99378,1.0598,1.0501,1.04,1.036,1.0336
"P11172",0.96556,0.91437,0.91393,0.8987,0.88356,0.8739,0.86854,0.86526
"P22102",0.96432,0.88333,0.87014,0.86176,0.88544,0.88052,0.87719,0.87732
"Q8TD16",0.96415,0.88747,0.88537,0.91534,0.92783,0.91826,0.91475,0.91131
"P35613",0.96287,1.2734,1.2616,1.2406,1.221,1.215,1.2074,1.2029
"O75694",0.96282,0.88434,0.87306,0.86129,0.84816,0.85545,0.85563,0.85245
"Q14314",0.96271,1.0735,1.3046,1.2881,1.283,1.268,1.2603,1.3281
"P61769",0.96153,0.89051,0.88402,0.86955,0.89847,0.88726,0.89893,0.89752
"Q9BZQ8",0.96107,0.89163,0.91326,0.91853,0.90769,0.89586,0.91123,0.90938
"Q9UK76",0.96092,0.87465,0.90554,0.89687,0.88259,0.91716,0.92263,0.92361
"O75844",0.96087,0.88362,0.86871,0.85495,0.83958,0.83836,0.83313,0.83021
"Q7L1Q6",0.96015,0.91234,0.90005,0.88918,0.87367,0.86538,0.86978,0.86665
"Q96RW7",0.96011,0.87191,0.91679,0.90117,0.88807,0.89985,0.89729,0.903
"Q9P0M6",0.95804,0.90227,0.905,0.88917,0.89503,0.89062,0.89933,0.90298
"Q9BXT2",0.95746,0.92631,0.9106,0.93524,0.94355,0.93117,0.92851,0.92504
"O95347",0.95722,0.8978,0.88448,0.88066,0.8714,0.86043,0.86209,0.8592
"P61009",0.95499,0.90018,0.93202,0.91668,0.92297,0.91409,0.90888,0.90564
"Q13724",0.95474,0.86546,0.88385,0.87094,0.86326,0.85199,0.84707,0.84385
"P78527",0.95419,0.86574,0.85463,0.84704,0.83181,0.82125,0.81736,0.81668
"Q9BQE5",0.95414,0.95335,0.94885,0.93839,0.97686,0.988,0.99526,0.99294
"P10644",0.9532,1.0112,1.0074,0.99616,0.97822,0.96594,0.95993,0.95656
"O75475",0.95266,0.87714,0.90401,0.89127,0.8767,0.92018,0.93144,0.93777
"P25205",0.95252,0.88838,0.87681,0.8739,0.86219,0.85108,0.86,0.88293
"P12814",0.9517,0.94704,0.94658,0.93127,0.94762,0.9429,0.94282,0.93924
"Q99615",0.95093,1.0081,1.0225,1.0047,0.99348,0.98618,0.99429,0.99362
"Q969T9",0.94858,0.91313,0.90065,0.90142,0.91854,0.90732,0.91647,0.91351
"O94905",0.94854,0.90486,0.95212,0.95052,0.93392,0.92251,0.91954,0.91647
"Q8IW45",0.94783,0.87567,0.86962,0.8542,0.83938,0.86613,0.8722,0.87068
"P21926",0.94767,1.027,1.0101,0.99549,0.98068,0.97179,0.96807,0.96486
"Q63HN8",0.94717,1.0731,1.0735,1.0804,1.0769,1.1024,1.1068,1.1041
"Q9Y3B8",0.9469,0.88841,0.87361,0.85897,0.84364,0.86608,0.86072,0.85754
"P20292",0.94662,0.87047,0.9738,0.95683,1.004,1.0288,1.0224,1.0412
"Q9Y3R5",0.94607,1.057,1.1892,1.1747,1.1561,1.1412,1.1348,1.1482
"Q969X1",0.94578,1.0226,1.0256,1.0079,0.99473,1.0143,1.0108,1.0071
"Q9Y3E0",0.9453,0.87007,0.86425,0.86909,0.85711,0.86574,0.8625,0.86216
"Q02218",0.94407,1.0619,1.0439,1.0471,1.0372,1.0238,1.0175,1.0137
"Q9Y3E5",0.94344,0.8584,0.85744,0.84709,0.84474,0.84172,0.83661,0.83428
"Q9BXM0",0.9433,1.174,1.2496,1.5234,1.6628,1.785,1.82,1.8371
"Q12788",0.94245,0.87099,0.8561,0.84195,0.82933,0.82234,0.81728,0.8295
"O60547",0.94207,1.3338,1.3548,1.3733,1.353,1.3352,1.3273,1.3229
"P08572",0.94163,1.1224,1.1032,1.1686,1.1483,1.1333,1.1284,1.1283
"P05787",0.94044,1.1659,1.2474,1.2862,1.2888,1.2776,1.2701,1.2735
"Q92947",0.93984,0.8538,0.87254,0.87392,0.88699,0.87571,0.87571,0.87584
"Q13951",0.93858,0.85738,0.84403,0.82913,0.83348,0.82264,0.82869,0.83348
"P51571",0.93852,0.87898,0.87547,0.87931,0.86347,0.86324,0.858,0.8558
"P10398",0.93675,0.86076,0.84682,0.83338,0.87362,0.87309,0.87839,0.87525
"Q8IUD2",0.93464,0.85132,0.84641,0.8461,0.8521,0.84864,0.84347,0.84037
"P07858",0.93431,0.85578,0.84106,0.85813,0.84269,0.84655,0.84714,0.8511
"P35270",0.93426,0.85519,0.86263,0.85017,0.86462,0.85554,0.85324,0.85219
"P51452",0.9341,1.0778,1.062,1.0441,1.0398,1.0377,1.0318,1.0284
"Q460N5",0.93283,0.90181,0.8894,0.89818,0.89719,0.93101,0.92547,0.92835
"Q9NWB6",0.93207,0.91311,0.91799,0.90181,0.89033,0.89242,0.90616,0.90363
"Q9NUQ9",0.93182,0.94391,0.9321,0.92036,0.90606,0.90617,0.90425,0.90281
"P68871",0.93179,0.9917,0.97876,0.97699,1.0807,1.0671,1.0761,1.1018
"P04062",0.93162,0.88898,0.87368,0.86281,0.85187,0.84283,0.83763,0.8351
"Q14919",0.93111,0.8765,0.86137,0.84614,0.83088,0.82654,0.82232,0.82456
"P45877",0.93057,0.84501,0.87375,0.86719,0.86099,0.88103,0.8757,0.87414
"Q8IY67",0.92934,0.85311,0.88269,0.86763,0.85402,0.85895,0.87226,0.8692
"Q05397",0.92914,0.86215,0.84896,0.83986,0.85162,0.8886,0.88667,0.88716
"Q9NPQ8",0.92903,0.888,0.877,0.86178,0.84662,0.83676,0.83614,0.83296
"P04632",0.92854,0.86481,0.84989,0.84123,0.82646,0.81567,0.8142,0.81137
"Q14520",0.92833,0.87315,0.8581,0.85106,0.86359,0.86693,0.86358,0.86165
"P08519",0.92747,0.91313,0.96075,1.0473,1.0676,1.0974,1.0925,1.0885
"O15264",0.92692,0.86414,0.9048,0.93623,0.96995,1.2104,1.2032,1.2146
"P36952",0.92495,1.0278,1.0545,1.102,1.0821,1.0703,1.0668,1.0647
"O15020",0.9244,1.2471,1.2386,1.2194,1.1978,1.1828,1.1842,1.1801
"Q9HCU0",0.92417,0.83775,0.83229,1.047,1.0443,1.0393,1.035,1.0393
"P41218",0.92372,1.0328,1.061,1.0468,1.1172,1.1582,1.1564,1.1622
"P08240",0.92317,0.84252,0.84089,0.83197,0.82589,0.89735,0.89355,0.89385
"Q01105",0.922,0.84908,0.87789,0.8906,0.88869,0.87803,0.87378,0.87443
"O60832",0.92195,0.901,0.89072,0.87496,0.89293,0.90895,0.90469,0.9029
"Q14192",0.9219,0.90206,0.88699,0.87615,0.86126,0.85278,0.85387,0.85086
"P27144",0.92051,0.87351,0.85908,0.8446,0.85615,0.84516,0.85177,0.84882
"P22792",0.92042,0.84672,0.84723,0.83868,0.99429,0.98332,0.97782,0.98488
"P05090",0.91902,0.89371,0.89791,0.92547,0.91442,0.94122,0.94044,0.94446
"Q8TF05",0.91892,0.83525,0.86486,0.85033,0.84061,0.83158,0.83146,0.82839
"P37840",0.91822,0.90098,0.91048,0.95699,1.0122,1.0014,0.99726,1.0256
"O43294",0.91802,0.84291,0.85818,0.90036,0.89635,0.89109,0.89056,0.88977
"Q15392",0.91768,0.84527,0.88238,0.87033,0.85727,0.84744,0.84993,0.85579
"P01034",0.9172,0.92329,0.91955,0.90325,0.89903,0.98123,0.98247,1.0015
"P22061",0.91681,0.92548,0.91395,0.8992,0.88405,0.8764,0.87315,0.86996
"P30519",0.91636,0.83152,0.82092,0.81675,0.80204,0.79299,0.79091,0.79168
"P57764",0.91567,0.83056,0.91076,0.9167,0.97434,1.0034,0.99912,0.99847
"Q15024",0.91526,0.84912,0.83847,0.8268,0.8245,0.81823,0.89007,0.88686
"P23786",0.91457,0.86599,0.86581,0.85269,0.85298,0.84262,0.83787,0.83471
"P98082",0.91457,0.82983,0.81631,0.81405,0.80116,0.79891,0.80048,0.80019
"O43252",0.91394,1.0306,1.017,1.0148,1.0101,1.0117,1.0106,1.007
"Q9Y287",0.91306,0.90175,0.88856,0.88112,0.87303,0.87883,0.89482,0.8966
"Q14116",0.91195,0.96751,0.983,1.0078,1.0255,1.0159,1.0097,1.0082
"Q8IXJ6",0.91177,0.82916,0.81705,0.80356,0.81038,0.82689,0.865,0.86172
"P52292",0.91113,1.0362,1.0184,1.002,0.98732,1.0423,1.0383,1.0493
"P49023",0.91065,0.96938,0.96418,0.96896,0.95343,0.94457,0.9393,0.94207
"Q8WTS6",0.91032,0.85471,0.85039,0.83702,0.82302,0.83288,0.83103,0.82808
"Q86YZ3",0.90906,0.82991,0.82359,0.82943,0.82187,0.9126,0.93198,0.93313
"P52306",0.90779,0.86536,0.85071,0.84134,0.8262,0.81979,0.8154,0.81233
"P42025",0.90722,0.86346,0.85155,0.8671,0.93,0.91968,0.92153,0.92445
"P57088",0.90626,0.8301,0.81595,0.80954,0.82947,0.8313,0.82653,0.82385
"P21399",0.90625,0.83925,0.82792,0.8341,0.8351,0.82442,0.82371,0.82063
"P54707",0.9062,0.85386,0.89592,0.97934,1.0593,1.0584,1.0518,1.0585
"Q9Y673",0.90528,0.82745,0.82199,0.82642,0.81153,0.8014,0.79737,0.79449
"Q12768",0.90502,0.84982,0.83981,0.84308,0.83848,0.83102,0.8289,0.82642
"Q9HC38",0.90485,0.85343,0.84857,0.8356,0.82312,0.82663,0.82289,0.8211
"O43592",0.9048,0.82135,0.80722,0.79451,0.80071,0.79229,0.78782,0.78494
"Q5RKV6",0.90435,0.84865,0.84028,0.83915,0.82704,0.82431,0.82494,0.82498
"Q9H6T0",0.90386,0.82271,0.81922,0.80518,0.89951,0.90365,0.90275,0.90331
"O60684",0.90378,0.82488,0.84371,0.83572,0.82216,0.89085,0.8853,0.88866
"P81605",0.90241,0.8204,0.80992,0.81356,0.80167,0.80733,0.80338,0.80103
"P32320",0.90214,0.82191,0.81171,0.79729,0.80084,0.79247,0.84225,0.84075
"Q13576",0.90165,0.82399,0.91031,0.98785,0.97303,1.0139,1.0129,1.009
"Q9BVP2",0.89957,0.90971,0.90611,0.89417,0.92116,0.90913,0.90347,0.90544
"Q00013",0.89846,0.9746,0.9702,0.97287,0.99308,1.0007,0.99449,1.0011
"Q9UBG0",0.89835,0.83069,0.81722,0.86066,0.85686,0.84647,0.84144,0.8587
"Q8N5G0",0.89801,0.95664,0.9655,0.96709,0.99904,1.0347,1.0459,1.0428
"P11166",0.89731,1.19,1.1992,1.1857,1.1698,1.1588,1.1812,1.1789
"Q3KQU3",0.89607,0.94739,0.9627,0.9456,0.92855,0.91666,0.91973,0.9168
"Q96HV5",0.89352,0.82021,0.80849,0.8533,0.83798,0.8302,0.82557,0.82248
"P12273",0.89339,0.82731,0.81406,0.88741,0.88249,0.87992,0.88354,0.95634
"P16949",0.89251,0.82902,0.81857,0.80567,0.7925,0.78259,0.78375,0.84592
"Q99766",0.89088,0.80761,0.92269,1.0333,1.0163,1.0044,0.9981,0.99514
"Q9Y276",0.89072,0.81657,0.81532,0.84464,0.83611,0.83063,0.82647,0.82333
"Q15050",0.89011,0.80916,0.79537,0.78407,0.77948,0.77315,0.78583,0.78732
"Q99584",0.88952,0.80734,0.80363,0.79634,0.78533,0.77505,0.77078,0.77203
"Q9ULV4",0.88852,0.87365,0.86769,0.85302,0.84421,0.83604,0.83243,0.82967
"P61916",0.88763,0.80555,0.79206,0.80083,0.78655,0.77653,0.77559,0.77537
"P19823",0.88754,0.87182,0.85679,0.85814,0.95057,0.93843,0.95016,0.94677
"P08133",0.88672,1.079,1.078,1.0612,1.0422,1.0382,1.0329,1.0313
"Q9NZJ6",0.88648,1.3618,1.6185,1.7345,1.9117,1.9282,1.9241,1.9495
"Q9H4A6",0.88633,0.80693,0.80259,0.79339,0.80194,0.83253,0.82894,0.83247
"Q9BVJ6",0.88495,0.94964,0.93367,0.92228,0.90585,0.91061,0.94834,0.94788
"Q6UN15",0.88313,0.83252,0.82665,0.8377,0.89224,1.0047,0.99842,0.99838
"Q9BRJ6",0.88163,0.83184,0.82114,0.81225,0.79854,0.80012,0.80171,0.79894
"Q6UX71",0.87921,0.79865,0.87565,0.96689,0.94948,0.93832,0.93269,0.92947
"O96019",0.87853,0.79694,0.79314,0.77956,0.76734,0.75791,0.75721,0.75459
"P15169",0.87716,0.87145,0.85743,0.85633,0.89406,0.89709,0.89231,0.88905
"Q96CS3",0.87622,0.8056,0.79344,0.78148,0.78026,0.7844,0.78152,0.77903
"Q9Y613",0.8759,1.0169,1.0006,0.98279,0.97206,0.9786,0.97288,0.96921
"Q9NTJ4",0.87518,0.99184,0.97785,0.98691,0.96921,1.0269,1.0247,1.036
"P62854",0.87439,0.80475,0.79562,0.80649,0.7933,0.80401,0.80045,0.80374
"Q8TDZ2",0.8739,0.79687,0.80395,0.79061,0.77669,0.77653,0.77186,0.77398
"O14745",0.87373,1.1051,1.0869,1.0683,1.0555,1.0572,1.0547,1.0514
"P80723",0.87357,0.81802,0.80615,0.81568,0.81646,0.80608,0.80166,0.81188
"Q6P1M0",0.87326,0.87647,0.89561,0.93656,0.93992,0.96802,0.96344,0.95978
"Q9UMX0",0.87297,0.79978,0.79801,0.78879,0.79843,0.78813,0.7832,0.78024
"Q9Y6N5",0.87296,0.81545,0.80495,0.79253,0.78416,0.77405,0.77049,0.7692
"Q86W92",0.87206,0.79349,0.81954,0.80603,0.79279,0.7938,0.78975,0.78901
"Q6PGP7",0.87195,0.83803,0.83219,0.8276,0.8127,0.80351,0.80218,0.80307
"P50452",0.87011,0.82016,0.84104,0.87708,0.86768,0.8613,0.85613,0.85296
"Q13510",0.86912,0.8375,0.83348,0.83237,0.82068,0.81261,0.81197,0.81214
"Q5T9L3",0.86905,0.80184,0.79083,0.77703,0.78662,0.79172,0.78693,0.79289
"Q99567",0.86904,0.79696,0.7841,0.78052,0.79422,0.78489,0.78009,0.7772
"Q5R3I4",0.86783,0.86946,0.85836,0.86797,0.89091,0.88715,0.8826,0.87933
"Q9ULZ3",0.8674,0.79165,0.78176,0.77108,0.76401,0.76843,0.77262,0.77646
"Q9H0T7",0.86701,0.80006,0.79245,0.78118,0.76789,0.93439,0.92947,0.93617
"Q13428",0.86516,0.81284,0.80274,0.82222,0.8075,0.80424,0.82283,0.81994
"Q16706",0.86473,0.80644,0.79519,0.80933,0.80796,0.80303,0.79862,0.79686
"Q9H074",0.86292,0.78334,0.78199,0.80876,0.83253,0.8216,0.8248,0.82169
"P16930",0.86263,0.78444,0.77168,0.787,0.77393,0.76474,0.77412,0.77122
"Q13177",0.86251,0.83124,0.81702,0.80889,0.79743,0.79314,0.78828,0.78537
"Q7Z2W4",0.86178,0.80207,0.78976,0.78132,0.79921,0.78872,0.79096,0.78871
"A0A0B4J1Y9",0.86146,0.78278,0.77634,0.77168,0.92138,0.93065,0.92522,0.92255
"Q9UBM7",0.86115,0.78265,0.77501,0.76335,0.8094,0.80714,0.8227,0.82098
"P49903",0.85857,0.80716,0.79345,0.789,0.78866,0.78625,0.78174,0.78
"P13807",0.85723,1.2213,1.2121,1.2015,1.1962,1.1821,1.1771,1.1727
"O94888",0.85564,0.77599,0.79458,0.79464,0.8005,0.79577,0.81588,0.81344
"P25325",0.85484,0.79525,0.78843,0.7765,0.76263,0.75616,0.75626,0.75451
"P13928",0.85393,0.90406,1.0052,0.9917,0.98159,0.96898,0.96296,0.97994
"O75874",0.85361,0.83056,0.81907,0.86754,0.85815,0.84851,0.86002,0.85686
"P13796",0.85249,0.79008,0.83902,0.82651,0.83746,0.86168,0.85721,0.88208
"Q9UJK0",0.85208,0.78634,0.77861,0.82747,0.82951,0.95613,0.98389,0.99211
"Q96HS1",0.85069,0.79309,0.78246,0.79313,0.81832,0.81138,0.81727,0.81647
"P34931",0.85058,0.77303,0.7763,0.79057,0.77879,0.78073,0.78778,0.78931
"A0A0B4J1X8",0.85034,0.77632,0.7645,0.75116,0.79688,0.78889,0.78435,0.78221
"Q9H190",0.84952,0.86993,0.8874,0.97866,0.97046,0.9577,0.95173,0.95347
"Q9C0E8",0.84851,0.77732,0.76572,0.75485,0.74155,0.73205,0.73517,0.73995
"Q0D2K0",0.84812,1.1193,1.1095,1.1134,1.0944,1.0826,1.0793,1.0763
"Q9UBV8",0.84722,0.77604,0.76653,0.75437,0.74086,0.75023,0.74555,0.74817
"P53582",0.84718,0.91463,0.8992,0.89248,0.87824,0.86969,0.86564,0.86361
"Q6ICL3",0.84521,0.83217,0.86872,0.85929,0.87015,0.85871,0.85351,0.86139
"Q9H490",0.84331,0.77479,0.76579,0.80085,0.78991,0.78672,0.78859,0.79421
"P05107",0.84259,0.79014,0.93877,0.94596,1.0637,1.0567,1.0547,1.0568
"P62136",0.84229,0.76398,0.75085,0.73819,0.72525,0.71792,0.71582,0.71456
"P13667",0.84089,0.7657,0.79801,0.82469,0.81104,0.80474,0.80373,0.80321
"P16152",0.8408,0.93997,0.9264,0.91642,0.9065,0.89506,0.89032,0.88726
"Q6ZVM7",0.84068,0.86423,0.85675,0.86373,0.85075,0.85587,0.85053,0.86172
"P55011",0.8402,0.9291,0.96936,1.1021,1.1201,1.108,1.1039,1.1098
"P28907",0.83979,1.0742,1.0632,1.0934,1.1276,1.2735,1.2658,1.2838
"Q13217",0.83964,0.90697,0.89165,1.0024,0.98521,0.98544,0.9812,0.97883
"Q9Y606",0.8395,0.76109,0.76099,0.76732,0.7799,0.7731,0.77806,0.77534
"P02545",0.83909,0.76872,0.75549,0.74482,0.7454,0.73681,0.73423,0.73369
"P11498",0.83861,0.76057,0.74909,0.74317,0.74267,0.73725,0.73533,0.73289
"Q8IXB1",0.83841,0.76261,0.78226,0.79817,0.80294,0.81149,0.80669,0.80362
"P16220",0.83793,0.83443,0.85632,0.84332,0.82813,0.82264,0.81803,0.82649
"Q8WY22",0.83784,0.82174,0.81749,0.81714,0.80304,0.7998,0.79871,0.81239
"Q96C23",0.83703,0.76372,0.76306,0.81663,0.86969,0.88122,0.88316,0.87993
"P47929",0.83605,1.0069,1.1253,1.2484,1.2692,1.2564,1.2614,1.2581
"P34897",0.83526,0.75716,0.75083,0.73755,0.79508,0.78964,0.78557,0.78269
"P51857",0.83377,0.76351,0.80845,0.80132,0.78986,0.7801,0.79261,0.78975
"Q16610",0.83306,0.76957,0.82326,0.80996,0.82492,0.86886,0.86429,0.86232
"P14550",0.83251,0.8848,0.8959,0.89044,0.87841,0.86724,0.86315,0.85996
"Q9NZZ3",0.83229,0.85124,0.83707,0.82387,0.80901,0.80584,0.80135,0.79913
"P52655",0.83206,0.8781,0.86437,0.85162,0.83855,0.82812,0.84849,0.8453
"O75843",0.83123,0.77097,0.77624,0.81507,0.80238,0.80248,0.79755,0.80014
"Q6ZRV2",0.82996,0.78271,0.78468,0.90106,0.96969,0.98291,0.98346,0.9855
"Q92520",0.82983,0.80885,0.8055,0.80056,0.78691,0.83206,0.82951,0.82638
"Q14669",0.82888,0.75203,0.74015,0.73739,0.72444,0.72687,0.72235,0.72348
"P02788",0.82879,0.92454,1.0351,1.0187,1.1646,1.1623,1.174,1.1697
"O60784",0.82746,0.76158,0.75172,0.7397,0.731,0.72252,0.72675,0.72466
"Q96A72",0.82675,0.78951,0.7826,0.77344,0.76121,0.76131,0.75708,0.76649
"Q04941",0.82666,0.75223,0.75168,0.74169,0.73389,0.73032,0.72926,0.72948
