"","Comp. 1","Comp. 2","Comp. 3","Comp. 4","Comp. 5","Comp. 6","Comp. 7","Comp. 8"
"Q03692",5.972,5.4875,5.428,5.334,5.2651,5.2065,5.1793,5.1625
"P19013",5.7933,6.0261,5.9222,5.8483,5.7512,5.6757,5.6408,5.6208
"P08294",5.7093,5.3453,5.2701,5.1773,5.0938,5.0269,5.0006,4.9823
"P51888",5.6919,5.3145,5.2348,5.1422,5.0633,4.9977,4.9711,4.9536
"P20774",5.4162,5.0224,4.954,4.866,4.7954,4.7324,4.7099,4.6921
"P13646",5.1449,5.4516,5.3575,5.3064,5.2151,5.1478,5.1229,5.1036
"O14558",4.991,4.5474,4.4706,4.3986,4.3317,4.2978,4.2713,4.258
"Q9UBG3",4.8442,5.0544,4.9678,4.9153,4.8282,4.765,4.7357,4.7234
"O75339",4.6849,4.3254,4.2509,4.1884,4.1173,4.0634,4.0384,4.0321
"P22105",4.4622,4.1539,4.0871,4.0167,3.95,3.8997,3.8754,3.8609
"Q9UBC9",4.4331,4.8983,4.8311,4.7758,4.6932,4.6598,4.6349,4.6183
"Q9BXN1",4.4087,4.0393,3.9711,3.906,3.843,3.7927,3.7752,3.7618
"P08590",4.3884,4.2498,4.2089,4.1655,4.1025,4.089,4.064,4.0541
"P12883",4.2717,4.2113,4.1789,4.1742,4.1052,4.0885,4.0635,4.0569
"P05976",4.2152,4.1527,4.1695,4.11,4.0392,4.0122,4.0103,3.9957
"Q6UWY5",4.194,3.9442,3.8947,3.8299,3.7774,3.7294,3.7231,3.7122
"P06732",4.093,4.0453,4.0181,3.9757,3.9048,3.8684,3.8456,3.8334
"P24310",4.0533,3.7139,3.6538,3.5914,3.5278,3.4931,3.4791,3.4659
"Q16853",4.0457,3.7062,3.6429,3.5946,3.5298,3.4873,3.4665,3.4585
"P07585",3.9841,3.6489,3.5878,3.5465,3.487,3.447,3.4289,3.4162
"Q9UKX2",3.9652,4.1045,4.1122,4.0613,3.9885,3.9455,3.9251,3.918
"P02144",3.8245,3.6643,3.6192,3.5819,3.5182,3.4891,3.4686,3.4563
"Q07507",3.8144,3.4766,3.4192,3.37,3.3172,3.2736,3.2585,3.2485
"P23946",3.7848,3.5283,3.5023,3.4401,3.3939,3.353,3.3324,3.3324
"P15088",3.6855,3.4357,3.4239,3.3639,3.315,3.2722,3.2518,3.2496
"P27338",3.6796,3.4167,3.3793,3.3238,3.2643,3.2214,3.2013,3.1905
"P07451",3.6275,3.4675,3.421,3.3713,3.3306,3.2879,3.2709,3.2585
"P12235",3.6126,3.4409,3.3866,3.3322,3.2918,3.2559,3.2374,3.2263
"Q9UJC5",3.6009,3.473,3.4162,3.3602,3.3041,3.2689,3.2485,3.2363
"P02511",3.5869,3.3105,3.2766,3.2393,3.1811,3.1394,3.1198,3.1082
"Q96A32",3.5855,3.6393,3.7081,3.6477,3.5825,3.5728,3.5669,3.5651
"P05413",3.5735,3.511,3.4595,3.4097,3.3488,3.3062,3.2864,3.2844
"P11217",3.5113,3.3702,3.3486,3.2919,3.2337,3.1972,3.1813,3.1693
"P10916",3.5005,3.4847,3.4708,3.4505,3.4126,3.4352,3.4264,3.4271
"P00352",3.4976,3.3132,3.2734,3.2181,3.1651,3.1261,3.1082,3.0964
"P51884",3.486,3.1966,3.1425,3.1139,3.0636,3.0247,3.0087,2.9988
"P02461",3.4177,3.1133,3.067,3.0256,2.999,2.9595,2.9415,2.9344
"P19237",3.412,3.3626,3.3377,3.3451,3.3095,3.3511,3.344,3.3364
"P05161",3.36,3.1487,3.1149,3.1753,3.1845,3.1457,3.1333,3.1257
"P35609",3.3549,3.4674,3.448,3.416,3.3545,3.3134,3.2944,3.2827
"P08123",3.2746,2.9767,2.9328,2.8995,2.8913,2.8556,2.8382,2.8355
"P30838",3.233,3.4573,3.4046,3.3468,3.3049,3.2942,3.2764,3.2653
"P35443",3.2325,2.9312,2.8822,2.8311,2.7857,2.7491,2.7399,2.7331
"O75112",3.2249,3.2901,3.3106,3.2542,3.1981,3.1768,3.1772,3.1769
"P23297",3.2116,2.9397,2.9032,2.8742,2.8237,2.8473,2.8322,2.822
"Q04695",3.19,2.9336,2.888,2.8688,2.8343,2.7977,2.7808,2.7712
"P55268",3.1796,2.8873,2.8483,2.7978,2.7515,2.7154,2.6993,2.6898
"Q13642",3.1657,3.0387,2.9959,2.9683,2.9156,2.8805,2.8849,2.874
"Q13361",3.1517,2.8697,2.822,2.8378,2.794,2.8036,2.7981,2.7914
"P07951",3.1449,3.2166,3.1867,3.1394,3.083,3.0511,3.0347,3.024
"P02452",3.1425,2.8521,2.8047,2.7923,2.7839,2.7473,2.7301,2.7274
"Q9UN36",3.139,2.8483,2.7992,2.75,2.7164,2.6808,2.665,2.6598
"Q9NP98",3.1168,3.1455,3.1695,3.1172,3.0644,3.0839,3.0648,3.0635
"Q8N335",3.0975,2.817,2.778,2.7308,2.6997,2.6644,2.6484,2.6408
"P14649",3.067,2.8879,2.8456,2.8691,2.8306,2.8301,2.8384,2.8343
"Q5TBA9",3.0642,2.7948,2.7513,2.7361,2.7034,2.6681,2.6585,2.6546
"Q05707",3.0313,2.8193,2.7743,2.7363,2.6965,2.6612,2.655,2.65
"P35749",3.0167,2.8033,2.789,2.7461,2.6975,2.671,2.6543,2.6442
"Q00872",3.0054,3.0423,3.061,3.0147,2.961,2.9571,2.9655,2.9621
"P13929",2.9494,3.0481,3.0398,3.0019,2.948,2.9225,2.9052,2.8967
"P09493",2.9377,2.9009,2.8524,2.8022,2.7516,2.7272,2.7106,2.7004
"P28161",2.8982,2.6315,2.5919,2.5467,2.5008,2.4698,2.4546,2.4468
"P02458",2.8865,2.617,2.5719,2.5767,2.5783,2.5444,2.5287,2.5263
"Q9BX66",2.8493,2.5908,2.5475,2.5346,2.4891,2.4565,2.4492,2.442
"O95810",2.8102,2.5494,2.5062,2.4707,2.4304,2.4013,2.3863,2.3775
"Q02252",2.8102,2.5925,2.5767,2.5351,2.4935,2.4607,2.4455,2.4362
"P29536",2.8101,2.5588,2.5233,2.4892,2.4449,2.4206,2.4077,2.4001
"P14621",2.7995,2.6801,2.6358,2.5963,2.5533,2.5204,2.5084,2.4989
"Q08188",2.7969,3.062,3.0852,3.0366,3.0043,3.0596,3.041,3.0296
"P13805",2.7861,2.5792,2.5491,2.6008,2.5828,2.5632,2.5552,2.5489
"P00746",2.7836,2.5298,2.5045,2.5955,2.5491,2.5496,2.534,2.5245
"Q9NQ38",2.7549,2.7693,2.7367,2.6979,2.6595,2.6252,2.6089,2.6011
"P24821",2.7521,2.6952,2.6508,2.6038,2.5728,2.5482,2.5323,2.5261
"O94875",2.726,2.5277,2.4842,2.4646,2.4216,2.3911,2.3977,2.4
"P02585",2.7142,2.7844,2.7749,2.7338,2.6845,2.6672,2.6583,2.6487
"Q8N1N4",2.6975,2.7508,2.7268,2.6821,2.6428,2.6649,2.6482,2.639
"Q9BQ69",2.6965,2.4548,2.421,2.3999,2.3619,2.3447,2.3312,2.3224
"P39059",2.6944,2.4505,2.4251,2.4028,2.361,2.33,2.3164,2.3095
"P22352",2.6894,2.4477,2.4148,2.3721,2.3374,2.3067,2.2925,2.2838
"Q13228",2.6813,2.4318,2.3915,2.3744,2.3316,2.3017,2.2876,2.2835
"P15090",2.6663,2.4759,2.4714,2.5204,2.5835,2.6333,2.6964,2.705
"P34913",2.6504,2.8622,2.8436,2.8188,2.771,2.7345,2.7176,2.708
"Q8WZ42",2.6293,2.6616,2.6362,2.5951,2.5514,2.5187,2.5032,2.4955
"P43155",2.5973,2.4449,2.4028,2.3604,2.3222,2.2955,2.2811,2.2727
"P12829",2.5935,2.8855,2.8562,2.8166,2.7666,2.7405,2.7234,2.7147
"P12882",2.5905,2.4718,2.4617,2.4196,2.3838,2.3688,2.4295,2.4371
"P50454",2.5823,2.606,2.575,2.5559,2.5138,2.4809,2.4678,2.4599
"Q02952",2.5747,2.3559,2.3181,2.2956,2.2622,2.2335,2.2198,2.2116
"Q7Z3D6",2.5718,2.3316,2.2985,2.2584,2.2567,2.2276,2.2141,2.2066
"O75208",2.5512,2.3648,2.328,2.2966,2.2585,2.2305,2.2166,2.2089
"O43795",2.5324,2.5339,2.4948,2.4511,2.411,2.3793,2.3649,2.3567
"P20908",2.5266,2.2906,2.2634,2.239,2.2135,2.1844,2.1716,2.1634
"Q9UBF9",2.5191,2.5346,2.5041,2.542,2.4962,2.5001,2.4853,2.4893
"P35251",2.5171,3.5634,3.5046,3.4614,3.399,3.3552,3.3416,3.3292
"P21810",2.5118,2.3003,2.2609,2.2363,2.2284,2.2008,2.1989,2.1949
"Q9UMS6",2.506,2.342,2.3016,2.2823,2.2472,2.2219,2.219,2.2117
"P00568",2.4903,2.4216,2.3832,2.3432,2.3009,2.2709,2.2567,2.2497
"P02743",2.4865,2.2587,2.221,2.1846,2.1726,2.1448,2.1322,2.1243
"Q9UKX3",2.4834,2.7354,2.7973,2.7503,2.7008,2.7147,2.7059,2.7105
"Q9HBL0",2.4798,2.2588,2.2385,2.2016,2.1655,2.1372,2.1245,2.1173
"P24752",2.4634,2.251,2.223,2.1837,2.171,2.1426,2.1293,2.1214
"Q53GG5",2.457,2.5127,2.499,2.4546,2.4135,2.4181,2.4101,2.4012
"P45378",2.4445,2.7297,2.7669,2.7437,2.6942,2.6827,2.679,2.679
"P52179",2.4218,2.4689,2.4572,2.4135,2.3724,2.35,2.3353,2.3388
"O75718",2.4119,2.3275,2.2905,2.2549,2.2145,2.192,2.1801,2.176
"P28289",2.3927,2.2205,2.1835,2.1449,2.1245,2.0965,2.0895,2.0839
"O15061",2.3907,2.2266,2.1928,2.158,2.1267,2.1001,2.087,2.08
"Q13753",2.3792,2.1838,2.1484,2.1145,2.0812,2.0593,2.051,2.0433
"Q96AY3",2.3702,2.3498,2.3118,2.3137,2.273,2.2432,2.2309,2.2235
"O14983",2.3498,2.2764,2.2943,2.2601,2.2268,2.1981,2.1868,2.1847
"O95865",2.3476,2.1877,2.1664,2.1325,2.0968,2.0697,2.057,2.0492
"Q9BWE0",2.3462,2.1445,2.1231,2.0997,2.0655,2.0391,2.0336,2.0287
"P54289",2.329,2.1332,2.0969,2.061,2.0315,2.0088,2.0015,1.9958
"P19957",2.3159,2.113,2.089,2.2391,2.2155,2.188,2.1768,2.1735
"Q53TN4",2.3132,2.1257,2.0966,2.0723,2.0434,2.0173,2.005,1.9975
"Q9Y4G6",2.31,2.0966,2.0729,2.0394,2.0031,1.9793,1.9671,1.96
"Q14315",2.3072,2.7232,2.7206,2.6787,2.6306,2.604,2.5935,2.5859
"Q13751",2.2877,2.1826,2.1542,2.133,2.0963,2.0693,2.0563,2.0485
"Q9Y281",2.2769,2.3716,2.3424,2.3039,2.2676,2.2384,2.2337,2.2256
"Q6ZN66",2.2755,2.6797,2.6563,2.6427,2.595,2.5762,2.5649,2.5565
"Q9UBY9",2.2563,2.1697,2.1548,2.1926,2.1649,2.1489,2.1363,2.1303
"O00499",2.2497,2.2281,2.1905,2.172,2.1336,2.1168,2.1169,2.1142
"P40394",2.2433,2.5857,2.5743,2.5285,2.4915,2.4649,2.4545,2.4452
"P05997",2.237,2.0506,2.0209,2.0176,1.9813,1.9586,1.9467,1.9393
"Q9Y6K5",2.2351,2.0434,2.0083,1.9909,1.9586,1.951,1.9533,1.9463
"P16219",2.2281,2.0785,2.0439,2.0087,1.9915,1.9698,1.9579,1.9504
"Q9Y623",2.2203,2.3783,2.4504,2.4705,2.4786,2.4985,2.5001,2.4927
"P20591",2.2093,2.0158,1.983,2.04,2.0515,2.0519,2.0571,2.0497
"P17661",2.2002,2.5042,2.49,2.4964,2.4655,2.4544,2.4494,2.4409
"P54296",2.1954,2.3231,2.3782,2.3403,2.2995,2.2699,2.2742,2.268
"Q13884",2.1906,2.0077,1.9767,1.9502,1.916,1.8913,1.8795,1.874
"P17174",2.1856,2.028,1.993,1.9768,1.9521,1.9287,1.9173,1.9103
"O14879",2.1851,2.0848,2.0729,2.1202,2.1129,2.1177,2.128,2.1209
"P02786",2.1818,2.0893,2.0561,2.0197,1.9864,1.9671,1.9582,1.9527
"P19971",2.1773,2.0119,1.9781,1.9544,1.942,1.918,1.9072,1.9
"Q9UBX5",2.1692,1.9669,1.9354,1.9762,1.9406,1.9157,1.905,1.9019
"Q08AI8",2.1664,2.6875,2.6413,2.6184,2.5712,2.5439,2.5291,2.5206
"Q10471",2.1628,1.9925,1.9686,1.9469,1.9203,1.8954,1.884,1.8775
"P23141",2.1578,2.0557,2.0253,2.0027,1.9736,1.9477,1.9362,1.9369
"P31415",2.156,2.5088,2.5838,2.5685,2.5224,2.5066,2.5035,2.4991
"Q92506",2.1537,2.0128,1.9906,1.9631,1.953,1.9278,1.9169,1.9107
"O76062",2.1491,2.0788,2.0432,2.0077,1.9797,1.9537,1.9416,1.9344
"Q13509",2.1468,2.052,2.024,1.9903,1.9557,1.958,1.9458,1.939
"P25940",2.1395,1.9915,1.9629,1.9496,1.9235,1.9021,1.8952,1.8972
"P26006",2.1367,2.0371,2.0091,2.0116,2.0013,1.9908,1.9895,1.9837
"P35573",2.1335,2.1068,2.0781,2.0491,2.0301,2.0051,1.9943,1.9895
"P58107",2.1276,1.9718,1.9502,1.9558,1.9367,1.9113,1.8997,1.9078
"Q99685",2.1132,2.0569,2.0214,1.9882,1.9523,1.9272,1.9159,1.9112
"Q15276",2.1041,2.0379,2.0109,2.0102,2.012,1.9857,2.0099,2.0043
"Q16836",2.102,1.93,1.9022,1.8684,1.841,1.8169,1.8056,1.7987
"Q86TD4",2.0986,2.3465,2.3565,2.3237,2.2858,2.2665,2.2595,2.263
"Q14118",2.0918,1.9404,1.9101,1.8805,1.8476,1.8262,1.8149,1.8082
"P51911",2.088,1.9077,1.889,1.9483,1.9154,1.9556,1.9534,1.9461
"Q9UBD6",2.0847,2.6175,2.5798,2.5557,2.5134,2.4931,2.4862,2.4791
"P42224",2.0778,1.9618,1.93,1.912,1.8891,1.8704,1.8729,1.8658
"P08195",2.0776,1.9569,1.9639,1.9333,1.8987,1.8738,1.8624,1.8569
"P21397",2.0695,1.8762,1.845,1.8141,1.7842,1.7661,1.7795,1.7763
"Q96DG6",2.0665,1.9122,1.8969,1.8734,1.8434,1.82,1.8091,1.8051
"Q86UK7",2.0664,1.9638,1.9634,1.9465,2.038,2.0819,2.1034,2.101
"O95994",2.0654,2.1049,2.2097,2.2802,2.2428,2.2619,2.2655,2.2585
"P68133",2.0508,2.0683,2.0443,2.0545,2.0175,1.9934,1.982,1.9745
"Q9NTG7",2.0493,1.8594,1.8448,1.8142,1.7924,1.8082,1.7982,1.7914
"O00217",2.0487,1.8922,1.8666,1.8464,1.8247,1.8007,1.7913,1.7849
"P53985",2.0435,2.1255,2.0909,2.0552,2.0351,2.0104,1.9978,1.9943
"Q5VTT5",2.0335,2.1114,2.0814,2.0954,2.0599,2.0542,2.0661,2.0596
"P24043",2.0254,2.073,2.0487,2.0125,1.9773,1.9554,1.9451,1.9377
"O14639",2.0195,1.8972,1.8683,1.8386,1.8071,1.7836,1.7747,1.7685
"Q63ZY3",2.0181,1.846,1.821,1.7973,1.7761,1.7538,1.743,1.7402
"P30086",2.0179,1.8528,1.8303,1.7978,1.767,1.7447,1.7354,1.7288
"P35542",2.0174,1.8304,1.7988,1.768,1.7615,1.7598,1.7488,1.7571
"P03915",2.0124,1.8378,1.8188,1.8106,1.8491,1.8259,1.8197,1.813
"Q01650",2.0112,1.8768,1.909,1.8866,1.8792,1.8546,1.8444,1.8383
"Q9NRG7",2.0102,1.8457,1.8277,1.7952,1.7633,1.7405,1.7373,1.7333
"P05452",2.0034,1.8161,1.7903,1.7903,1.7643,1.7462,1.736,1.7299
"P05166",2.0002,1.8328,1.8189,1.7917,1.7726,1.7527,1.7417,1.7354
"Q9Y2Z9",1.9979,1.9415,1.9083,1.8921,1.9123,1.9084,1.9015,1.8978
"Q7Z406",1.9947,1.9261,1.9005,1.868,1.8355,1.8127,1.8026,1.7958
"P12694",1.9868,1.8437,1.8182,1.7914,1.7962,1.7755,1.7649,1.7583
"P20929",1.9824,2.3,2.3203,2.2957,2.3061,2.2901,2.2777,2.2704
"P09417",1.9799,1.7952,1.7809,1.7505,1.7244,1.7018,1.6925,1.6861
"Q13308",1.9777,1.8568,1.8492,1.8349,1.8024,1.7828,1.7733,1.7732
"P19012",1.9716,2.2422,2.2039,2.1839,2.1596,2.1358,2.1256,2.1248
"O60662",1.9674,2.1377,2.1207,2.1433,2.1073,2.0799,2.1375,2.1379
"P29728",1.9619,1.803,1.7806,1.7973,1.7808,1.7595,1.7756,1.787
"O15347",1.9617,1.7801,1.7533,1.7223,1.6913,1.6877,1.6779,1.6725
"O14933",1.9613,1.7796,1.7519,1.7324,1.7141,1.6932,1.7018,1.6982
"Q9H5L6",1.9553,1.7792,1.7536,1.7381,1.7459,1.7343,1.7238,1.7208
"Q9NZU5",1.955,1.9228,1.8902,1.8645,1.8386,1.815,1.8072,1.8028
"O95563",1.9528,1.8146,1.7835,1.7667,1.8299,1.8065,1.7955,1.7887
"P07099",1.9439,1.8305,1.8093,1.7771,1.7454,1.7254,1.7147,1.7085
"P08779",1.9428,1.7655,1.761,1.9835,1.9944,1.9992,1.9955,1.9882
"Q92817",1.939,2.1164,2.0977,2.0998,2.0645,2.057,2.0444,2.0388
"P35555",1.9375,1.7629,1.7543,1.7243,1.7038,1.6816,1.6747,1.6758
"Q16658",1.9364,1.8101,1.7891,1.7684,1.7509,1.7295,1.7191,1.7139
"Q6WKZ4",1.933,1.792,1.7611,1.7326,1.7247,1.7127,1.709,1.7028
"P08237",1.93,1.9787,1.952,1.953,1.9273,1.902,1.8909,1.8837
"P13674",1.9282,1.8212,1.7912,1.7706,1.7386,1.7361,1.7305,1.7255
"P01009",1.9245,1.746,1.7167,1.6959,1.7078,1.6857,1.676,1.676
"P25815",1.9142,1.8482,1.958,2.0259,2.0711,2.0525,2.0646,2.0579
"P04839",1.9064,1.8926,1.9255,1.9021,1.9319,1.9262,1.9243,1.9238
"Q8N8N7",1.9028,1.7254,1.7337,1.741,1.7151,1.7033,1.6968,1.6908
"P25311",1.9026,1.772,1.7416,1.8047,1.7746,1.7564,1.7561,1.7534
"O43678",1.9012,1.7574,1.7293,1.7033,1.6916,1.6708,1.6615,1.6554
"P45954",1.8972,1.7204,1.7117,1.6816,1.6918,1.7089,1.6997,1.699
"O00330",1.8961,1.8153,1.7885,1.7618,1.7513,1.7307,1.7199,1.714
"P47989",1.8925,1.7237,1.6958,1.809,1.7864,1.7654,1.8683,1.8614
"P09936",1.8825,1.7114,1.6823,1.6636,1.6463,1.6247,1.6305,1.629
"P01008",1.8772,1.7017,1.6724,1.6437,1.6778,1.6566,1.6587,1.6551
"P56556",1.8763,1.7255,1.701,1.6951,1.6982,1.6759,1.6672,1.6609
"Q15124",1.8683,1.6961,1.6748,1.6523,1.6225,1.6063,1.5973,1.6056
"Q16134",1.853,1.701,1.6719,1.6432,1.653,1.6316,1.6217,1.6182
"P06753",1.8506,1.8871,1.8545,1.8405,1.8086,1.7858,1.7746,1.7688
"P11177",1.8501,1.7593,1.7322,1.7076,1.6906,1.6692,1.6588,1.6525
"Q8WU39",1.8472,1.684,1.8682,1.8377,1.8296,1.8273,1.8336,1.8273
"P22528",1.8443,1.7344,1.8378,1.9368,1.902,1.9164,1.9185,1.9112
"O95302",1.8407,1.7209,1.7058,1.6891,1.6678,1.6543,1.6477,1.6433
"Q13636",1.8405,1.7855,1.7549,1.7238,1.6953,1.678,1.6681,1.6639
"Q9NZN4",1.8381,1.6674,1.6422,1.6133,1.59,1.5694,1.56,1.554
"P05091",1.838,1.669,1.6437,1.6149,1.6022,1.5909,1.581,1.5769
"P02750",1.8359,1.6726,1.6448,1.6473,1.6643,1.6549,1.6448,1.6428
"Q02338",1.827,1.6812,1.6526,1.6235,1.6398,1.6193,1.6117,1.6101
"O75323",1.8261,1.8246,1.7987,1.7725,1.7473,1.725,1.7193,1.7128
"P00167",1.8252,1.7479,1.7183,1.6935,1.663,1.6586,1.6494,1.6452
"Q9UI09",1.8241,1.6963,1.6708,1.6492,1.631,1.6095,1.6035,1.5974
"Q96F85",1.8241,1.661,1.6393,1.6322,1.6036,1.6104,1.6003,1.5944
"Q8IXQ6",1.8217,1.7131,1.6894,1.6833,1.6699,1.649,1.6465,1.6408
"P01011",1.8213,1.652,1.6235,1.5954,1.6206,1.5997,1.5897,1.5957
"Q96HC4",1.8161,1.899,1.8878,1.8595,1.8366,1.8125,1.8026,1.7958
"Q9UHB6",1.813,1.7514,1.7254,1.7104,1.6832,1.6692,1.6588,1.6525
"P12277",1.8075,1.7106,1.6882,1.6754,1.6452,1.6236,1.6143,1.6164
"P30038",1.7952,1.637,1.6095,1.6016,1.576,1.5599,1.5521,1.5469
"P29034",1.7933,1.6306,1.6445,1.6586,1.6318,1.6323,1.6249,1.6239
"Q9Y2J8",1.792,2.0384,2.0097,1.9793,1.9488,1.9234,1.9184,1.9183
"Q6NVY1",1.787,1.6286,1.6071,1.5836,1.5661,1.5456,1.5445,1.5425
"P02760",1.7866,1.6243,1.5966,1.571,1.5737,1.5532,1.5444,1.5398
"P10606",1.7862,1.6666,1.644,1.6178,1.6026,1.5844,1.575,1.5691
"O95171",1.7836,1.9898,1.9799,1.9798,1.9441,1.9558,1.9497,1.9429
"P32455",1.7818,1.6422,1.6193,1.6022,1.5743,1.5671,1.5605,1.5551
"Q9BPY8",1.7781,2.3374,2.3126,2.3434,2.3264,2.3745,2.3596,2.3507
"P19404",1.7769,1.6451,1.6191,1.5982,1.5854,1.5652,1.5555,1.5496
"Q03519",1.7768,1.7047,1.6845,1.6662,1.6364,1.6543,1.6512,1.645
"P28331",1.7653,1.6392,1.6146,1.5952,1.5897,1.5694,1.5599,1.554
"P42765",1.7649,1.7258,1.7063,1.678,1.6641,1.6611,1.6575,1.6539
"A8K2U0",1.761,2.3463,2.344,2.3394,2.2981,2.2827,2.2685,2.262
"P20674",1.7546,1.6647,1.6364,1.609,1.59,1.5701,1.5613,1.5561
"P08134",1.7533,1.5989,1.5714,1.5461,1.5185,1.5392,1.5359,1.542
"P12109",1.7532,1.6193,1.5922,1.5991,1.5812,1.5604,1.5507,1.5488
"O95182",1.7521,1.6448,1.6245,1.6132,1.6065,1.5862,1.5765,1.5708
"Q9H8H3",1.752,1.6166,1.6097,1.5812,1.5739,1.5808,1.5728,1.567
"Q9GZM7",1.7501,1.591,1.5964,1.5915,1.5638,1.5437,1.5389,1.5331
"P01700",1.7475,1.5844,1.5657,1.5628,1.58,1.5595,1.55,1.5488
"Q9P0J0",1.7429,1.6272,1.6021,1.5785,1.5724,1.5543,1.5457,1.5399
"P08559",1.7417,1.6675,1.6405,1.617,1.6098,1.5889,1.5791,1.5731
"P49189",1.739,1.6631,1.6405,1.6118,1.5929,1.5722,1.5656,1.5597
"P48668",1.736,1.58,1.8732,1.8792,1.8481,1.8749,1.8636,1.857
"O15533",1.7353,1.6423,1.6191,1.5948,1.5667,1.5517,1.553,1.5471
"P36871",1.7351,1.6458,1.6199,1.5915,1.5741,1.5549,1.5547,1.5498
"P31937",1.7332,1.6431,1.6261,1.5988,1.5935,1.575,1.5652,1.5593
"Q9UEY8",1.7266,1.6072,1.5992,1.5723,1.5462,1.5292,1.5212,1.5163
"O43181",1.7263,1.6074,1.5805,1.5584,1.5492,1.5301,1.5211,1.5159
"Q99798",1.7258,1.6493,1.6274,1.6053,1.5947,1.5747,1.565,1.5599
"Q13423",1.7183,1.7212,1.6929,1.6696,1.6643,1.643,1.6328,1.6268
"Q13641",1.7121,1.6167,1.591,1.5631,1.5508,1.548,1.5444,1.5394
"P40925",1.7089,1.5751,1.5557,1.5429,1.5273,1.5073,1.4989,1.4935
"P02766",1.7072,1.5478,1.5403,1.5408,1.5448,1.525,1.5243,1.5185
"Q00577",1.705,1.5501,1.5319,1.5066,1.4796,1.4621,1.4533,1.4482
"A6NMZ7",1.7038,1.5444,1.5214,1.4948,1.478,1.4599,1.4522,1.4492
"Q7Z4W1",1.7025,1.5602,1.5582,1.5306,1.5197,1.5015,1.4941,1.4897
"P12004",1.7012,1.5494,1.5236,1.4979,1.4709,1.4608,1.4627,1.462
"P55290",1.7006,1.7089,1.7007,1.6802,1.6502,1.6294,1.6248,1.6237
"P51608",1.6987,1.5684,1.574,1.5533,1.5267,1.507,1.4982,1.4948
"O60437",1.6984,2.0372,2.029,2.0003,1.968,1.9427,1.9307,1.9236
"Q03518",1.6929,1.6748,1.6552,1.637,1.611,1.5934,1.5913,1.5855
"P12110",1.6876,1.561,1.5347,1.541,1.5245,1.5045,1.4951,1.4938
"O15230",1.6875,1.5297,1.5128,1.4989,1.4721,1.4589,1.4539,1.4487
"Q8N7M0",1.6864,1.529,1.5113,1.502,1.5123,1.4928,1.4929,1.4878
"P52630",1.6842,1.5324,1.506,1.4869,1.466,1.449,1.4708,1.4656
"P33121",1.6837,1.6215,1.5936,1.5661,1.5447,1.5414,1.534,1.5288
"Q6ZXV5",1.6828,1.5378,1.5129,1.487,1.4611,1.4609,1.452,1.4465
"Q9NPH2",1.6823,1.5774,1.5717,1.5466,1.5219,1.5071,1.5025,1.5082
"Q9NR30",1.6788,1.5226,1.4966,1.4721,1.4479,1.439,1.4377,1.4372
"O43491",1.6762,1.5216,1.5186,1.5027,1.4757,1.464,1.4575,1.4532
"P51648",1.6721,1.5525,1.5257,1.5029,1.4854,1.4725,1.4657,1.4602
"O43175",1.6699,1.8098,1.7931,1.781,1.7514,1.7411,1.7311,1.7274
"Q96IU4",1.6692,1.6124,1.6178,1.5909,1.5655,1.549,1.5404,1.5346
"Q9HC84",1.6661,1.6952,1.7188,1.7725,1.7474,1.7292,1.7214,1.745
"P17812",1.664,1.519,1.4928,1.4698,1.4497,1.4327,1.4244,1.4192
"Q32P28",1.6631,1.8809,1.8577,1.8403,1.8071,1.7928,1.7838,1.7844
"Q9NZ45",1.6587,1.6395,1.6124,1.5894,1.5706,1.5509,1.5475,1.5475
"Q13011",1.6581,1.5797,1.5563,1.5349,1.5425,1.5239,1.5211,1.5161
"Q9NZJ4",1.6562,1.5014,1.5326,1.5351,1.5862,1.5748,1.5746,1.5695
"Q5VST9",1.6559,1.6933,1.6924,1.6697,1.6505,1.647,1.649,1.6473
"P11310",1.6556,1.6482,1.6276,1.5991,1.5986,1.5787,1.5688,1.5631
"Q01995",1.6471,1.494,1.5109,1.4979,1.4885,1.5076,1.502,1.4975
"P13073",1.6463,1.5591,1.5345,1.5135,1.5061,1.4864,1.48,1.476
"P24158",1.6439,1.6527,1.7213,1.7113,1.854,1.8372,1.8431,1.8376
"P05026",1.6426,1.5057,1.4972,1.4752,1.4881,1.4856,1.4834,1.4782
"Q9HD26",1.6413,1.9699,1.9465,1.9201,1.8939,1.8892,1.9057,1.8985
"P02647",1.6366,1.4878,1.4695,1.4657,1.4885,1.4722,1.4675,1.4624
"P35237",1.6315,1.4869,1.4657,1.449,1.4514,1.4564,1.4473,1.4534
"P06727",1.6309,1.4804,1.4584,1.4486,1.4415,1.4391,1.4324,1.427
"P05543",1.6304,1.4782,1.4548,1.4449,1.4858,1.4665,1.4625,1.4569
"Q6NZI2",1.6302,1.5082,1.4825,1.4672,1.4442,1.4255,1.4173,1.412
"P02533",1.6297,1.4795,1.5146,1.517,1.5031,1.5175,1.5139,1.5084
"O00515",1.6281,1.5423,1.6008,1.5781,1.5499,1.5301,1.5264,1.5221
"Q08174",1.6249,1.702,1.6741,1.6476,1.6373,1.6551,1.6459,1.6397
"P48735",1.623,1.6362,1.6079,1.5812,1.5927,1.5731,1.5639,1.558
"P00738",1.6159,1.4653,1.4435,1.4245,1.4692,1.452,1.4445,1.4438
